UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-08-12 00:00:00,366.0,108.0,28.0,0.0,1574.0,143.0
2023-08-12 01:00:00,362.0,109.0,28.0,0.0,1469.0,143.0
2023-08-12 02:00:00,389.0,107.0,27.0,0.0,1308.0,144.0
2023-08-12 03:00:00,338.0,109.0,27.0,0.0,1178.0,144.0
2023-08-12 04:00:00,334.0,112.0,28.0,35.0,1044.0,135.0
2023-08-12 05:00:00,359.0,117.0,29.0,157.0,754.0,130.0
2023-08-12 06:00:00,434.0,126.0,30.0,358.0,694.0,123.0
2023-08-12 07:00:00,379.0,109.0,27.0,544.0,601.0,116.0
2023-08-12 08:00:00,324.0,101.0,27.0,807.0,617.0,117.0
2023-08-12 09:00:00,261.0,95.0,25.0,957.0,615.0,116.0
2023-08-12 10:00:00,288.0,81.0,21.0,851.0,614.0,92.0
2023-08-12 11:00:00,317.0,81.0,20.0,782.0,528.0,85.0
2023-08-12 12:00:00,287.0,79.0,19.0,597.0,586.0,87.0
2023-08-12 13:00:00,328.0,80.0,20.0,366.0,529.0,92.0
2023-08-12 14:00:00,383.0,93.0,24.0,221.0,605.0,92.0
2023-08-12 15:00:00,361.0,98.0,26.0,133.0,798.0,116.0
2023-08-12 16:00:00,354.0,109.0,27.0,111.0,1005.0,125.0
2023-08-12 17:00:00,385.0,142.0,28.0,91.0,660.0,140.0
2023-08-12 18:00:00,358.0,148.0,28.0,41.0,638.0,142.0
2023-08-12 19:00:00,388.0,151.0,29.0,1.0,791.0,143.0
2023-08-12 20:00:00,388.0,211.0,46.0,0.0,1068.0,147.0
2023-08-12 21:00:00,337.0,108.0,27.0,0.0,1408.0,142.0
2023-08-12 22:00:00,437.0,103.0,27.0,0.0,1473.0,141.0
2023-08-12 23:00:00,540.0,123.0,30.0,0.0,1217.0,141.0
