Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
35280,2023-01-10 00:00:00,327.67,2208.0,5546.0,365.0,1740.0,0.0,6759.0,614.0,622.0,2159.0
35281,2023-01-10 01:00:00,336.38,2220.0,5553.0,355.0,1822.0,0.0,6151.0,607.0,624.0,2154.0
35282,2023-01-10 02:00:00,359.06,2599.0,5839.0,359.0,1808.0,0.0,5448.0,601.0,624.0,2091.0
35283,2023-01-10 03:00:00,371.26,2711.0,6020.0,365.0,1796.0,0.0,4953.0,596.0,624.0,2029.0
35284,2023-01-10 04:00:00,376.81,2724.0,6898.0,364.0,1860.0,0.0,4941.0,598.0,624.0,2090.0
35285,2023-01-10 05:00:00,381.95,2752.0,9089.0,374.0,2138.0,0.0,5420.0,603.0,624.0,2497.0
35286,2023-01-10 06:00:00,371.55,2764.0,11278.0,461.0,3629.0,42.0,5809.0,593.0,624.0,2916.0
35287,2023-01-10 07:00:00,344.29,2763.0,12021.0,372.0,4848.0,925.0,6504.0,602.0,624.0,3029.0
35288,2023-01-10 08:00:00,316.62,2534.0,11812.0,364.0,4864.0,2948.0,6909.0,612.0,625.0,2916.0
35289,2023-01-10 09:00:00,305.83,2537.0,10941.0,365.0,3358.0,4751.0,7326.0,622.0,624.0,2828.0
35290,2023-01-10 10:00:00,294.48,2606.0,10260.0,365.0,2806.0,5842.0,7769.0,618.0,621.0,2744.0
35291,2023-01-10 11:00:00,283.12,2452.0,9030.0,355.0,2468.0,6180.0,7904.0,619.0,621.0,2716.0
35292,2023-01-10 12:00:00,289.22,2441.0,8950.0,355.0,2368.0,6017.0,7336.0,628.0,622.0,2705.0
35293,2023-01-10 13:00:00,306.76,2408.0,10074.0,355.0,2441.0,4558.0,7298.0,628.0,622.0,2679.0
35294,2023-01-10 14:00:00,337.03,2663.0,11437.0,368.0,2868.0,2204.0,7317.0,615.0,622.0,2832.0
35295,2023-01-10 15:00:00,359.36,2896.0,12066.0,485.0,3414.0,413.0,7116.0,620.0,623.0,2885.0
35296,2023-01-10 16:00:00,369.64,3010.0,13058.0,506.0,4124.0,1.0,6527.0,618.0,623.0,2998.0
35297,2023-01-10 17:00:00,365.77,3096.0,12463.0,550.0,4266.0,0.0,6710.0,629.0,622.0,3042.0
35298,2023-01-10 18:00:00,366.61,3078.0,12438.0,562.0,3912.0,0.0,7072.0,635.0,622.0,3170.0
35299,2023-01-10 19:00:00,368.42,3117.0,11690.0,560.0,3541.0,0.0,6899.0,636.0,622.0,2993.0
35300,2023-01-10 20:00:00,357.72,3086.0,10068.0,550.0,3155.0,0.0,7161.0,637.0,622.0,2620.0
35301,2023-01-10 21:00:00,350.56,3057.0,8022.0,550.0,2584.0,0.0,7153.0,632.0,623.0,2362.0
35302,2023-01-10 22:00:00,347.34,3044.0,6472.0,550.0,2117.0,0.0,6971.0,635.0,623.0,2177.0
35303,2023-01-10 23:00:00,336.96,2672.0,5684.0,543.0,1925.0,0.0,6863.0,617.0,622.0,2096.0
