UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-01-07 00:00:00,2343.0,5818.0,506.0,1303.0,0.0,306.0,589.0,627.0,1922.0
2023-01-07 01:00:00,2339.0,5623.0,501.0,1257.0,0.0,279.0,581.0,627.0,1802.0
2023-01-07 02:00:00,2307.0,5520.0,495.0,1244.0,0.0,276.0,580.0,627.0,1669.0
2023-01-07 03:00:00,2321.0,5814.0,496.0,1235.0,0.0,320.0,585.0,626.0,1671.0
2023-01-07 04:00:00,2289.0,6745.0,500.0,1318.0,0.0,329.0,592.0,627.0,1748.0
2023-01-07 05:00:00,2331.0,6816.0,499.0,1368.0,0.0,332.0,609.0,626.0,1889.0
2023-01-07 06:00:00,2350.0,7155.0,494.0,1669.0,42.0,294.0,605.0,627.0,1992.0
2023-01-07 07:00:00,2381.0,7710.0,495.0,2315.0,766.0,250.0,603.0,629.0,2325.0
2023-01-07 08:00:00,2379.0,8959.0,494.0,2206.0,2151.0,167.0,615.0,625.0,2440.0
2023-01-07 09:00:00,2388.0,8093.0,495.0,1947.0,3097.0,151.0,600.0,627.0,2494.0
2023-01-07 10:00:00,2383.0,7861.0,496.0,1796.0,3567.0,174.0,619.0,627.0,2417.0
2023-01-07 11:00:00,2392.0,7917.0,504.0,1689.0,3445.0,242.0,614.0,626.0,2427.0
2023-01-07 12:00:00,2381.0,8036.0,509.0,1657.0,3167.0,289.0,601.0,622.0,2415.0
2023-01-07 13:00:00,2389.0,8404.0,525.0,1680.0,2552.0,428.0,614.0,624.0,2369.0
2023-01-07 14:00:00,2382.0,9513.0,589.0,1731.0,1333.0,524.0,616.0,623.0,2478.0
2023-01-07 15:00:00,2399.0,10848.0,630.0,2161.0,223.0,528.0,620.0,623.0,2484.0
2023-01-07 16:00:00,2388.0,12202.0,698.0,3193.0,0.0,508.0,609.0,625.0,2528.0
2023-01-07 17:00:00,2394.0,12367.0,695.0,3341.0,0.0,436.0,611.0,625.0,2534.0
2023-01-07 18:00:00,2394.0,12247.0,705.0,3274.0,0.0,417.0,612.0,624.0,2495.0
2023-01-07 19:00:00,2399.0,11358.0,697.0,2600.0,0.0,420.0,615.0,622.0,2496.0
2023-01-07 20:00:00,2396.0,10238.0,697.0,2143.0,0.0,469.0,617.0,622.0,2165.0
2023-01-07 21:00:00,2394.0,8760.0,707.0,1726.0,0.0,598.0,594.0,622.0,2042.0
2023-01-07 22:00:00,2385.0,7950.0,714.0,1613.0,0.0,696.0,585.0,622.0,1961.0
2023-01-07 23:00:00,2429.0,6049.0,708.0,1351.0,0.0,755.0,601.0,621.0,1884.0
