UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-12-04 00:00:00,2021.0,1717.0,7345.0,691.0,0.0,13.0
2023-12-04 01:00:00,2199.0,1723.0,7339.0,486.0,0.0,12.0
2023-12-04 02:00:00,2264.0,1735.0,7344.0,163.0,0.0,12.0
2023-12-04 03:00:00,1962.0,1688.0,7343.0,116.0,0.0,12.0
2023-12-04 04:00:00,1744.0,1724.0,7346.0,0.0,0.0,13.0
2023-12-04 05:00:00,1659.0,1742.0,7350.0,0.0,0.0,12.0
2023-12-04 06:00:00,1468.0,1649.0,7349.0,0.0,0.0,12.0
2023-12-04 07:00:00,1447.0,1263.0,7358.0,0.0,0.0,13.0
2023-12-04 08:00:00,1441.0,1248.0,7354.0,0.0,0.0,12.0
2023-12-04 09:00:00,1449.0,1351.0,7355.0,0.0,0.0,12.0
2023-12-04 10:00:00,1470.0,1602.0,7357.0,0.0,0.0,13.0
2023-12-04 11:00:00,1697.0,1822.0,7358.0,0.0,0.0,12.0
2023-12-04 12:00:00,2225.0,1883.0,7357.0,46.0,0.0,12.0
2023-12-04 13:00:00,2843.0,1890.0,7362.0,539.0,15.0,12.0
2023-12-04 14:00:00,2843.0,1834.0,7357.0,261.0,184.0,13.0
2023-12-04 15:00:00,2170.0,1754.0,7354.0,0.0,489.0,13.0
2023-12-04 16:00:00,1732.0,1592.0,7358.0,0.0,602.0,11.0
2023-12-04 17:00:00,1714.0,1567.0,7356.0,0.0,676.0,11.0
2023-12-04 18:00:00,1787.0,1522.0,7358.0,0.0,668.0,12.0
2023-12-04 19:00:00,1705.0,1510.0,7353.0,0.0,686.0,13.0
2023-12-04 20:00:00,1761.0,1503.0,7350.0,0.0,615.0,14.0
2023-12-04 21:00:00,1727.0,1529.0,7353.0,0.0,377.0,14.0
2023-12-04 22:00:00,1993.0,1700.0,7348.0,38.0,67.0,10.0
2023-12-04 23:00:00,2444.0,1814.0,7331.0,501.0,0.0,12.0
