Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
42960,2023-11-26 00:00:00,2024-07-17 00:00:00,3.1,264.86,2936.0,1845.0,7348.0,799.0,0.0,12.0
42961,2023-11-26 01:00:00,2024-07-17 00:00:00,3.1,267.58,2979.0,1842.0,7351.0,748.0,0.0,13.0
42962,2023-11-26 02:00:00,2024-07-17 00:00:00,3.1,270.09,3010.0,1831.0,7354.0,674.0,0.0,14.0
42963,2023-11-26 03:00:00,2024-07-17 00:00:00,3.1,273.11,3010.0,1826.0,7349.0,517.0,0.0,13.0
42964,2023-11-26 04:00:00,2024-07-17 00:00:00,3.1,277.58,2907.0,1846.0,7354.0,84.0,0.0,13.0
42965,2023-11-26 05:00:00,2024-07-17 00:00:00,3.1,272.2,2751.0,1857.0,7355.0,15.0,0.0,14.0
42966,2023-11-26 06:00:00,2024-07-17 00:00:00,3.1,259.76,2569.0,1655.0,7355.0,16.0,0.0,13.0
42967,2023-11-26 07:00:00,2024-07-17 00:00:00,3.1,254.53,2485.0,1600.0,7358.0,14.0,0.0,13.0
42968,2023-11-26 08:00:00,2024-07-17 00:00:00,3.1,257.68,2548.0,1595.0,7355.0,11.0,0.0,14.0
42969,2023-11-26 09:00:00,2024-07-17 00:00:00,3.1,257.37,2552.0,1582.0,7355.0,21.0,0.0,13.0
42970,2023-11-26 10:00:00,2024-07-17 00:00:00,3.1,265.09,2819.0,1661.0,7355.0,342.0,0.0,14.0
42971,2023-11-26 11:00:00,2024-07-17 00:00:00,3.1,268.4,2915.0,1827.0,7359.0,538.0,0.0,13.0
42972,2023-11-26 12:00:00,2024-07-17 00:00:00,3.1,256.92,2916.0,1866.0,7364.0,1198.0,0.0,13.0
42973,2023-11-26 13:00:00,2024-07-17 00:00:00,3.1,247.17,2911.0,1881.0,7357.0,1769.0,28.0,14.0
42974,2023-11-26 14:00:00,2024-07-17 00:00:00,3.1,243.76,2853.0,1857.0,7359.0,1592.0,261.0,13.0
42975,2023-11-26 15:00:00,2024-07-17 00:00:00,3.1,232.12,2496.0,1846.0,7358.0,1148.0,488.0,14.0
42976,2023-11-26 16:00:00,2024-07-17 00:00:00,3.1,231.74,2276.0,1824.0,7357.0,461.0,560.0,15.0
42977,2023-11-26 17:00:00,2024-07-17 00:00:00,3.1,232.4,2223.0,1615.0,7356.0,25.0,546.0,14.0
42978,2023-11-26 18:00:00,2024-07-17 00:00:00,3.1,219.19,1956.0,1602.0,7357.0,26.0,496.0,14.0
42979,2023-11-26 19:00:00,2024-07-17 00:00:00,3.1,218.57,1917.0,1605.0,7355.0,141.0,280.0,14.0
42980,2023-11-26 20:00:00,2024-07-17 00:00:00,3.1,221.49,2028.0,1627.0,7353.0,470.0,137.0,14.0
42981,2023-11-26 21:00:00,2024-07-17 00:00:00,3.1,241.69,2428.0,1613.0,7348.0,536.0,34.0,14.0
42982,2023-11-26 22:00:00,2024-07-17 00:00:00,3.1,256.26,2836.0,1593.0,7352.0,765.0,16.0,13.0
42983,2023-11-26 23:00:00,2024-07-17 00:00:00,3.1,253.12,3013.0,1631.0,7356.0,1426.0,1.0,14.0
