UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-12-26 00:00:00,2024-07-17 00:00:00,3.1,3.0386933163835668,287.05003015316754,286.1021203156771,29.280839834458565,3.224803142123096,1577.10962,2381.61056,7335.76047,685.34367,0.0,12.96996
2023-12-26 01:00:00,2024-07-17 00:00:00,3.1,3.1176836651950524,286.43473430078507,285.7728626183107,0.0,1.9049096185922247,1597.73604,2401.1298,7328.55938,679.81728,0.0,12.96416
2023-12-26 02:00:00,2024-07-17 00:00:00,3.1,3.1176836651950524,286.43473430078507,285.7728626183107,0.0,1.9049096185922247,1600.90898,2396.75848,7329.42419,544.96895,0.0,12.97553
2023-12-26 03:00:00,2024-07-17 00:00:00,3.1,3.1176836651950524,286.43473430078507,285.7728626183107,0.0,1.9049096185922247,1576.25311,2307.05679,7326.56657,344.09254,0.0,12.97776
2023-12-26 04:00:00,2024-07-17 00:00:00,3.1,2.7470245763861554,286.2749632568315,285.85275754014725,0.0,4.192830599763237,1551.52299,2260.46046,7320.66332,144.57552,11.15785,12.9605
2023-12-26 05:00:00,2024-07-17 00:00:00,3.1,2.7470245763861554,286.2749632568315,285.85275754014725,0.0,4.192830599763237,1501.8939,2244.72005,7325.16357,11.92593,27.80275,13.06845
2023-12-26 06:00:00,2024-07-17 00:00:00,3.1,2.7470245763861554,286.2749632568315,285.85275754014725,0.0,4.192830599763237,1457.43901,2212.15285,7324.20269,0.0,36.67239,12.9583
2023-12-26 07:00:00,2024-07-17 00:00:00,3.1,2.2624529005039853,286.1819708384501,285.7494251718628,0.0,2.299732403126341,1425.04424,2227.42378,7321.77763,0.0,31.72744,12.80653
2023-12-26 08:00:00,2024-07-17 00:00:00,3.1,2.2624529005039853,286.1819708384501,285.7494251718628,0.0,2.299732403126341,1444.11489,2288.50892,7315.40391,105.12377,25.53524,12.84268
2023-12-26 09:00:00,2024-07-17 00:00:00,3.1,2.2624529005039853,286.1819708384501,285.7494251718628,0.0,2.299732403126341,1487.11946,2321.85565,7308.39177,212.91621,21.43002,12.96397
2023-12-26 10:00:00,2024-07-17 00:00:00,3.1,1.989661578003995,286.0236945741414,285.4666966683002,0.0,3.7719093578713503,1558.64748,2325.39884,7309.23826,292.43227,23.29041,12.70212
2023-12-26 11:00:00,2024-07-17 00:00:00,3.1,1.989661578003995,286.0236945741414,285.4666966683002,0.0,3.7719093578713503,1605.8992,2300.4605,7312.47124,323.40601,25.7678,12.90414
2023-12-26 12:00:00,2024-07-17 00:00:00,3.1,1.989661578003995,286.0236945741414,285.4666966683002,0.0,3.7719093578713503,1649.37373,2291.49921,7314.0436,325.76973,35.03753,12.84751
