Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
43464,2023-12-17 00:00:00,2024-07-17 00:00:00,3.1,247.44,3189.0,2330.0,7323.0,453.0,0.0,12.0
43465,2023-12-17 01:00:00,2024-07-17 00:00:00,3.1,255.6,3329.0,2336.0,7323.0,307.0,0.0,12.0
43466,2023-12-17 02:00:00,2024-07-17 00:00:00,3.1,260.07,3306.0,2334.0,7326.0,30.0,0.0,12.0
43467,2023-12-17 03:00:00,2024-07-17 00:00:00,3.1,254.24,3153.0,2360.0,7326.0,36.0,0.0,12.0
43468,2023-12-17 04:00:00,2024-07-17 00:00:00,3.1,234.74,2690.0,2309.0,7332.0,35.0,0.0,12.0
43469,2023-12-17 05:00:00,2024-07-17 00:00:00,3.1,223.61,2452.0,2228.0,7331.0,30.0,0.0,13.0
43470,2023-12-17 06:00:00,2024-07-17 00:00:00,3.1,214.72,2179.0,2463.0,7335.0,0.0,0.0,12.0
43471,2023-12-17 07:00:00,2024-07-17 00:00:00,3.1,209.7,2034.0,2588.0,7337.0,0.0,0.0,12.0
43472,2023-12-17 08:00:00,2024-07-17 00:00:00,3.1,210.64,2048.0,2613.0,7339.0,0.0,0.0,12.0
43473,2023-12-17 09:00:00,2024-07-17 00:00:00,3.1,209.77,2026.0,2627.0,7342.0,0.0,0.0,12.0
43474,2023-12-17 10:00:00,2024-07-17 00:00:00,3.1,210.36,2039.0,2626.0,7341.0,0.0,0.0,12.0
43475,2023-12-17 11:00:00,2024-07-17 00:00:00,3.1,210.64,2027.0,2699.0,7349.0,0.0,0.0,12.0
43476,2023-12-17 12:00:00,2024-07-17 00:00:00,3.1,211.8,2037.0,2750.0,7347.0,0.0,0.0,12.0
43477,2023-12-17 13:00:00,2024-07-17 00:00:00,3.1,214.27,2074.0,2806.0,7340.0,0.0,0.0,11.0
43478,2023-12-17 14:00:00,2024-07-17 00:00:00,3.1,221.95,2248.0,2823.0,7346.0,0.0,6.0,12.0
43479,2023-12-17 15:00:00,2024-07-17 00:00:00,3.1,236.64,2623.0,2845.0,7345.0,57.0,18.0,11.0
43480,2023-12-17 16:00:00,2024-07-17 00:00:00,3.1,244.11,2819.0,2843.0,7345.0,63.0,32.0,12.0
43481,2023-12-17 17:00:00,2024-07-17 00:00:00,3.1,245.24,2849.0,2847.0,7343.0,76.0,24.0,11.0
43482,2023-12-17 18:00:00,2024-07-17 00:00:00,3.1,244.18,2815.0,2912.0,7340.0,100.0,22.0,11.0
43483,2023-12-17 19:00:00,2024-07-17 00:00:00,3.1,237.76,2675.0,2902.0,7347.0,141.0,19.0,12.0
43484,2023-12-17 20:00:00,2024-07-17 00:00:00,3.1,233.42,2592.0,2893.0,7349.0,192.0,15.0,11.0
43485,2023-12-17 21:00:00,2024-07-17 00:00:00,3.1,228.21,2479.0,2894.0,7347.0,227.0,19.0,12.0
43486,2023-12-17 22:00:00,2024-07-17 00:00:00,3.1,227.61,2469.0,2905.0,7352.0,248.0,9.0,11.0
43487,2023-12-17 23:00:00,2024-07-17 00:00:00,3.1,234.98,2642.0,2960.0,7349.0,272.0,0.0,12.0
