Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
42792,2023-11-19 00:00:00,2024-07-17 00:00:00,3.1,181.14,216.0,215.0,14.0,31.0,16.0
42793,2023-11-19 01:00:00,2024-07-17 00:00:00,3.1,182.3,221.0,216.0,13.0,33.0,16.0
42794,2023-11-19 02:00:00,2024-07-17 00:00:00,3.1,130.96,219.0,412.0,9.0,33.0,16.0
42795,2023-11-19 03:00:00,2024-07-17 00:00:00,3.1,129.83,219.0,421.0,6.0,33.0,16.0
42796,2023-11-19 04:00:00,2024-07-17 00:00:00,3.1,129.64,219.0,421.0,7.0,33.0,16.0
42797,2023-11-19 05:00:00,2024-07-17 00:00:00,3.1,147.8,220.0,331.0,13.0,33.0,16.0
42798,2023-11-19 06:00:00,2024-07-17 00:00:00,3.1,148.86,219.0,332.0,8.0,34.0,17.0
42799,2023-11-19 07:00:00,2024-07-17 00:00:00,3.1,150.34,219.0,323.0,11.0,34.0,17.0
42800,2023-11-19 08:00:00,2024-07-17 00:00:00,3.1,143.09,218.0,354.0,9.0,34.0,17.0
42801,2023-11-19 09:00:00,2024-07-17 00:00:00,3.1,143.32,218.0,354.0,10.0,35.0,18.0
42802,2023-11-19 10:00:00,2024-07-17 00:00:00,3.1,142.64,218.0,356.0,9.0,34.0,17.0
42803,2023-11-19 11:00:00,2024-07-17 00:00:00,3.1,130.47,219.0,418.0,9.0,33.0,17.0
42804,2023-11-19 12:00:00,2024-07-17 00:00:00,3.1,115.35,218.0,504.0,13.0,32.0,17.0
42805,2023-11-19 13:00:00,2024-07-17 00:00:00,3.1,103.79,221.0,595.0,15.0,34.0,17.0
42806,2023-11-19 14:00:00,2024-07-17 00:00:00,3.1,116.53,326.0,722.0,20.0,34.0,17.0
42807,2023-11-19 15:00:00,2024-07-17 00:00:00,3.1,122.9,356.0,728.0,19.0,35.0,18.0
42808,2023-11-19 16:00:00,2024-07-17 00:00:00,3.1,122.9,356.0,727.0,20.0,35.0,18.0
42809,2023-11-19 17:00:00,2024-07-17 00:00:00,3.1,132.31,386.0,697.0,25.0,35.0,19.0
42810,2023-11-19 18:00:00,2024-07-17 00:00:00,3.1,133.43,387.0,693.0,21.0,35.0,19.0
42811,2023-11-19 19:00:00,2024-07-17 00:00:00,3.1,132.58,386.0,693.0,21.0,34.0,17.0
42812,2023-11-19 20:00:00,2024-07-17 00:00:00,3.1,140.59,387.0,635.0,15.0,34.0,17.0
42813,2023-11-19 21:00:00,2024-07-17 00:00:00,3.1,149.39,385.0,559.0,24.0,34.0,17.0
42814,2023-11-19 22:00:00,2024-07-17 00:00:00,3.1,167.83,341.0,393.0,25.0,34.0,17.0
42815,2023-11-19 23:00:00,2024-07-17 00:00:00,3.1,180.93,218.0,219.0,15.0,33.0,18.0
