Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
39936,2023-07-23 00:00:00,2024-07-17 00:00:00,3.1,286.21,0.0,0.0,16.0,10.0,12.0
39937,2023-07-23 01:00:00,2024-07-17 00:00:00,3.1,276.28,0.0,0.0,16.0,9.0,11.0
39938,2023-07-23 02:00:00,2024-07-17 00:00:00,3.1,293.65,0.0,0.0,15.0,10.0,12.0
39939,2023-07-23 03:00:00,2024-07-17 00:00:00,3.1,371.62,0.0,0.0,7.0,10.0,12.0
39940,2023-07-23 04:00:00,2024-07-17 00:00:00,3.1,413.23,0.0,0.0,4.0,10.0,12.0
39941,2023-07-23 05:00:00,2024-07-17 00:00:00,3.1,359.34,0.0,0.0,9.0,10.0,13.0
39942,2023-07-23 06:00:00,2024-07-17 00:00:00,3.1,238.38,0.0,0.0,22.0,9.0,11.0
39943,2023-07-23 07:00:00,2024-07-17 00:00:00,3.1,282.88,0.0,0.0,18.0,10.0,13.0
39944,2023-07-23 08:00:00,2024-07-17 00:00:00,3.1,143.19,0.0,51.0,16.0,11.0,13.0
39945,2023-07-23 09:00:00,2024-07-17 00:00:00,3.1,140.34,0.0,51.0,18.0,11.0,13.0
39946,2023-07-23 10:00:00,2024-07-17 00:00:00,3.1,290.12,0.0,6.0,11.0,11.0,13.0
39947,2023-07-23 11:00:00,2024-07-17 00:00:00,3.1,185.33,0.0,41.0,3.0,10.0,13.0
39948,2023-07-23 12:00:00,2024-07-17 00:00:00,3.1,153.75,0.0,68.0,2.0,12.0,15.0
39949,2023-07-23 13:00:00,2024-07-17 00:00:00,3.1,120.49,0.0,68.0,1.0,8.0,10.0
39950,2023-07-23 14:00:00,2024-07-17 00:00:00,3.1,127.66,0.0,75.0,1.0,10.0,12.0
39951,2023-07-23 15:00:00,2024-07-17 00:00:00,3.1,286.48,0.0,20.0,1.0,12.0,15.0
39952,2023-07-23 16:00:00,2024-07-17 00:00:00,3.1,120.75,6.0,118.0,2.0,12.0,14.0
39953,2023-07-23 17:00:00,2024-07-17 00:00:00,3.1,102.99,6.0,151.0,3.0,12.0,14.0
39954,2023-07-23 18:00:00,2024-07-17 00:00:00,3.1,65.72,6.0,335.0,1.0,12.0,15.0
39955,2023-07-23 19:00:00,2024-07-17 00:00:00,3.1,68.11,6.0,302.0,0.0,12.0,14.0
39956,2023-07-23 20:00:00,2024-07-17 00:00:00,3.1,152.24,6.0,78.0,0.0,11.0,13.0
39957,2023-07-23 21:00:00,2024-07-17 00:00:00,3.1,229.84,6.0,35.0,0.0,10.0,12.0
39958,2023-07-23 22:00:00,2024-07-17 00:00:00,3.1,417.52,1.0,3.0,1.0,10.0,12.0
39959,2023-07-23 23:00:00,2024-07-17 00:00:00,3.1,486.52,1.0,0.0,0.0,10.0,12.0
