Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
39312,2023-06-27 00:00:00,2024-07-17 00:00:00,3.1,415.25,117.0,0.0,23.0,17.0,13.0
39313,2023-06-27 01:00:00,2024-07-17 00:00:00,3.1,420.48,118.0,0.0,21.0,17.0,13.0
39314,2023-06-27 02:00:00,2024-07-17 00:00:00,3.1,415.69,118.0,0.0,23.0,17.0,13.0
39315,2023-06-27 03:00:00,2024-07-17 00:00:00,3.1,431.38,117.0,0.0,16.0,18.0,13.0
39316,2023-06-27 04:00:00,2024-07-17 00:00:00,3.1,457.77,120.0,0.0,5.0,21.0,13.0
39317,2023-06-27 05:00:00,2024-07-17 00:00:00,3.1,421.81,119.0,16.0,3.0,23.0,14.0
39318,2023-06-27 06:00:00,2024-07-17 00:00:00,3.1,411.76,119.0,18.0,5.0,24.0,14.0
39319,2023-06-27 07:00:00,2024-07-17 00:00:00,3.1,427.56,119.0,12.0,5.0,26.0,17.0
39320,2023-06-27 08:00:00,2024-07-17 00:00:00,3.1,430.73,120.0,10.0,7.0,22.0,16.0
39321,2023-06-27 09:00:00,2024-07-17 00:00:00,3.1,403.67,121.0,24.0,6.0,18.0,14.0
39322,2023-06-27 10:00:00,2024-07-17 00:00:00,3.1,397.41,121.0,29.0,5.0,16.0,14.0
39323,2023-06-27 11:00:00,2024-07-17 00:00:00,3.1,382.36,122.0,35.0,7.0,16.0,14.0
39324,2023-06-27 12:00:00,2024-07-17 00:00:00,3.1,399.58,122.0,23.0,10.0,16.0,14.0
39325,2023-06-27 13:00:00,2024-07-17 00:00:00,3.1,400.89,156.0,28.0,11.0,19.0,14.0
39326,2023-06-27 14:00:00,2024-07-17 00:00:00,3.1,413.8,156.0,18.0,12.0,22.0,14.0
39327,2023-06-27 15:00:00,2024-07-17 00:00:00,3.1,341.35,218.0,88.0,21.0,23.0,14.0
39328,2023-06-27 16:00:00,2024-07-17 00:00:00,3.1,282.19,226.0,193.0,11.0,24.0,17.0
39329,2023-06-27 17:00:00,2024-07-17 00:00:00,3.1,251.23,226.0,264.0,1.0,22.0,15.0
39330,2023-06-27 18:00:00,2024-07-17 00:00:00,3.1,253.38,281.0,369.0,0.0,45.0,43.0
39331,2023-06-27 19:00:00,2024-07-17 00:00:00,3.1,254.25,291.0,322.0,1.0,19.0,14.0
39332,2023-06-27 20:00:00,2024-07-17 00:00:00,3.1,248.86,232.0,265.0,8.0,17.0,13.0
39333,2023-06-27 21:00:00,2024-07-17 00:00:00,3.1,219.98,150.0,234.0,5.0,16.0,13.0
39334,2023-06-27 22:00:00,2024-07-17 00:00:00,3.1,400.09,119.0,21.0,12.0,19.0,17.0
39335,2023-06-27 23:00:00,2024-07-17 00:00:00,3.1,396.11,119.0,29.0,7.0,19.0,18.0
