Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
38400,2023-05-20 00:00:00,2024-07-17 00:00:00,3.1,52.49,0.0,422.0,17.0,17.0,15.0
38401,2023-05-20 01:00:00,2024-07-17 00:00:00,3.1,52.58,0.0,422.0,16.0,17.0,15.0
38402,2023-05-20 02:00:00,2024-07-17 00:00:00,3.1,52.41,0.0,422.0,18.0,17.0,15.0
38403,2023-05-20 03:00:00,2024-07-17 00:00:00,3.1,52.41,0.0,422.0,18.0,17.0,15.0
38404,2023-05-20 04:00:00,2024-07-17 00:00:00,3.1,61.77,0.0,418.0,10.0,21.0,20.0
38405,2023-05-20 05:00:00,2024-07-17 00:00:00,3.1,74.43,0.0,267.0,2.0,19.0,17.0
38406,2023-05-20 06:00:00,2024-07-17 00:00:00,3.1,72.29,0.0,283.0,0.0,19.0,17.0
38407,2023-05-20 07:00:00,2024-07-17 00:00:00,3.1,86.32,0.0,193.0,5.0,18.0,16.0
38408,2023-05-20 08:00:00,2024-07-17 00:00:00,3.1,99.03,0.0,191.0,5.0,21.0,20.0
38409,2023-05-20 09:00:00,2024-07-17 00:00:00,3.1,265.59,0.0,36.0,5.0,25.0,25.0
38410,2023-05-20 10:00:00,2024-07-17 00:00:00,3.1,263.81,0.0,35.0,5.0,24.0,24.0
38411,2023-05-20 11:00:00,2024-07-17 00:00:00,3.1,246.02,0.0,35.0,6.0,22.0,21.0
38412,2023-05-20 12:00:00,2024-07-17 00:00:00,3.1,422.62,0.0,2.0,6.0,32.0,34.0
38413,2023-05-20 13:00:00,2024-07-17 00:00:00,3.1,282.04,0.0,26.0,9.0,25.0,25.0
38414,2023-05-20 14:00:00,2024-07-17 00:00:00,3.1,257.19,0.0,17.0,9.0,17.0,15.0
38415,2023-05-20 15:00:00,2024-07-17 00:00:00,3.1,107.83,0.0,169.0,16.0,22.0,22.0
38416,2023-05-20 16:00:00,2024-07-17 00:00:00,3.1,110.02,0.0,181.0,22.0,25.0,25.0
38417,2023-05-20 17:00:00,2024-07-17 00:00:00,3.1,100.68,0.0,254.0,17.0,28.0,29.0
38418,2023-05-20 18:00:00,2024-07-17 00:00:00,3.1,85.68,0.0,256.0,14.0,23.0,22.0
38419,2023-05-20 19:00:00,2024-07-17 00:00:00,3.1,81.45,0.0,256.0,22.0,22.0,21.0
38420,2023-05-20 20:00:00,2024-07-17 00:00:00,3.1,88.65,0.0,247.0,27.0,24.0,24.0
38421,2023-05-20 21:00:00,2024-07-17 00:00:00,3.1,69.72,0.0,281.0,29.0,20.0,18.0
38422,2023-05-20 22:00:00,2024-07-17 00:00:00,3.1,51.37,0.0,502.0,33.0,19.0,18.0
38423,2023-05-20 23:00:00,2024-07-17 00:00:00,3.1,52.58,0.0,511.0,54.0,22.0,20.0
