Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
42912,2023-11-24 00:00:00,2024-07-17 00:00:00,3.1,180.3,151.0,233.0,105.0,24.0,12.0
42913,2023-11-24 01:00:00,2024-07-17 00:00:00,3.1,186.39,151.0,216.0,103.0,26.0,12.0
42914,2023-11-24 02:00:00,2024-07-17 00:00:00,3.1,257.04,151.0,68.0,99.0,27.0,13.0
42915,2023-11-24 03:00:00,2024-07-17 00:00:00,3.1,145.0,150.0,408.0,90.0,29.0,13.0
42916,2023-11-24 04:00:00,2024-07-17 00:00:00,3.1,146.37,152.0,433.0,79.0,31.0,16.0
42917,2023-11-24 05:00:00,2024-07-17 00:00:00,3.1,162.57,221.0,520.0,77.0,33.0,17.0
42918,2023-11-24 06:00:00,2024-07-17 00:00:00,3.1,167.03,221.0,518.0,54.0,33.0,17.0
42919,2023-11-24 07:00:00,2024-07-17 00:00:00,3.1,168.03,221.0,527.0,40.0,32.0,17.0
42920,2023-11-24 08:00:00,2024-07-17 00:00:00,3.1,182.37,255.0,484.0,71.0,33.0,17.0
42921,2023-11-24 09:00:00,2024-07-17 00:00:00,3.1,215.79,320.0,410.0,87.0,33.0,17.0
42922,2023-11-24 10:00:00,2024-07-17 00:00:00,3.1,217.58,325.0,409.0,87.0,33.0,17.0
42923,2023-11-24 11:00:00,2024-07-17 00:00:00,3.1,225.02,343.0,409.0,79.0,32.0,17.0
42924,2023-11-24 12:00:00,2024-07-17 00:00:00,3.1,231.34,385.0,474.0,44.0,31.0,18.0
42925,2023-11-24 13:00:00,2024-07-17 00:00:00,3.1,216.28,393.0,574.0,31.0,33.0,18.0
42926,2023-11-24 14:00:00,2024-07-17 00:00:00,3.1,194.69,394.0,717.0,23.0,33.0,18.0
42927,2023-11-24 15:00:00,2024-07-17 00:00:00,3.1,193.74,394.0,725.0,19.0,33.0,17.0
42928,2023-11-24 16:00:00,2024-07-17 00:00:00,3.1,188.71,394.0,755.0,25.0,34.0,17.0
42929,2023-11-24 17:00:00,2024-07-17 00:00:00,3.1,195.63,394.0,725.0,7.0,34.0,17.0
42930,2023-11-24 18:00:00,2024-07-17 00:00:00,3.1,194.62,393.0,727.0,10.0,34.0,17.0
42931,2023-11-24 19:00:00,2024-07-17 00:00:00,3.1,197.37,393.0,707.0,11.0,33.0,17.0
42932,2023-11-24 20:00:00,2024-07-17 00:00:00,3.1,249.97,393.0,439.0,7.0,33.0,16.0
42933,2023-11-24 21:00:00,2024-07-17 00:00:00,3.1,284.3,391.0,313.0,10.0,30.0,13.0
42934,2023-11-24 22:00:00,2024-07-17 00:00:00,3.1,287.01,348.0,272.0,10.0,30.0,13.0
42935,2023-11-24 23:00:00,2024-07-17 00:00:00,3.1,333.03,252.0,119.0,15.0,30.0,14.0
