UTC time,nat_gas,hydro,wind,biomass,unknown
2023-09-13 00:00:00,282.0,0.0,6.0,15.0,10.0
2023-09-13 01:00:00,282.0,0.0,7.0,15.0,10.0
2023-09-13 02:00:00,282.0,0.0,7.0,15.0,10.0
2023-09-13 03:00:00,282.0,120.0,7.0,16.0,10.0
2023-09-13 04:00:00,285.0,264.0,7.0,19.0,10.0
2023-09-13 05:00:00,304.0,297.0,4.0,22.0,11.0
2023-09-13 06:00:00,304.0,236.0,1.0,23.0,12.0
2023-09-13 07:00:00,315.0,172.0,0.0,24.0,13.0
2023-09-13 08:00:00,375.0,57.0,0.0,24.0,14.0
2023-09-13 09:00:00,301.0,8.0,1.0,25.0,15.0
2023-09-13 10:00:00,287.0,0.0,0.0,25.0,16.0
2023-09-13 11:00:00,279.0,0.0,2.0,25.0,15.0
2023-09-13 12:00:00,281.0,0.0,1.0,25.0,15.0
2023-09-13 13:00:00,302.0,0.0,4.0,24.0,13.0
2023-09-13 14:00:00,358.0,2.0,1.0,22.0,12.0
2023-09-13 15:00:00,387.0,144.0,6.0,20.0,11.0
2023-09-13 16:00:00,388.0,190.0,9.0,18.0,10.0
2023-09-13 17:00:00,349.0,242.0,9.0,18.0,11.0
2023-09-13 18:00:00,281.0,245.0,8.0,18.0,11.0
2023-09-13 19:00:00,258.0,211.0,4.0,17.0,10.0
2023-09-13 20:00:00,253.0,149.0,2.0,15.0,9.0
2023-09-13 21:00:00,246.0,0.0,5.0,14.0,9.0
2023-09-13 22:00:00,151.0,33.0,57.0,15.0,10.0
2023-09-13 23:00:00,153.0,49.0,43.0,16.0,10.0
