UTC time,nat_gas,hydro,wind,biomass,unknown
2023-11-20 00:00:00,218.0,213.0,12.0,32.0,18.0
2023-11-20 01:00:00,217.0,213.0,13.0,39.0,23.0
2023-11-20 02:00:00,218.0,409.0,14.0,36.0,19.0
2023-11-20 03:00:00,217.0,416.0,16.0,37.0,20.0
2023-11-20 04:00:00,218.0,463.0,13.0,35.0,19.0
2023-11-20 05:00:00,317.0,469.0,12.0,37.0,20.0
2023-11-20 06:00:00,413.0,590.0,15.0,36.0,20.0
2023-11-20 07:00:00,413.0,593.0,11.0,46.0,31.0
2023-11-20 08:00:00,413.0,594.0,8.0,44.0,29.0
2023-11-20 09:00:00,415.0,613.0,8.0,72.0,64.0
2023-11-20 10:00:00,455.0,631.0,9.0,75.0,67.0
2023-11-20 11:00:00,452.0,634.0,8.0,44.0,30.0
2023-11-20 12:00:00,456.0,634.0,8.0,42.0,29.0
2023-11-20 13:00:00,542.0,550.0,9.0,45.0,31.0
2023-11-20 14:00:00,548.0,543.0,10.0,36.0,20.0
2023-11-20 15:00:00,550.0,543.0,15.0,36.0,20.0
2023-11-20 16:00:00,554.0,582.0,12.0,36.0,20.0
2023-11-20 17:00:00,555.0,438.0,11.0,36.0,19.0
2023-11-20 18:00:00,554.0,360.0,8.0,36.0,19.0
2023-11-20 19:00:00,554.0,280.0,7.0,42.0,27.0
2023-11-20 20:00:00,554.0,297.0,5.0,38.0,22.0
2023-11-20 21:00:00,547.0,315.0,2.0,38.0,22.0
2023-11-20 22:00:00,488.0,218.0,3.0,35.0,18.0
2023-11-20 23:00:00,449.0,214.0,9.0,34.0,18.0
