Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
36408,2023-02-26 00:00:00,2024-07-17 00:00:00,3.1,102.07,114.0,305.0,43.0,30.0,17.0
36409,2023-02-26 01:00:00,2024-07-17 00:00:00,3.1,104.75,114.0,271.0,55.0,30.0,15.0
36410,2023-02-26 02:00:00,2024-07-17 00:00:00,3.1,105.4,114.0,279.0,43.0,31.0,15.0
36411,2023-02-26 03:00:00,2024-07-17 00:00:00,3.1,103.29,115.0,281.0,57.0,32.0,16.0
36412,2023-02-26 04:00:00,2024-07-17 00:00:00,3.1,111.78,117.0,268.0,46.0,35.0,19.0
36413,2023-02-26 05:00:00,2024-07-17 00:00:00,3.1,145.68,176.0,256.0,36.0,35.0,19.0
36414,2023-02-26 06:00:00,2024-07-17 00:00:00,3.1,147.04,201.0,288.0,41.0,34.0,20.0
36415,2023-02-26 07:00:00,2024-07-17 00:00:00,3.1,128.26,240.0,461.0,34.0,34.0,22.0
36416,2023-02-26 08:00:00,2024-07-17 00:00:00,3.1,120.89,241.0,510.0,40.0,33.0,23.0
36417,2023-02-26 09:00:00,2024-07-17 00:00:00,3.1,117.18,241.0,510.0,60.0,32.0,21.0
36418,2023-02-26 10:00:00,2024-07-17 00:00:00,3.1,119.81,245.0,510.0,55.0,34.0,23.0
36419,2023-02-26 11:00:00,2024-07-17 00:00:00,3.1,145.68,330.0,478.0,60.0,32.0,21.0
36420,2023-02-26 12:00:00,2024-07-17 00:00:00,3.1,140.35,330.0,520.0,53.0,32.0,21.0
36421,2023-02-26 13:00:00,2024-07-17 00:00:00,3.1,141.4,335.0,520.0,52.0,34.0,21.0
36422,2023-02-26 14:00:00,2024-07-17 00:00:00,3.1,147.53,400.0,576.0,51.0,37.0,21.0
36423,2023-02-26 15:00:00,2024-07-17 00:00:00,3.1,140.74,401.0,643.0,38.0,37.0,21.0
36424,2023-02-26 16:00:00,2024-07-17 00:00:00,3.1,158.55,448.0,582.0,31.0,37.0,20.0
36425,2023-02-26 17:00:00,2024-07-17 00:00:00,3.1,161.3,455.0,570.0,33.0,37.0,20.0
36426,2023-02-26 18:00:00,2024-07-17 00:00:00,3.1,162.22,449.0,563.0,27.0,36.0,20.0
36427,2023-02-26 19:00:00,2024-07-17 00:00:00,3.1,160.47,450.0,582.0,26.0,39.0,23.0
36428,2023-02-26 20:00:00,2024-07-17 00:00:00,3.1,168.55,448.0,519.0,22.0,33.0,16.0
36429,2023-02-26 21:00:00,2024-07-17 00:00:00,3.1,169.46,436.0,515.0,19.0,37.0,23.0
36430,2023-02-26 22:00:00,2024-07-17 00:00:00,3.1,202.42,401.0,329.0,11.0,38.0,25.0
36431,2023-02-26 23:00:00,2024-07-17 00:00:00,3.1,195.79,398.0,354.0,5.0,30.0,18.0
