UTC time,nat_gas,hydro,wind,biomass,unknown
2023-06-09 00:00:00,1.0,44.0,13.0,8.0,10.0
2023-06-09 01:00:00,1.0,88.0,16.0,8.0,10.0
2023-06-09 02:00:00,1.0,90.0,18.0,8.0,9.0
2023-06-09 03:00:00,1.0,114.0,15.0,8.0,10.0
2023-06-09 04:00:00,6.0,166.0,14.0,9.0,11.0
2023-06-09 05:00:00,6.0,204.0,25.0,10.0,12.0
2023-06-09 06:00:00,6.0,175.0,24.0,10.0,13.0
2023-06-09 07:00:00,6.0,94.0,23.0,10.0,13.0
2023-06-09 08:00:00,6.0,2.0,23.0,11.0,13.0
2023-06-09 09:00:00,6.0,16.0,21.0,10.0,12.0
2023-06-09 10:00:00,6.0,7.0,23.0,10.0,12.0
2023-06-09 11:00:00,6.0,1.0,24.0,9.0,11.0
2023-06-09 12:00:00,6.0,0.0,24.0,11.0,13.0
2023-06-09 13:00:00,6.0,4.0,21.0,9.0,11.0
2023-06-09 14:00:00,6.0,2.0,28.0,9.0,11.0
2023-06-09 15:00:00,6.0,91.0,30.0,9.0,11.0
2023-06-09 16:00:00,6.0,255.0,30.0,10.0,12.0
2023-06-09 17:00:00,6.0,380.0,28.0,10.0,12.0
2023-06-09 18:00:00,5.0,388.0,21.0,10.0,12.0
2023-06-09 19:00:00,5.0,360.0,28.0,9.0,11.0
2023-06-09 20:00:00,5.0,293.0,38.0,9.0,11.0
2023-06-09 21:00:00,2.0,118.0,40.0,8.0,10.0
2023-06-09 22:00:00,1.0,81.0,44.0,8.0,10.0
2023-06-09 23:00:00,1.0,83.0,49.0,8.0,10.0
