Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
40248,2023-08-05 00:00:00,2024-07-17 00:00:00,3.1,29.28,0.0,175.0,16.0,14.0,11.0
40249,2023-08-05 01:00:00,2024-07-17 00:00:00,3.1,79.06,0.0,37.0,18.0,14.0,11.0
40250,2023-08-05 02:00:00,2024-07-17 00:00:00,3.1,90.36,0.0,33.0,12.0,14.0,11.0
40251,2023-08-05 03:00:00,2024-07-17 00:00:00,3.1,186.03,0.0,2.0,7.0,14.0,11.0
40252,2023-08-05 04:00:00,2024-07-17 00:00:00,3.1,210.83,0.0,0.0,5.0,14.0,11.0
40253,2023-08-05 05:00:00,2024-07-17 00:00:00,3.1,218.1,0.0,0.0,4.0,14.0,11.0
40254,2023-08-05 06:00:00,2024-07-17 00:00:00,3.1,198.28,0.0,0.0,6.0,13.0,10.0
40255,2023-08-05 07:00:00,2024-07-17 00:00:00,3.1,186.03,0.0,0.0,9.0,14.0,11.0
40256,2023-08-05 08:00:00,2024-07-17 00:00:00,3.1,172.5,0.0,0.0,13.0,15.0,12.0
40257,2023-08-05 09:00:00,2024-07-17 00:00:00,3.1,172.5,0.0,0.0,13.0,15.0,12.0
40258,2023-08-05 10:00:00,2024-07-17 00:00:00,3.1,158.88,0.0,23.0,10.0,22.0,21.0
40259,2023-08-05 11:00:00,2024-07-17 00:00:00,3.1,170.37,0.0,50.0,7.0,38.0,40.0
40260,2023-08-05 12:00:00,2024-07-17 00:00:00,3.1,86.25,0.0,49.0,4.0,15.0,12.0
40261,2023-08-05 13:00:00,2024-07-17 00:00:00,3.1,57.02,0.0,89.0,2.0,18.0,12.0
40262,2023-08-05 14:00:00,2024-07-17 00:00:00,3.1,60.0,0.0,82.0,0.0,21.0,12.0
40263,2023-08-05 15:00:00,2024-07-17 00:00:00,3.1,33.14,5.0,224.0,0.0,23.0,12.0
40264,2023-08-05 16:00:00,2024-07-17 00:00:00,3.1,25.91,6.0,313.0,0.0,21.0,12.0
40265,2023-08-05 17:00:00,2024-07-17 00:00:00,3.1,25.62,6.0,318.0,0.0,20.0,12.0
40266,2023-08-05 18:00:00,2024-07-17 00:00:00,3.1,25.62,6.0,318.0,0.0,20.0,12.0
40267,2023-08-05 19:00:00,2024-07-17 00:00:00,3.1,25.62,6.0,317.0,2.0,19.0,12.0
40268,2023-08-05 20:00:00,2024-07-17 00:00:00,3.1,26.46,0.0,207.0,3.0,18.0,11.0
40269,2023-08-05 21:00:00,2024-07-17 00:00:00,3.1,51.01,0.0,90.0,5.0,18.0,11.0
40270,2023-08-05 22:00:00,2024-07-17 00:00:00,3.1,191.67,0.0,0.0,6.0,16.0,11.0
40271,2023-08-05 23:00:00,2024-07-17 00:00:00,3.1,197.66,0.0,0.0,7.0,14.0,11.0
