Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
42072,2023-10-20 00:00:00,2024-07-17 00:00:00,3.1,67.29,0.0,46.0,14.0,23.0,11.0
42073,2023-10-20 01:00:00,2024-07-17 00:00:00,3.1,59.11,0.0,57.0,16.0,23.0,11.0
42074,2023-10-20 02:00:00,2024-07-17 00:00:00,3.1,53.24,0.0,50.0,25.0,23.0,10.0
42075,2023-10-20 03:00:00,2024-07-17 00:00:00,3.1,73.09,0.0,45.0,31.0,27.0,15.0
42076,2023-10-20 04:00:00,2024-07-17 00:00:00,3.1,40.3,0.0,135.0,35.0,29.0,15.0
42077,2023-10-20 05:00:00,2024-07-17 00:00:00,3.1,29.3,0.0,237.0,30.0,31.0,16.0
42078,2023-10-20 06:00:00,2024-07-17 00:00:00,3.1,22.44,0.0,326.0,35.0,33.0,16.0
42079,2023-10-20 07:00:00,2024-07-17 00:00:00,3.1,16.77,0.0,485.0,48.0,33.0,17.0
42080,2023-10-20 08:00:00,2024-07-17 00:00:00,3.1,16.18,0.0,494.0,62.0,31.0,17.0
42081,2023-10-20 09:00:00,2024-07-17 00:00:00,3.1,17.05,0.0,494.0,66.0,29.0,18.0
42082,2023-10-20 10:00:00,2024-07-17 00:00:00,3.1,16.94,1.0,494.0,60.0,27.0,17.0
42083,2023-10-20 11:00:00,2024-07-17 00:00:00,3.1,16.77,1.0,494.0,66.0,27.0,17.0
42084,2023-10-20 12:00:00,2024-07-17 00:00:00,3.1,13.62,1.0,491.0,87.0,25.0,14.0
42085,2023-10-20 13:00:00,2024-07-17 00:00:00,3.1,27.26,1.0,237.0,71.0,26.0,16.0
42086,2023-10-20 14:00:00,2024-07-17 00:00:00,3.1,28.74,1.0,229.0,60.0,27.0,16.0
42087,2023-10-20 15:00:00,2024-07-17 00:00:00,3.1,62.62,1.0,43.0,72.0,29.0,17.0
42088,2023-10-20 16:00:00,2024-07-17 00:00:00,3.1,66.74,1.0,27.0,78.0,29.0,17.0
42089,2023-10-20 17:00:00,2024-07-17 00:00:00,3.1,59.97,0.0,33.0,84.0,29.0,17.0
42090,2023-10-20 18:00:00,2024-07-17 00:00:00,3.1,59.97,0.0,31.0,86.0,29.0,17.0
42091,2023-10-20 19:00:00,2024-07-17 00:00:00,3.1,106.28,0.0,33.0,92.0,47.0,39.0
42092,2023-10-20 20:00:00,2024-07-17 00:00:00,3.1,57.5,0.0,19.0,97.0,28.0,16.0
42093,2023-10-20 21:00:00,2024-07-17 00:00:00,3.1,51.88,0.0,6.0,93.0,22.0,12.0
42094,2023-10-20 22:00:00,2024-07-17 00:00:00,3.1,49.03,0.0,2.0,95.0,21.0,11.0
42095,2023-10-20 23:00:00,2024-07-17 00:00:00,3.1,53.08,0.0,0.0,98.0,20.0,12.0
