Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
36552,2023-03-04 00:00:00,2024-07-17 00:00:00,3.1,58.0,0.0,352.0,90.0,27.0,18.0
36553,2023-03-04 01:00:00,2024-07-17 00:00:00,3.1,58.61,0.0,352.0,91.0,29.0,18.0
36554,2023-03-04 02:00:00,2024-07-17 00:00:00,3.1,58.67,0.0,352.0,94.0,30.0,18.0
36555,2023-03-04 03:00:00,2024-07-17 00:00:00,3.1,58.6,0.0,353.0,94.0,30.0,18.0
36556,2023-03-04 04:00:00,2024-07-17 00:00:00,3.1,58.39,0.0,361.0,94.0,31.0,18.0
36557,2023-03-04 05:00:00,2024-07-17 00:00:00,3.1,60.52,0.0,359.0,97.0,34.0,19.0
36558,2023-03-04 06:00:00,2024-07-17 00:00:00,3.1,61.31,0.0,373.0,98.0,36.0,20.0
36559,2023-03-04 07:00:00,2024-07-17 00:00:00,3.1,64.55,0.0,352.0,97.0,37.0,21.0
36560,2023-03-04 08:00:00,2024-07-17 00:00:00,3.1,61.04,0.0,361.0,97.0,36.0,19.0
36561,2023-03-04 09:00:00,2024-07-17 00:00:00,3.1,61.85,0.0,350.0,97.0,36.0,19.0
36562,2023-03-04 10:00:00,2024-07-17 00:00:00,3.1,62.81,0.0,369.0,98.0,36.0,21.0
36563,2023-03-04 11:00:00,2024-07-17 00:00:00,3.1,61.05,1.0,370.0,98.0,32.0,20.0
36564,2023-03-04 12:00:00,2024-07-17 00:00:00,3.1,60.63,1.0,370.0,99.0,31.0,20.0
36565,2023-03-04 13:00:00,2024-07-17 00:00:00,3.1,59.35,1.0,402.0,100.0,34.0,20.0
36566,2023-03-04 14:00:00,2024-07-17 00:00:00,3.1,62.16,1.0,486.0,98.0,39.0,26.0
36567,2023-03-04 15:00:00,2024-07-17 00:00:00,3.1,49.04,1.0,607.0,99.0,34.0,19.0
36568,2023-03-04 16:00:00,2024-07-17 00:00:00,3.1,51.92,1.0,699.0,95.0,38.0,25.0
36569,2023-03-04 17:00:00,2024-07-17 00:00:00,3.1,47.02,2.0,707.0,90.0,34.0,19.0
36570,2023-03-04 18:00:00,2024-07-17 00:00:00,3.1,47.68,3.0,708.0,86.0,34.0,19.0
36571,2023-03-04 19:00:00,2024-07-17 00:00:00,3.1,50.78,7.0,662.0,74.0,33.0,18.0
36572,2023-03-04 20:00:00,2024-07-17 00:00:00,3.1,63.7,27.0,633.0,63.0,33.0,18.0
36573,2023-03-04 21:00:00,2024-07-17 00:00:00,3.1,82.21,46.0,513.0,58.0,32.0,17.0
36574,2023-03-04 22:00:00,2024-07-17 00:00:00,3.1,99.25,45.0,349.0,58.0,32.0,16.0
36575,2023-03-04 23:00:00,2024-07-17 00:00:00,3.1,95.83,44.0,389.0,42.0,29.0,17.0
