UTC time,nat_gas,hydro,wind,biomass,unknown
2024-01-03 00:00:00,443.0,680.0,74.0,32.0,17.0
2024-01-03 01:00:00,442.0,680.0,81.0,33.0,17.0
2024-01-03 02:00:00,442.0,680.0,83.0,33.0,17.0
2024-01-03 03:00:00,441.0,683.0,87.0,33.0,17.0
2024-01-03 04:00:00,468.0,658.0,92.0,34.0,18.0
2024-01-03 05:00:00,527.0,743.0,95.0,34.0,18.0
2024-01-03 06:00:00,531.0,807.0,95.0,34.0,19.0
2024-01-03 07:00:00,531.0,817.0,95.0,34.0,18.0
2024-01-03 08:00:00,531.0,849.0,95.0,34.0,18.0
2024-01-03 09:00:00,531.0,844.0,97.0,34.0,18.0
2024-01-03 10:00:00,532.0,843.0,101.0,34.0,18.0
2024-01-03 11:00:00,532.0,888.0,100.0,33.0,18.0
2024-01-03 12:00:00,532.0,871.0,100.0,32.0,18.0
2024-01-03 13:00:00,532.0,870.0,101.0,34.0,19.0
2024-01-03 14:00:00,532.0,810.0,102.0,35.0,20.0
2024-01-03 15:00:00,532.0,799.0,103.0,54.0,42.0
2024-01-03 16:00:00,532.0,784.0,102.0,47.0,33.0
2024-01-03 17:00:00,532.0,787.0,98.0,36.0,20.0
2024-01-03 18:00:00,532.0,799.0,96.0,35.0,19.0
2024-01-03 19:00:00,531.0,798.0,93.0,36.0,20.0
2024-01-03 20:00:00,527.0,706.0,90.0,35.0,20.0
2024-01-03 21:00:00,522.0,710.0,85.0,36.0,20.0
2024-01-03 22:00:00,522.0,708.0,76.0,35.0,19.0
2024-01-03 23:00:00,523.0,444.0,73.0,32.0,16.0
