UTC time,nat_gas,hydro,wind,biomass,unknown
2023-03-12 00:00:00,266.0,265.0,17.0,34.0,19.0
2023-03-12 01:00:00,267.0,265.0,14.0,31.0,15.0
2023-03-12 02:00:00,268.0,265.0,13.0,30.0,15.0
2023-03-12 03:00:00,270.0,265.0,12.0,30.0,15.0
2023-03-12 04:00:00,274.0,265.0,3.0,31.0,16.0
2023-03-12 05:00:00,274.0,266.0,16.0,32.0,17.0
2023-03-12 06:00:00,274.0,268.0,17.0,33.0,17.0
2023-03-12 07:00:00,272.0,268.0,17.0,33.0,17.0
2023-03-12 08:00:00,254.0,281.0,16.0,33.0,17.0
2023-03-12 09:00:00,256.0,306.0,15.0,33.0,17.0
2023-03-12 10:00:00,257.0,263.0,17.0,33.0,17.0
2023-03-12 11:00:00,257.0,262.0,35.0,34.0,19.0
2023-03-12 12:00:00,256.0,276.0,43.0,39.0,25.0
2023-03-12 13:00:00,257.0,353.0,52.0,41.0,26.0
2023-03-12 14:00:00,256.0,405.0,73.0,40.0,25.0
2023-03-12 15:00:00,259.0,519.0,60.0,34.0,17.0
2023-03-12 16:00:00,361.0,531.0,54.0,43.0,29.0
2023-03-12 17:00:00,361.0,548.0,55.0,45.0,32.0
2023-03-12 18:00:00,361.0,549.0,38.0,42.0,28.0
2023-03-12 19:00:00,360.0,539.0,46.0,36.0,21.0
2023-03-12 20:00:00,362.0,564.0,38.0,31.0,16.0
2023-03-12 21:00:00,359.0,463.0,23.0,31.0,16.0
2023-03-12 22:00:00,254.0,298.0,14.0,35.0,20.0
2023-03-12 23:00:00,252.0,238.0,11.0,32.0,18.0
