UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_solar_production_forecast
2023-04-22 00:00:00,2024-07-17 00:00:00,3.1,7.253694295278729,296.78148130564443,271.88428223637976,678.9556227402124,0.2446267412574304,509.58863,90.87315
2023-04-22 01:00:00,2024-07-17 00:00:00,3.1,6.495829708636645,290.0263311854549,273.4833952405368,45.68829967391756,0.3991300240963683,518.90521,59.52959
2023-04-22 02:00:00,2024-07-17 00:00:00,3.1,6.495829708636645,290.0263311854549,273.4833952405368,45.68829967391756,0.3991300240963683,520.05277,35.00912
2023-04-22 03:00:00,2024-07-17 00:00:00,3.1,6.495829708636645,290.0263311854549,273.4833952405368,45.68829967391756,0.3991300240963683,512.37053,21.40931
2023-04-22 04:00:00,2024-07-17 00:00:00,3.1,5.922097233814809,286.9850636604872,274.53716362254954,22.84418594274175,1.008508782626527,517.08036,8.78465
2023-04-22 05:00:00,2024-07-17 00:00:00,3.1,5.922097233814809,286.9850636604872,274.53716362254954,22.84418594274175,1.008508782626527,513.89579,7.80021
2023-04-22 06:00:00,2024-07-17 00:00:00,3.1,5.922097233814809,286.9850636604872,274.53716362254954,22.84418594274175,1.008508782626527,509.6241,1.25712
2023-04-22 07:00:00,2024-07-17 00:00:00,3.1,5.066321382443216,284.9239418409811,275.0399896719937,0.0,0.7691770516590821,485.11086,0.47623
2023-04-22 08:00:00,2024-07-17 00:00:00,3.1,5.066321382443216,284.9239418409811,275.0399896719937,0.0,0.7691770516590821,473.90408,0.88507
2023-04-22 09:00:00,2024-07-17 00:00:00,3.1,5.066321382443216,284.9239418409811,275.0399896719937,0.0,0.7691770516590821,449.90556,0.0
2023-04-22 10:00:00,2024-07-17 00:00:00,3.1,4.659100563584889,283.45356667725764,275.2419798070982,0.0,1.6241928288326188,416.18421,0.0
2023-04-22 11:00:00,2024-07-17 00:00:00,3.1,4.659100563584889,283.45356667725764,275.2419798070982,0.0,1.6241928288326188,401.27247,0.0
2023-04-22 12:00:00,2024-07-17 00:00:00,3.1,4.659100563584889,283.45356667725764,275.2419798070982,0.0,1.6241928288326188,394.50039,0.0
2023-04-22 13:00:00,2024-07-17 00:00:00,3.1,4.708105607304809,285.6601317925729,275.67665571514283,107.83512535783078,0.8121736005549618,395.76359,3.1548
2023-04-22 14:00:00,2024-07-17 00:00:00,3.1,4.708105607304809,285.6601317925729,275.67665571514283,107.83512535783078,0.8121736005549618,389.45445,30.76762
2023-04-22 15:00:00,2024-07-17 00:00:00,3.1,4.708105607304809,285.6601317925729,275.67665571514283,107.83512535783078,0.8121736005549618,397.19901,65.90899
2023-04-22 16:00:00,2024-07-17 00:00:00,3.1,5.175484912764205,288.8297199080888,275.40263130546896,282.8935554328987,1.357768249396992,397.9222,101.8707
2023-04-22 17:00:00,2024-07-17 00:00:00,3.1,5.175484912764205,288.8297199080888,275.40263130546896,282.8935554328987,1.357768249396992,405.19895,122.22727
2023-04-22 18:00:00,2024-07-17 00:00:00,3.1,5.175484912764205,288.8297199080888,275.40263130546896,282.8935554328987,1.357768249396992,420.51477,123.40752
2023-04-22 19:00:00,2024-07-17 00:00:00,3.1,5.673686954167216,290.79033288703624,274.8787502042414,600.8391515585206,0.2331185247867277,432.48178,125.37208
2023-04-22 20:00:00,2024-07-17 00:00:00,3.1,5.673686954167216,290.79033288703624,274.8787502042414,600.8391515585206,0.2331185247867277,445.60995,126.64558
