UTC time,nat_gas,solar
2023-01-25 00:00:00,367.0,44.0
2023-01-25 01:00:00,486.0,9.0
2023-01-25 02:00:00,595.0,5.0
2023-01-25 03:00:00,608.0,5.0
2023-01-25 04:00:00,586.0,4.0
2023-01-25 05:00:00,539.0,22.0
2023-01-25 06:00:00,453.0,0.0
2023-01-25 07:00:00,396.0,0.0
2023-01-25 08:00:00,333.0,0.0
2023-01-25 09:00:00,325.0,0.0
2023-01-25 10:00:00,325.0,0.0
2023-01-25 11:00:00,324.0,0.0
2023-01-25 12:00:00,357.0,0.0
2023-01-25 13:00:00,424.0,0.0
2023-01-25 14:00:00,505.0,0.0
2023-01-25 15:00:00,532.0,17.0
2023-01-25 16:00:00,404.0,73.0
2023-01-25 17:00:00,363.0,86.0
2023-01-25 18:00:00,302.0,92.0
2023-01-25 19:00:00,265.0,95.0
2023-01-25 20:00:00,235.0,93.0
2023-01-25 21:00:00,234.0,90.0
2023-01-25 22:00:00,224.0,91.0
2023-01-25 23:00:00,262.0,86.0
