UTC time,nat_gas,solar
2023-07-04 00:00:00,1012.0,95.0
2023-07-04 01:00:00,979.0,91.0
2023-07-04 02:00:00,975.0,45.0
2023-07-04 03:00:00,924.0,11.0
2023-07-04 04:00:00,934.0,4.0
2023-07-04 05:00:00,891.0,1.0
2023-07-04 06:00:00,870.0,1.0
2023-07-04 07:00:00,817.0,0.0
2023-07-04 08:00:00,757.0,0.0
2023-07-04 09:00:00,670.0,0.0
2023-07-04 10:00:00,597.0,0.0
2023-07-04 11:00:00,596.0,0.0
2023-07-04 12:00:00,596.0,0.0
2023-07-04 13:00:00,592.0,17.0
2023-07-04 14:00:00,554.0,118.0
2023-07-04 15:00:00,409.0,215.0
2023-07-04 16:00:00,347.0,222.0
2023-07-04 17:00:00,365.0,211.0
2023-07-04 18:00:00,505.0,217.0
2023-07-04 19:00:00,633.0,210.0
2023-07-04 20:00:00,655.0,199.0
2023-07-04 21:00:00,741.0,171.0
2023-07-04 22:00:00,874.0,157.0
2023-07-04 23:00:00,865.0,150.0
