Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
39432,2023-07-02 00:00:00,2024-07-17 00:00:00,3.1,324.95,1118.0,155.0
39433,2023-07-02 01:00:00,2024-07-17 00:00:00,3.1,327.49,1040.0,135.0
39434,2023-07-02 02:00:00,2024-07-17 00:00:00,3.1,350.24,1028.0,58.0
39435,2023-07-02 03:00:00,2024-07-17 00:00:00,3.1,366.46,1035.0,10.0
39436,2023-07-02 04:00:00,2024-07-17 00:00:00,3.1,369.26,1003.0,2.0
39437,2023-07-02 05:00:00,2024-07-17 00:00:00,3.1,369.61,954.0,1.0
39438,2023-07-02 06:00:00,2024-07-17 00:00:00,3.1,370.0,986.0,0.0
39439,2023-07-02 07:00:00,2024-07-17 00:00:00,3.1,370.0,853.0,0.0
39440,2023-07-02 08:00:00,2024-07-17 00:00:00,3.1,370.0,757.0,0.0
39441,2023-07-02 09:00:00,2024-07-17 00:00:00,3.1,370.0,680.0,0.0
39442,2023-07-02 10:00:00,2024-07-17 00:00:00,3.1,370.0,685.0,0.0
39443,2023-07-02 11:00:00,2024-07-17 00:00:00,3.1,370.0,682.0,0.0
39444,2023-07-02 12:00:00,2024-07-17 00:00:00,3.1,370.0,592.0,0.0
39445,2023-07-02 13:00:00,2024-07-17 00:00:00,3.1,364.3,575.0,9.0
39446,2023-07-02 14:00:00,2024-07-17 00:00:00,3.1,333.24,553.0,61.0
39447,2023-07-02 15:00:00,2024-07-17 00:00:00,3.1,283.15,476.0,146.0
39448,2023-07-02 16:00:00,2024-07-17 00:00:00,3.1,257.09,403.0,177.0
39449,2023-07-02 17:00:00,2024-07-17 00:00:00,3.1,265.1,465.0,184.0
39450,2023-07-02 18:00:00,2024-07-17 00:00:00,3.1,276.57,592.0,200.0
39451,2023-07-02 19:00:00,2024-07-17 00:00:00,3.1,292.52,706.0,187.0
39452,2023-07-02 20:00:00,2024-07-17 00:00:00,3.1,298.11,792.0,191.0
39453,2023-07-02 21:00:00,2024-07-17 00:00:00,3.1,319.77,834.0,131.0
39454,2023-07-02 22:00:00,2024-07-17 00:00:00,3.1,324.12,883.0,125.0
39455,2023-07-02 23:00:00,2024-07-17 00:00:00,3.1,348.14,860.0,54.0
