Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,solar
37656,2023-04-19 00:00:00,2024-07-17 00:00:00,3.1,367.44,442.0,168.0
37657,2023-04-19 01:00:00,2024-07-17 00:00:00,3.1,423.83,624.0,109.0
37658,2023-04-19 02:00:00,2024-07-17 00:00:00,3.1,483.73,700.0,10.0
37659,2023-04-19 03:00:00,2024-07-17 00:00:00,3.1,490.0,674.0,0.0
37660,2023-04-19 04:00:00,2024-07-17 00:00:00,3.1,490.0,557.0,0.0
37661,2023-04-19 05:00:00,2024-07-17 00:00:00,3.1,490.0,475.0,0.0
37662,2023-04-19 06:00:00,2024-07-17 00:00:00,3.1,490.0,422.0,0.0
37663,2023-04-19 07:00:00,2024-07-17 00:00:00,3.1,490.0,359.0,0.0
37664,2023-04-19 08:00:00,2024-07-17 00:00:00,3.1,490.0,444.0,0.0
37665,2023-04-19 09:00:00,2024-07-17 00:00:00,3.1,490.0,426.0,0.0
37666,2023-04-19 10:00:00,2024-07-17 00:00:00,3.1,490.0,408.0,0.0
37667,2023-04-19 11:00:00,2024-07-17 00:00:00,3.1,490.0,406.0,0.0
37668,2023-04-19 12:00:00,2024-07-17 00:00:00,3.1,490.0,436.0,0.0
37669,2023-04-19 13:00:00,2024-07-17 00:00:00,3.1,488.14,476.0,2.0
37670,2023-04-19 14:00:00,2024-07-17 00:00:00,3.1,408.49,388.0,87.0
37671,2023-04-19 15:00:00,2024-07-17 00:00:00,3.1,366.94,293.0,112.0
37672,2023-04-19 16:00:00,2024-07-17 00:00:00,3.1,337.03,315.0,165.0
37673,2023-04-19 17:00:00,2024-07-17 00:00:00,3.1,329.17,288.0,163.0
37674,2023-04-19 18:00:00,2024-07-17 00:00:00,3.1,353.35,352.0,156.0
37675,2023-04-19 19:00:00,2024-07-17 00:00:00,3.1,357.68,319.0,135.0
37676,2023-04-19 20:00:00,2024-07-17 00:00:00,3.1,344.87,343.0,166.0
37677,2023-04-19 21:00:00,2024-07-17 00:00:00,3.1,358.18,392.0,165.0
37678,2023-04-19 22:00:00,2024-07-17 00:00:00,3.1,241.34,454.0,575.0
37679,2023-04-19 23:00:00,2024-07-17 00:00:00,3.1,384.18,500.0,156.0
