UTC time,nat_gas,solar
2023-11-14 00:00:00,757.0,23.0
2023-11-14 01:00:00,830.0,0.0
2023-11-14 02:00:00,825.0,0.0
2023-11-14 03:00:00,813.0,0.0
2023-11-14 04:00:00,768.0,0.0
2023-11-14 05:00:00,701.0,0.0
2023-11-14 06:00:00,627.0,0.0
2023-11-14 07:00:00,552.0,0.0
2023-11-14 08:00:00,551.0,0.0
2023-11-14 09:00:00,385.0,0.0
2023-11-14 10:00:00,394.0,0.0
2023-11-14 11:00:00,410.0,0.0
2023-11-14 12:00:00,436.0,0.0
2023-11-14 13:00:00,432.0,0.0
2023-11-14 14:00:00,496.0,1.0
2023-11-14 15:00:00,481.0,27.0
2023-11-14 16:00:00,484.0,119.0
2023-11-14 17:00:00,413.0,151.0
2023-11-14 18:00:00,418.0,162.0
2023-11-14 19:00:00,421.0,153.0
2023-11-14 20:00:00,439.0,132.0
2023-11-14 21:00:00,410.0,102.0
2023-11-14 22:00:00,493.0,70.0
2023-11-14 23:00:00,447.0,104.0
