UTC time,nat_gas,solar
2023-06-02 00:00:00,805.0,157.0
2023-06-02 01:00:00,838.0,79.0
2023-06-02 02:00:00,990.0,14.0
2023-06-02 03:00:00,1082.0,0.0
2023-06-02 04:00:00,1020.0,25.0
2023-06-02 05:00:00,924.0,32.0
2023-06-02 06:00:00,818.0,32.0
2023-06-02 07:00:00,742.0,0.0
2023-06-02 08:00:00,685.0,32.0
2023-06-02 09:00:00,663.0,7.0
2023-06-02 10:00:00,617.0,1.0
2023-06-02 11:00:00,652.0,3.0
2023-06-02 12:00:00,639.0,5.0
2023-06-02 13:00:00,755.0,7.0
2023-06-02 14:00:00,742.0,79.0
2023-06-02 15:00:00,579.0,186.0
2023-06-02 16:00:00,464.0,211.0
2023-06-02 17:00:00,501.0,214.0
2023-06-02 18:00:00,689.0,214.0
2023-06-02 19:00:00,728.0,212.0
2023-06-02 20:00:00,717.0,210.0
2023-06-02 21:00:00,704.0,213.0
2023-06-02 22:00:00,775.0,209.0
2023-06-02 23:00:00,771.0,244.0
