UTC time,nat_gas,solar
2023-03-06 00:00:00,324.0,73.0
2023-03-06 01:00:00,380.0,18.0
2023-03-06 02:00:00,445.0,0.0
2023-03-06 03:00:00,451.0,0.0
2023-03-06 04:00:00,438.0,0.0
2023-03-06 05:00:00,400.0,0.0
2023-03-06 06:00:00,354.0,0.0
2023-03-06 07:00:00,295.0,0.0
2023-03-06 08:00:00,310.0,0.0
2023-03-06 09:00:00,293.0,0.0
2023-03-06 10:00:00,289.0,0.0
2023-03-06 11:00:00,302.0,0.0
2023-03-06 12:00:00,317.0,0.0
2023-03-06 13:00:00,314.0,0.0
2023-03-06 14:00:00,332.0,2.0
2023-03-06 15:00:00,312.0,42.0
2023-03-06 16:00:00,274.0,90.0
2023-03-06 17:00:00,249.0,104.0
2023-03-06 18:00:00,241.0,112.0
2023-03-06 19:00:00,239.0,103.0
2023-03-06 20:00:00,230.0,122.0
2023-03-06 21:00:00,226.0,123.0
2023-03-06 22:00:00,259.0,112.0
2023-03-06 23:00:00,261.0,102.0
