UTC time,nat_gas,solar
2023-12-01 00:00:00,730.0,6.0
2023-12-01 01:00:00,823.0,0.0
2023-12-01 02:00:00,837.0,0.0
2023-12-01 03:00:00,835.0,0.0
2023-12-01 04:00:00,802.0,0.0
2023-12-01 05:00:00,769.0,0.0
2023-12-01 06:00:00,699.0,0.0
2023-12-01 07:00:00,723.0,0.0
2023-12-01 08:00:00,715.0,0.0
2023-12-01 09:00:00,626.0,0.0
2023-12-01 10:00:00,629.0,0.0
2023-12-01 11:00:00,632.0,0.0
2023-12-01 12:00:00,649.0,0.0
2023-12-01 13:00:00,697.0,0.0
2023-12-01 14:00:00,769.0,0.0
2023-12-01 15:00:00,710.0,24.0
2023-12-01 16:00:00,563.0,143.0
2023-12-01 17:00:00,352.0,155.0
2023-12-01 18:00:00,320.0,150.0
2023-12-01 19:00:00,379.0,172.0
2023-12-01 20:00:00,316.0,162.0
2023-12-01 21:00:00,316.0,117.0
2023-12-01 22:00:00,324.0,132.0
2023-12-01 23:00:00,375.0,90.0
