UTC time,nat_gas,solar
2023-11-12 00:00:00,564.0,46.0
2023-11-12 01:00:00,732.0,0.0
2023-11-12 02:00:00,733.0,0.0
2023-11-12 03:00:00,741.0,0.0
2023-11-12 04:00:00,732.0,0.0
2023-11-12 05:00:00,741.0,0.0
2023-11-12 06:00:00,734.0,0.0
2023-11-12 07:00:00,625.0,0.0
2023-11-12 08:00:00,500.0,0.0
2023-11-12 09:00:00,530.0,0.0
2023-11-12 10:00:00,530.0,0.0
2023-11-12 11:00:00,528.0,0.0
2023-11-12 12:00:00,528.0,0.0
2023-11-12 13:00:00,526.0,0.0
2023-11-12 14:00:00,527.0,2.0
2023-11-12 15:00:00,453.0,92.0
2023-11-12 16:00:00,348.0,174.0
2023-11-12 17:00:00,261.0,181.0
2023-11-12 18:00:00,262.0,181.0
2023-11-12 19:00:00,261.0,180.0
2023-11-12 20:00:00,272.0,180.0
2023-11-12 21:00:00,363.0,180.0
2023-11-12 22:00:00,343.0,178.0
2023-11-12 23:00:00,427.0,154.0
