UTC time,nat_gas,solar
2023-06-03 00:00:00,850.0,261.0
2023-06-03 01:00:00,897.0,218.0
2023-06-03 02:00:00,1020.0,59.0
2023-06-03 03:00:00,1080.0,19.0
2023-06-03 04:00:00,1048.0,38.0
2023-06-03 05:00:00,1003.0,17.0
2023-06-03 06:00:00,943.0,4.0
2023-06-03 07:00:00,882.0,2.0
2023-06-03 08:00:00,794.0,42.0
2023-06-03 09:00:00,702.0,45.0
2023-06-03 10:00:00,692.0,45.0
2023-06-03 11:00:00,685.0,45.0
2023-06-03 12:00:00,689.0,24.0
2023-06-03 13:00:00,659.0,25.0
2023-06-03 14:00:00,549.0,158.0
2023-06-03 15:00:00,446.0,200.0
2023-06-03 16:00:00,392.0,244.0
2023-06-03 17:00:00,443.0,261.0
2023-06-03 18:00:00,548.0,264.0
2023-06-03 19:00:00,706.0,263.0
2023-06-03 20:00:00,852.0,109.0
2023-06-03 21:00:00,953.0,258.0
2023-06-03 22:00:00,1065.0,219.0
2023-06-03 23:00:00,1072.0,217.0
