UTC time,nat_gas,solar
2023-02-20 00:00:00,454.0,6.0
2023-02-20 01:00:00,493.0,1.0
2023-02-20 02:00:00,541.0,0.0
2023-02-20 03:00:00,529.0,0.0
2023-02-20 04:00:00,511.0,0.0
2023-02-20 05:00:00,481.0,0.0
2023-02-20 06:00:00,414.0,0.0
2023-02-20 07:00:00,336.0,0.0
2023-02-20 08:00:00,289.0,0.0
2023-02-20 09:00:00,275.0,0.0
2023-02-20 10:00:00,265.0,0.0
2023-02-20 11:00:00,271.0,0.0
2023-02-20 12:00:00,265.0,0.0
2023-02-20 13:00:00,299.0,0.0
2023-02-20 14:00:00,377.0,0.0
2023-02-20 15:00:00,398.0,12.0
2023-02-20 16:00:00,383.0,22.0
2023-02-20 17:00:00,352.0,42.0
2023-02-20 18:00:00,323.0,59.0
2023-02-20 19:00:00,282.0,62.0
2023-02-20 20:00:00,281.0,56.0
2023-02-20 21:00:00,279.0,55.0
2023-02-20 22:00:00,277.0,67.0
2023-02-20 23:00:00,302.0,61.0
