,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
17,2019-01-01 17:00:00,18.37,0.0,3101.0,55312.0,215.0,5538.0,0.0,2444.0,605.0
18,2019-01-01 18:00:00,18.75,0.0,3209.0,55600.0,215.0,5748.0,0.0,2596.0,602.0
19,2019-01-01 19:00:00,18.28,0.0,3111.0,55649.0,215.0,5400.0,0.0,2772.0,601.0
20,2019-01-01 20:00:00,17.27,0.0,2898.0,55435.0,215.0,4977.0,0.0,3018.0,598.0
21,2019-01-01 21:00:00,18.77,0.0,3164.0,55303.0,216.0,4757.0,0.0,3014.0,601.0
22,2019-01-01 22:00:00,19.03,0.0,3167.0,55107.0,215.0,4047.0,0.0,3011.0,602.0
23,2019-01-01 23:00:00,19.24,0.0,3177.0,54788.0,217.0,3521.0,0.0,3356.0,604.0
24,2019-01-02 00:00:00,17.92,0.0,2886.0,54287.0,218.0,3126.0,0.0,3417.0,605.0
25,2019-01-02 01:00:00,18.16,0.0,2887.0,53570.0,218.0,3066.0,0.0,3359.0,604.0
26,2019-01-02 02:00:00,18.44,0.0,2843.0,51857.0,218.0,3049.0,0.0,3281.0,602.0
27,2019-01-02 03:00:00,18.92,0.0,2903.0,51689.0,218.0,2900.0,0.0,3147.0,599.0
28,2019-01-02 04:00:00,20.06,0.0,3205.0,53302.0,218.0,3043.0,0.0,3146.0,599.0
29,2019-01-02 05:00:00,23.99,0.0,4068.0,54784.0,218.0,3689.0,0.0,3072.0,599.0
30,2019-01-02 06:00:00,30.33,0.0,5430.0,55513.0,217.0,4251.0,0.0,3138.0,598.0
31,2019-01-02 07:00:00,35.39,0.0,6582.0,55883.0,218.0,4711.0,141.0,3179.0,597.0
32,2019-01-02 08:00:00,37.49,0.0,7188.0,56021.0,218.0,5621.0,582.0,3069.0,597.0
33,2019-01-02 09:00:00,38.11,0.0,7447.0,56033.0,218.0,5982.0,1432.0,2922.0,597.0
34,2019-01-02 10:00:00,37.79,0.0,7424.0,56058.0,218.0,5660.0,2304.0,2772.0,596.0
35,2019-01-02 11:00:00,37.35,0.0,7380.0,56039.0,218.0,5476.0,2788.0,2979.0,598.0
36,2019-01-02 12:00:00,37.8,0.0,7441.0,55962.0,218.0,5041.0,2746.0,3161.0,601.0
37,2019-01-02 13:00:00,38.43,0.0,7544.0,55971.0,218.0,4887.0,2325.0,3383.0,605.0
38,2019-01-02 14:00:00,38.65,0.0,7483.0,55893.0,218.0,4784.0,1504.0,3427.0,609.0
39,2019-01-02 15:00:00,38.83,0.0,7472.0,55834.0,218.0,5422.0,552.0,3380.0,609.0
40,2019-01-02 16:00:00,38.59,0.0,7481.0,55816.0,218.0,6636.0,119.0,3147.0,609.0
41,2019-01-02 17:00:00,38.5,0.0,7550.0,55971.0,218.0,7257.0,0.0,3263.0,608.0
42,2019-01-02 18:00:00,38.76,0.0,7614.0,56006.0,218.0,7159.0,0.0,3353.0,608.0
43,2019-01-02 19:00:00,38.61,0.0,7501.0,55966.0,217.0,6618.0,0.0,3252.0,603.0
44,2019-01-02 20:00:00,38.44,0.0,7395.0,55980.0,218.0,6092.0,0.0,3198.0,608.0
45,2019-01-02 21:00:00,37.49,0.0,7071.0,55787.0,218.0,5393.0,0.0,3073.0,608.0
46,2019-01-02 22:00:00,38.38,0.0,7236.0,55826.0,217.0,5090.0,0.0,3077.0,611.0
47,2019-01-02 23:00:00,36.17,0.0,6673.0,55663.0,218.0,4505.0,0.0,3043.0,611.0
48,2019-01-03 00:00:00,33.44,0.0,6016.0,55467.0,217.0,3941.0,0.0,2952.0,610.0
49,2019-01-03 01:00:00,33.59,0.0,5986.0,55489.0,218.0,3388.0,0.0,2875.0,610.0
50,2019-01-03 02:00:00,32.15,0.0,5672.0,55561.0,218.0,3160.0,0.0,2803.0,611.0
51,2019-01-03 03:00:00,31.81,0.0,5584.0,55473.0,218.0,3077.0,0.0,2763.0,610.0
52,2019-01-03 04:00:00,32.78,0.0,5815.0,55755.0,217.0,3279.0,0.0,2650.0,606.0
53,2019-01-03 05:00:00,38.94,0.0,7172.0,55737.0,217.0,4136.0,0.0,2541.0,604.0
54,2019-01-03 06:00:00,38.51,0.0,7242.0,55863.0,217.0,5420.0,0.0,2513.0,606.0
55,2019-01-03 07:00:00,38.29,0.0,7307.0,56015.0,217.0,6097.0,146.0,2511.0,609.0
56,2019-01-03 08:00:00,37.56,0.0,7293.0,56174.0,217.0,6720.0,796.0,2381.0,612.0
57,2019-01-03 09:00:00,36.88,0.0,7262.0,56186.0,217.0,6849.0,2087.0,2043.0,607.0
58,2019-01-03 10:00:00,36.78,0.0,7268.0,56172.0,217.0,6370.0,3141.0,1739.0,605.0
59,2019-01-03 11:00:00,36.52,0.0,7228.0,56135.0,217.0,6048.0,3655.0,1756.0,606.0
60,2019-01-03 12:00:00,36.29,0.0,7164.0,56120.0,218.0,5658.0,3641.0,2077.0,608.0
61,2019-01-03 13:00:00,36.31,0.0,7147.0,56087.0,218.0,5664.0,3088.0,2444.0,609.0
62,2019-01-03 14:00:00,37.61,0.0,7324.0,56066.0,218.0,5697.0,1959.0,2536.0,607.0
63,2019-01-03 15:00:00,37.94,0.0,7293.0,56040.0,217.0,6064.0,674.0,2554.0,609.0
64,2019-01-03 16:00:00,37.49,0.0,7245.0,55882.0,217.0,7114.0,120.0,2661.0,609.0
65,2019-01-03 17:00:00,36.8,0.0,7191.0,55949.0,217.0,7856.0,0.0,2872.0,609.0
66,2019-01-03 18:00:00,36.65,0.0,7233.0,56045.0,217.0,8389.0,0.0,2935.0,610.0
67,2019-01-03 19:00:00,37.06,0.0,7199.0,56044.0,217.0,7216.0,0.0,2966.0,610.0
68,2019-01-03 20:00:00,37.9,0.0,7259.0,55999.0,217.0,6146.0,0.0,2958.0,611.0
69,2019-01-03 21:00:00,38.4,0.0,7273.0,55985.0,217.0,5317.0,0.0,2961.0,611.0
70,2019-01-03 22:00:00,37.95,0.0,7150.0,55821.0,217.0,5351.0,0.0,2890.0,612.0
71,2019-01-03 23:00:00,38.57,0.0,7263.0,55871.0,216.0,5149.0,0.0,2827.0,612.0
72,2019-01-04 00:00:00,38.97,0.0,7247.0,55836.0,217.0,4325.0,0.0,2839.0,611.0
73,2019-01-04 01:00:00,38.85,0.0,7187.0,55822.0,217.0,4043.0,0.0,2835.0,610.0
74,2019-01-04 02:00:00,37.85,0.0,6878.0,55503.0,217.0,3494.0,0.0,2868.0,610.0
75,2019-01-04 03:00:00,35.52,0.0,6362.0,55337.0,216.0,3384.0,0.0,2834.0,608.0
76,2019-01-04 04:00:00,39.16,0.0,7177.0,55717.0,216.0,3469.0,0.0,2877.0,601.0
77,2019-01-04 05:00:00,38.97,0.0,7303.0,55806.0,216.0,4725.0,0.0,2935.0,598.0
78,2019-01-04 06:00:00,37.8,0.0,7263.0,55977.0,217.0,6395.0,0.0,2978.0,597.0
79,2019-01-04 07:00:00,37.91,0.0,7363.0,56081.0,216.0,6930.0,141.0,2848.0,596.0
80,2019-01-04 08:00:00,37.64,0.0,7403.0,56144.0,217.0,7564.0,617.0,2570.0,596.0
81,2019-01-04 09:00:00,37.32,0.0,7426.0,56084.0,217.0,7822.0,1588.0,2259.0,596.0
82,2019-01-04 10:00:00,37.22,0.0,7393.0,56087.0,217.0,7273.0,2536.0,1754.0,598.0
83,2019-01-04 11:00:00,36.3,0.0,7183.0,56173.0,217.0,6935.0,2941.0,1588.0,599.0
84,2019-01-04 12:00:00,36.62,0.0,7208.0,56165.0,217.0,6506.0,2990.0,1552.0,600.0
85,2019-01-04 13:00:00,37.45,0.0,7251.0,56107.0,218.0,5741.0,2399.0,1693.0,600.0
86,2019-01-04 14:00:00,38.11,0.0,7269.0,56104.0,218.0,5405.0,1508.0,1786.0,596.0
87,2019-01-04 15:00:00,38.4,0.0,7290.0,56124.0,217.0,5908.0,576.0,1824.0,596.0
88,2019-01-04 16:00:00,38.7,0.0,7451.0,56126.0,217.0,6997.0,127.0,2003.0,596.0
89,2019-01-04 17:00:00,39.87,0.0,7792.0,56122.0,217.0,7438.0,0.0,2350.0,594.0
90,2019-01-04 18:00:00,39.45,0.0,7759.0,56128.0,217.0,7895.0,0.0,2404.0,597.0
91,2019-01-04 19:00:00,39.56,0.0,7662.0,56157.0,218.0,6938.0,0.0,2326.0,597.0
92,2019-01-04 20:00:00,39.92,0.0,7667.0,56169.0,217.0,6029.0,0.0,2590.0,597.0
93,2019-01-04 21:00:00,39.96,0.0,7573.0,55905.0,216.0,5413.0,0.0,2618.0,598.0
94,2019-01-04 22:00:00,40.56,0.0,7609.0,55245.0,216.0,5337.0,0.0,2567.0,599.0
95,2019-01-04 23:00:00,41.77,0.0,7649.0,53905.0,214.0,4960.0,0.0,2501.0,600.0
96,2019-01-05 00:00:00,42.46,0.0,7716.0,53729.0,214.0,4437.0,0.0,2581.0,599.0
97,2019-01-05 01:00:00,42.78,0.0,7654.0,53379.0,214.0,3820.0,0.0,2564.0,599.0
98,2019-01-05 02:00:00,43.08,0.0,7649.0,53544.0,214.0,3257.0,0.0,2444.0,599.0
99,2019-01-05 03:00:00,43.55,0.0,7744.0,53722.0,214.0,3109.0,0.0,2391.0,601.0
100,2019-01-05 04:00:00,43.21,0.0,7650.0,53370.0,214.0,3129.0,0.0,2559.0,599.0
101,2019-01-05 05:00:00,42.42,0.0,7557.0,53557.0,214.0,3308.0,0.0,2723.0,598.0
102,2019-01-05 06:00:00,42.54,0.0,7678.0,53588.0,214.0,3958.0,0.0,2785.0,597.0
103,2019-01-05 07:00:00,41.98,0.0,7608.0,53150.0,213.0,4566.0,146.0,2835.0,598.0
104,2019-01-05 08:00:00,41.06,0.0,7593.0,53335.0,214.0,5396.0,639.0,2766.0,599.0
105,2019-01-05 09:00:00,40.74,0.0,7724.0,53413.0,215.0,5903.0,1808.0,2640.0,595.0
106,2019-01-05 10:00:00,39.98,0.0,7636.0,53609.0,215.0,5504.0,2725.0,2559.0,596.0
107,2019-01-05 11:00:00,39.81,0.0,7689.0,53751.0,214.0,5642.0,3082.0,2666.0,598.0
108,2019-01-05 12:00:00,39.27,0.0,7566.0,54063.0,214.0,5177.0,2990.0,2905.0,592.0
109,2019-01-05 13:00:00,39.73,0.0,7563.0,54049.0,214.0,4637.0,2566.0,3009.0,581.0
110,2019-01-05 14:00:00,40.42,0.0,7568.0,53911.0,215.0,4428.0,1678.0,3046.0,591.0
111,2019-01-05 15:00:00,41.11,0.0,7613.0,54436.0,215.0,4119.0,624.0,3035.0,594.0
112,2019-01-05 16:00:00,40.76,0.0,7542.0,54582.0,215.0,4515.0,123.0,3037.0,597.0
113,2019-01-05 17:00:00,40.28,0.0,7622.0,54679.0,214.0,6007.0,0.0,3060.0,596.0
114,2019-01-05 18:00:00,40.57,0.0,7706.0,54724.0,215.0,6165.0,0.0,3014.0,598.0
115,2019-01-05 19:00:00,40.79,0.0,7638.0,54808.0,215.0,5199.0,0.0,2971.0,599.0
116,2019-01-05 20:00:00,41.19,0.0,7613.0,54782.0,214.0,4504.0,0.0,2790.0,599.0
117,2019-01-05 21:00:00,40.23,0.0,7363.0,54519.0,215.0,4444.0,0.0,2746.0,600.0
118,2019-01-05 22:00:00,41.03,0.0,7498.0,54157.0,214.0,4633.0,0.0,2641.0,598.0
119,2019-01-05 23:00:00,40.76,0.0,7342.0,53770.0,215.0,4274.0,0.0,2586.0,602.0
120,2019-01-06 00:00:00,40.44,0.0,7106.0,53363.0,215.0,3413.0,0.0,2467.0,604.0
121,2019-01-06 01:00:00,38.95,0.0,6765.0,53338.0,215.0,3053.0,0.0,2535.0,602.0
122,2019-01-06 02:00:00,37.01,0.0,6314.0,53156.0,216.0,2670.0,0.0,2526.0,603.0
123,2019-01-06 03:00:00,37.08,0.0,6291.0,53168.0,215.0,2377.0,0.0,2473.0,603.0
124,2019-01-06 04:00:00,34.07,0.0,5754.0,53693.0,215.0,2382.0,0.0,2405.0,604.0
125,2019-01-06 05:00:00,36.47,0.0,6299.0,54519.0,215.0,2459.0,0.0,2209.0,601.0
126,2019-01-06 06:00:00,37.94,0.0,6589.0,54645.0,215.0,2461.0,0.0,2052.0,603.0
127,2019-01-06 07:00:00,39.24,0.0,6877.0,54594.0,216.0,2689.0,140.0,1958.0,602.0
128,2019-01-06 08:00:00,40.42,0.0,7251.0,54871.0,216.0,3200.0,534.0,1872.0,602.0
129,2019-01-06 09:00:00,41.27,0.0,7596.0,55065.0,215.0,3728.0,1268.0,1769.0,572.0
130,2019-01-06 10:00:00,40.9,0.0,7671.0,55169.0,216.0,4377.0,1813.0,1719.0,573.0
131,2019-01-06 11:00:00,40.47,0.0,7685.0,55231.0,215.0,5023.0,2010.0,1673.0,574.0
132,2019-01-06 12:00:00,40.43,0.0,7549.0,55051.0,215.0,4234.0,1953.0,1667.0,574.0
133,2019-01-06 13:00:00,40.9,0.0,7587.0,55031.0,215.0,4124.0,1571.0,1667.0,578.0
134,2019-01-06 14:00:00,42.89,0.0,7854.0,54921.0,215.0,3571.0,975.0,1684.0,577.0
135,2019-01-06 15:00:00,43.78,0.0,8020.0,55458.0,215.0,3492.0,354.0,1663.0,578.0
136,2019-01-06 16:00:00,42.69,0.0,7879.0,55847.0,216.0,4050.0,109.0,1645.0,596.0
137,2019-01-06 17:00:00,42.49,0.0,8042.0,56165.0,215.0,5440.0,0.0,1628.0,598.0
138,2019-01-06 18:00:00,41.45,0.0,7822.0,56086.0,215.0,5579.0,0.0,1628.0,596.0
139,2019-01-06 19:00:00,41.12,0.0,7661.0,55995.0,215.0,4966.0,0.0,1623.0,596.0
140,2019-01-06 20:00:00,41.0,0.0,7466.0,55963.0,215.0,3749.0,0.0,1519.0,597.0
141,2019-01-06 21:00:00,41.16,0.0,7436.0,56016.0,215.0,3204.0,0.0,1506.0,595.0
142,2019-01-06 22:00:00,41.66,0.0,7539.0,55862.0,215.0,3276.0,0.0,1568.0,596.0
143,2019-01-06 23:00:00,40.55,0.0,7330.0,55846.0,216.0,3512.0,0.0,1544.0,595.0
144,2019-01-07 00:00:00,39.87,0.0,7096.0,55717.0,215.0,2892.0,0.0,1524.0,596.0
145,2019-01-07 01:00:00,38.99,0.0,6882.0,55481.0,215.0,2866.0,0.0,1501.0,596.0
146,2019-01-07 02:00:00,37.91,0.0,6575.0,55088.0,216.0,2581.0,0.0,1424.0,593.0
147,2019-01-07 03:00:00,37.2,0.0,6402.0,55015.0,216.0,2436.0,0.0,1370.0,592.0
148,2019-01-07 04:00:00,39.56,0.0,6977.0,55638.0,215.0,2620.0,0.0,1412.0,594.0
149,2019-01-07 05:00:00,40.58,0.0,7330.0,55738.0,215.0,3676.0,0.0,1422.0,595.0
150,2019-01-07 06:00:00,39.47,0.0,7370.0,56144.0,216.0,5543.0,0.0,1445.0,598.0
151,2019-01-07 07:00:00,39.73,0.0,7610.0,56201.0,216.0,6846.0,141.0,1466.0,598.0
152,2019-01-07 08:00:00,40.02,0.0,7757.0,56180.0,215.0,7153.0,536.0,1466.0,596.0
153,2019-01-07 09:00:00,39.68,0.0,7796.0,56182.0,215.0,7422.0,1208.0,1473.0,594.0
154,2019-01-07 10:00:00,39.34,0.0,7803.0,56153.0,215.0,7578.0,1737.0,1517.0,597.0
155,2019-01-07 11:00:00,38.62,0.0,7689.0,56134.0,215.0,7702.0,1978.0,1607.0,601.0
156,2019-01-07 12:00:00,37.85,0.0,7543.0,56101.0,215.0,7834.0,1975.0,1777.0,604.0
157,2019-01-07 13:00:00,37.96,0.0,7555.0,56067.0,216.0,7915.0,1598.0,2005.0,603.0
158,2019-01-07 14:00:00,39.0,0.0,7575.0,56049.0,215.0,6372.0,1000.0,2302.0,588.0
159,2019-01-07 15:00:00,39.22,0.0,7571.0,56230.0,215.0,6132.0,368.0,2526.0,599.0
160,2019-01-07 16:00:00,38.88,0.0,7656.0,56067.0,216.0,7476.0,113.0,2992.0,601.0
161,2019-01-07 17:00:00,38.78,0.0,7762.0,56079.0,216.0,8005.0,0.0,3647.0,603.0
162,2019-01-07 18:00:00,38.2,0.0,7679.0,56093.0,216.0,7826.0,0.0,4254.0,603.0
163,2019-01-07 19:00:00,38.29,0.0,7579.0,55645.0,216.0,6649.0,0.0,4839.0,603.0
164,2019-01-07 20:00:00,39.16,0.0,7726.0,55739.0,215.0,5518.0,0.0,5429.0,602.0
165,2019-01-07 21:00:00,38.79,0.0,7597.0,55544.0,215.0,4662.0,0.0,6094.0,602.0
166,2019-01-07 22:00:00,38.27,0.0,7494.0,55398.0,215.0,4372.0,0.0,6653.0,601.0
167,2019-01-07 23:00:00,31.97,0.0,6056.0,55259.0,216.0,3787.0,0.0,6916.0,602.0
168,2019-01-08 00:00:00,22.84,13.333333333333334,4066.0,55124.0,217.0,3076.0,0.0,7081.0,604.0
169,2019-01-08 01:00:00,20.03,17.444444444444446,3455.0,54738.0,217.0,2787.0,0.0,7077.0,606.0
170,2019-01-08 02:00:00,19.97,16.14814814814815,3306.0,52259.0,217.0,2727.0,0.0,7138.0,610.0
171,2019-01-08 03:00:00,20.59,14.049382716049385,3402.0,51657.0,217.0,2714.0,0.0,7313.0,611.0
172,2019-01-08 04:00:00,22.36,13.34979423868313,3842.0,53117.0,216.0,2878.0,0.0,7279.0,609.0
173,2019-01-08 05:00:00,29.56,12.78326474622771,5485.0,54817.0,216.0,3981.0,0.0,6820.0,608.0
174,2019-01-08 06:00:00,36.21,12.594421582075904,7185.0,55397.0,216.0,6217.0,0.0,6468.0,600.0
175,2019-01-08 07:00:00,38.35,12.8648071940253,7750.0,55440.0,215.0,6996.0,136.0,6155.0,597.0
176,2019-01-08 08:00:00,39.57,12.621602398008434,8020.0,55511.0,216.0,6775.0,398.0,5914.0,597.0
177,2019-01-08 09:00:00,38.95,12.873867466002812,7887.0,55446.0,215.0,6734.0,791.0,5724.0,596.0
178,2019-01-08 10:00:00,39.16,12.624622488667605,7957.0,55456.0,216.0,6611.0,1178.0,5630.0,602.0
179,2019-01-08 11:00:00,38.02,12.8748741628892,7738.0,55489.0,216.0,6433.0,1394.0,5976.0,613.0
180,2019-01-08 12:00:00,37.26,12.6249580542964,7526.0,55491.0,217.0,6155.0,1322.0,6016.0,607.0
181,2019-01-08 13:00:00,37.18,12.541652684765468,7466.0,55447.0,217.0,6294.0,1135.0,5742.0,608.0
182,2019-01-08 14:00:00,38.16,12.180550894921822,7612.0,55403.0,217.0,6082.0,675.0,5747.0,605.0
183,2019-01-08 15:00:00,38.01,12.726850298307276,7542.0,55511.0,217.0,6185.0,307.0,5603.0,605.0
184,2019-01-08 16:00:00,37.74,13.242283432769092,7518.0,55510.0,217.0,6764.0,132.0,5545.0,611.0
185,2019-01-08 17:00:00,38.18,13.414094477589698,7723.0,55379.0,217.0,7681.0,0.0,5790.0,622.0
186,2019-01-08 18:00:00,38.74,13.471364825863231,7864.0,55258.0,218.0,7796.0,0.0,5879.0,625.0
187,2019-01-08 19:00:00,38.78,13.490454941954413,7777.0,55240.0,217.0,7199.0,0.0,5673.0,624.0
188,2019-01-08 20:00:00,39.01,13.496818313984804,7723.0,55313.0,217.0,6101.0,0.0,5784.0,618.0
189,2019-01-08 21:00:00,39.92,13.1656061046616,7834.0,55342.0,217.0,5325.0,0.0,5724.0,611.0
190,2019-01-08 22:00:00,39.47,13.388535368220532,7688.0,55179.0,216.0,5047.0,0.0,5801.0,610.0
191,2019-01-08 23:00:00,33.3,20.097133842055133,6308.0,55154.0,216.0,5089.0,0.0,5775.0,612.0
192,2019-01-09 00:00:00,28.69,40.0,5223.0,55058.0,216.0,4375.0,0.0,5953.0,612.0
193,2019-01-09 01:00:00,28.42,39.0,5077.0,54674.0,217.0,3294.0,0.0,6318.0,612.0
194,2019-01-09 02:00:00,25.91,31.0,4513.0,53861.0,217.0,3157.0,0.0,6374.0,613.0
195,2019-01-09 03:00:00,26.06,26.0,4593.0,54337.0,217.0,3087.0,0.0,6476.0,614.0
196,2019-01-09 04:00:00,26.69,26.0,4779.0,54678.0,217.0,3347.0,0.0,6624.0,614.0
197,2019-01-09 05:00:00,32.53,25.0,6153.0,55421.0,217.0,4193.0,0.0,6654.0,622.0
198,2019-01-09 06:00:00,39.0,25.0,7813.0,55595.0,216.0,6081.0,0.0,6519.0,618.0
199,2019-01-09 07:00:00,40.16,26.0,8227.0,55697.0,217.0,7349.0,156.0,6192.0,617.0
200,2019-01-09 08:00:00,40.15,25.0,8273.0,55708.0,217.0,7688.0,560.0,5813.0,623.0
201,2019-01-09 09:00:00,39.95,26.0,8292.0,55728.0,217.0,7616.0,1381.0,5618.0,626.0
202,2019-01-09 10:00:00,39.48,25.0,8199.0,55700.0,217.0,6988.0,2275.0,5522.0,623.0
203,2019-01-09 11:00:00,38.8,26.0,8065.0,55618.0,217.0,6540.0,2721.0,5879.0,623.0
204,2019-01-09 12:00:00,39.11,25.0,8129.0,55615.0,217.0,6270.0,2439.0,6326.0,618.0
205,2019-01-09 13:00:00,39.5,25.0,8108.0,55669.0,217.0,5799.0,1794.0,6424.0,614.0
206,2019-01-09 14:00:00,40.46,24.0,8191.0,55686.0,217.0,5595.0,1106.0,6103.0,618.0
207,2019-01-09 15:00:00,40.19,26.0,8041.0,55714.0,216.0,5706.0,441.0,5935.0,619.0
208,2019-01-09 16:00:00,41.33,27.0,8351.0,55750.0,216.0,6646.0,150.0,5621.0,619.0
209,2019-01-09 17:00:00,40.97,27.0,8409.0,55746.0,217.0,8110.0,0.0,5460.0,619.0
210,2019-01-09 18:00:00,41.07,27.0,8468.0,55745.0,216.0,8337.0,0.0,5506.0,621.0
211,2019-01-09 19:00:00,40.69,27.0,8329.0,55735.0,216.0,7825.0,0.0,5650.0,618.0
212,2019-01-09 20:00:00,41.89,27.0,8385.0,55524.0,216.0,6300.0,0.0,5568.0,617.0
213,2019-01-09 21:00:00,41.91,26.0,8245.0,54686.0,217.0,6295.0,0.0,5269.0,619.0
214,2019-01-09 22:00:00,40.17,27.0,7755.0,54198.0,216.0,6218.0,0.0,5089.0,620.0
215,2019-01-09 23:00:00,40.75,27.0,7677.0,54162.0,217.0,4761.0,0.0,4908.0,618.0
216,2019-01-10 00:00:00,41.88,26.0,7734.0,54358.0,217.0,3458.0,0.0,4499.0,620.0
217,2019-01-10 01:00:00,42.01,26.0,7714.0,54179.0,217.0,3475.0,0.0,4266.0,625.0
218,2019-01-10 02:00:00,41.74,25.0,7664.0,54462.0,217.0,3416.0,0.0,4085.0,627.0
219,2019-01-10 03:00:00,41.05,26.0,7541.0,54644.0,218.0,3550.0,0.0,4002.0,629.0
220,2019-01-10 04:00:00,41.7,26.0,7728.0,54794.0,218.0,3727.0,0.0,4048.0,628.0
221,2019-01-10 05:00:00,43.48,39.0,8353.0,54991.0,217.0,5777.0,0.0,3781.0,628.0
222,2019-01-10 06:00:00,44.3,176.0,8479.0,54959.0,320.0,8514.0,0.0,3695.0,630.0
223,2019-01-10 07:00:00,45.99,253.0,8567.0,54968.0,704.0,10582.0,168.0,3450.0,629.0
224,2019-01-10 08:00:00,49.63,416.0,8605.0,54950.0,1206.0,10772.0,741.0,3066.0,633.0
225,2019-01-10 09:00:00,50.78,504.0,8660.0,54965.0,1300.0,10523.0,1832.0,2617.0,631.0
226,2019-01-10 10:00:00,51.16,509.0,8699.0,54987.0,1311.0,9748.0,2765.0,2232.0,634.0
227,2019-01-10 11:00:00,51.89,602.0,8656.0,55065.0,1293.0,9136.0,3184.0,2089.0,633.0
228,2019-01-10 12:00:00,50.26,663.0,8649.0,55074.0,826.0,9354.0,3010.0,2157.0,632.0
229,2019-01-10 13:00:00,46.97,669.0,8428.0,55030.0,218.0,9254.0,2539.0,2333.0,630.0
230,2019-01-10 14:00:00,48.2,696.0,8512.0,55005.0,217.0,8934.0,1731.0,2417.0,629.0
231,2019-01-10 15:00:00,49.94,788.0,8600.0,55004.0,218.0,9257.0,696.0,2293.0,630.0
232,2019-01-10 16:00:00,50.79,894.0,8692.0,55030.0,218.0,10550.0,155.0,2275.0,632.0
233,2019-01-10 17:00:00,50.55,921.0,8673.0,55060.0,218.0,11283.0,0.0,2288.0,634.0
234,2019-01-10 18:00:00,50.56,918.0,8641.0,55113.0,217.0,10945.0,0.0,2303.0,632.0
235,2019-01-10 19:00:00,50.87,811.0,8525.0,54835.0,217.0,8486.0,0.0,2352.0,632.0
236,2019-01-10 20:00:00,49.59,669.0,8256.0,54629.0,216.0,6987.0,0.0,2226.0,632.0
237,2019-01-10 21:00:00,50.4,752.0,8193.0,54755.0,217.0,6593.0,0.0,2096.0,633.0
238,2019-01-10 22:00:00,49.87,686.0,8129.0,55132.0,217.0,5723.0,0.0,2007.0,632.0
239,2019-01-10 23:00:00,49.78,682.0,7914.0,54828.0,216.0,4833.0,0.0,1894.0,635.0
240,2019-01-11 00:00:00,50.46,710.0,7816.0,54799.0,216.0,3800.0,0.0,1765.0,634.0
241,2019-01-11 01:00:00,51.5,854.0,7656.0,54567.0,216.0,3696.0,0.0,1682.0,635.0
242,2019-01-11 02:00:00,53.53,996.0,7744.0,54300.0,216.0,3738.0,0.0,1674.0,636.0
243,2019-01-11 03:00:00,54.18,1092.0,7684.0,54379.0,216.0,3708.0,0.0,1696.0,636.0
244,2019-01-11 04:00:00,54.91,1142.0,7705.0,54291.0,215.0,3676.0,0.0,1657.0,633.0
245,2019-01-11 05:00:00,58.37,1193.0,8119.0,54584.0,564.0,4152.0,0.0,1676.0,633.0
246,2019-01-11 06:00:00,60.11,1199.0,8340.0,54826.0,1128.0,6103.0,0.0,1889.0,632.0
247,2019-01-11 07:00:00,59.67,1222.0,8604.0,54888.0,1127.0,7959.0,171.0,1987.0,630.0
248,2019-01-11 08:00:00,55.36,1182.0,8693.0,54843.0,282.0,8045.0,723.0,2001.0,628.0
