datetime,param,level,latitude,longitude,Analysis,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst,99 hr fcst,102 hr fcst,105 hr fcst,108 hr fcst,111 hr fcst,114 hr fcst,117 hr fcst,120 hr fcst,123 hr fcst,126 hr fcst,129 hr fcst,132 hr fcst,135 hr fcst,138 hr fcst,141 hr fcst,144 hr fcst,147 hr fcst,150 hr fcst,153 hr fcst,156 hr fcst,159 hr fcst,162 hr fcst,165 hr fcst,168 hr fcst
2022-07-01 00:00:00,TMP,2 m above ground,49.5,2.5,284.3013059285067,283.7340250059619,285.2521901464557,289.1392489764805,291.9435112962494,292.3232954224452,291.17522597545803,286.35989128748554,284.4952165744124,283.5791260682747,287.40070903851824,293.06892307864075,296.0055637996819,296.9321056918811,294.6987752107646,288.84345762609826,286.59187119716603,285.19906383993487,288.6178443072174,293.44194914101564,295.86943153131506,295.684765572085,293.0135148547166,286.74793226834527,284.86558890564606,284.15929449972356,287.7283617550024,292.54948513640625,295.34776054865245,296.28482028745486,293.8075395192849,285.23197843737245,284.26214676321763,288.409149501205,293.42603823363044,295.96679658249826,296.4359922617803,293.63137185036544,287.24778834848314,284.88010451452885,284.1936688156769,288.3748598966157,293.7101938313955,296.2098152632782,296.8339241551237,294.8716880256099,289.35656924818454,288.30476125790585,287.86290983603413,289.70653448206167,293.0060402390401,294.3323185049449,295.23539913024996,293.8920576397443,288.8268278456466,287.38289071827376,285.43562701666303
2022-07-01 06:00:00,TMP,2 m above ground,49.5,2.5,289.66641557972946,292.44838060333257,292.7646626334308,291.4741450346753,286.6381417585287,284.7214839564957,283.7792780154883,287.54529260038356,293.33820742118763,296.3600674780404,297.28132045581356,294.92335901651836,288.8610042128779,286.541589819631,285.10240890049994,288.54382614483836,293.3034768722325,295.6469184713843,295.8356506482145,293.15494304606733,286.9178627639584,284.9886316025453,284.0875417958324,287.9138582922326,292.89172960195987,295.72553600031995,296.63055626790276,293.94151546614137,287.3427159382044,285.0849627914872,288.13951011467657,293.08167924936527,295.62688471438844,296.04542531128106,293.5890332049797,287.2536555441981,285.37231005809565,284.86360380152564,288.71613441494503,292.4954370292939,293.55953259781904,294.10883540924715,292.3378706137664,289.2519232467134,288.4284872741538,287.26051792441154,289.04120808639186,293.6717744816308,296.4634993885144,296.7517082335735,295.651059646411,290.5870756866712,289.7226226733909,288.45919968485964,290.05235050114425,292.0559926036182,292.1467420709454
2022-07-01 12:00:00,TMP,2 m above ground,49.5,2.5,290.9608240395381,286.147037216072,284.3094115096904,283.4126608346853,287.15974565567194,292.9094670055596,295.9992288511453,296.9933662062456,294.6470563777839,288.66495655857307,286.4730652459249,285.04876555162366,288.4791119898324,293.20637993713115,295.71077524490784,295.7464727174189,293.0261032546126,286.8286024688631,284.8489902891624,283.93426773058655,287.5428680849988,292.54114994880626,294.94311123407033,295.5838260435671,292.8826665502638,286.6531184584679,284.6004760495024,283.6474903242486,287.5088219968382,294.76761895461516,295.22560637790036,292.8278372353367,286.25625044135575,284.1708498323536,283.50268898112637,287.8709730718806,293.204690252865,295.6685436220364,295.49839297221683,293.82161165074206,289.94096749678806,289.20889428692163,289.00243063252975,289.15664736160437,290.84119894007137,292.99555114564595,293.4886497403317,291.98278341512633,286.61468213350247,284.4761120296956,284.1001979387072,287.510621806245,292.71689168309763,294.87875940054596,290.9490190456596,285.96817670634186,284.33895854057783
2022-07-01 18:00:00,TMP,2 m above ground,49.5,2.5,283.3777782734655,287.1206638550303,292.7071633050185,295.80885757621905,296.72768720123395,294.4292624872529,288.23626329821457,286.1181055413187,284.9195162153287,288.3835066647848,293.1222544038243,295.7585558228193,295.84146921542253,293.16124389079096,287.07157288987685,285.0204626150314,284.2908186828681,287.77005905199314,292.7092041813008,295.5246950019824,296.25874412244843,293.3766542844912,286.9249568354816,284.91263823374544,284.13082157264216,287.91114042750627,292.5285422497649,295.13941613257504,292.6717089564787,286.1804392752223,283.5705812566182,282.42877232347655,286.779269400182,292.7191009354525,295.71011571949464,296.0304825177906,293.79840905557336,287.95303630880755,285.82069782418336,284.972971770631,288.2874204578294,293.87385970095204,297.1539788251017,297.71727703982924,295.29201673732416,288.8489133717897,285.8544383314796,284.20697391473556,287.36577056520497,293.0022189091249,296.8315297674743,297.76678377097153,295.5304818551019,284.40978367764694,283.50619472870676,287.26921851137945,292.7999133951356
2022-07-02 00:00:00,TMP,2 m above ground,49.5,2.5,295.73888562489856,296.67218738304905,294.4833203596129,288.2646789855009,286.27103549939034,285.1233438377228,288.5692972850554,293.1682447145865,295.7490546693273,295.30620582605474,292.6662123792591,286.6948106905745,284.8081102859562,284.07946602043717,287.662963428426,292.6620806151665,295.44456974188483,296.1780445621482,293.68253851700644,287.26649545386226,285.3438354488203,284.62544824921486,288.2413999644416,292.73646000189785,294.40390033855977,294.6322498807037,292.35583518000493,284.11174565209285,282.9833158172204,286.83245511980965,291.76393643867493,294.3438161727899,294.7832356769483,293.30079360599103,289.36330578326954,288.63842939876713,288.5301113065444,288.61819039200617,289.65226028505083,291.7034475593546,292.60003128603057,290.78210676274705,286.4842953520665,284.88028940687957,285.32999025443894,287.524649667075,290.4392136897038,294.18147099780106,295.5347154957221,293.42669763928336,287.86062748258723,285.6295648612142,287.50796986864975,293.19741127016755,296.061147461226,296.90974747423195,294.5672487381772
2022-07-02 06:00:00,TMP,2 m above ground,49.5,2.5,288.9641890080211,287.3058431298719,285.96694301412765,288.7927301893202,293.2942221995363,295.5006247507047,295.07233442667126,292.85317191135607,286.9390501423393,284.855916574221,284.0232876871129,287.75473830271864,292.85714639742656,295.4878455791936,296.19478643165445,293.70643050196895,287.1853831834922,285.1471911718879,284.3571948396399,288.2228531262964,293.16609738200987,295.0059398057724,295.0247151468176,292.45932439956846,286.0720902385296,283.4896479076932,286.2917168773148,291.42039686132637,294.783720225704,295.30952988011575,293.66464511707966,288.9540546079546,287.05359518593946,286.5255356899471,289.59300148706313,292.25390137524766,292.73343392305526,293.1062520867149,291.5592447135407,287.2815145878001,285.44664426268184,284.454801349313,287.379588588949,293.05972811591266,296.8723364890792,297.84239141926435,295.84618882992294,289.04380505184713,286.82765010041567,285.8254898296019,288.9078748376681,295.87701196118735,296.6295550621063,294.57449687919654,288.6935436932137,286.8957939028337,285.4835040789809
2022-07-02 12:00:00,TMP,2 m above ground,49.5,2.5,288.51917493750494,293.0448961218034,295.41681253861015,294.80413590326077,292.83608067303487,286.69259212394707,284.71543698696576,283.9581927377241,287.76829691842295,293.02798426364484,295.788215445148,296.74351367418217,294.12349172385757,287.39476112141745,285.23852718846246,284.39971312441935,288.30746491996183,293.3493258163627,295.81063602236367,295.86826218805015,292.8792096331722,286.51064470093377,283.9019936733305,283.2623329055868,287.09126915521415,294.9893586485291,295.0988837093493,293.49659283583026,289.412359629757,288.5278247561081,288.4508501909563,289.7973245462879,291.91635237880547,294.25771100196994,295.1210594273864,293.5429356021244,288.58988763516015,286.26357664441366,285.4734435415213,288.92835614395676,294.69898724690756,297.34383232750923,297.71916246097686,294.48538395036076,288.2649532378666,285.7580242330438,284.38787234975564,286.944857513057,292.16411599946457,296.2060228983988,294.64759084490504,288.5991361515486,286.54016764425216,285.0524015229193,288.2759693806661,292.8523839985915,294.99954712745955
2022-07-02 18:00:00,TMP,2 m above ground,49.5,2.5,294.58467120595395,292.72121980124507,286.66798484455114,284.7755316177901,283.9346784889833,287.7417463397604,292.8055421310661,295.66627617254466,296.6540107722651,294.1111588610604,287.42420260805443,285.296463886068,284.35482231436083,288.1992944499744,293.1554334618324,295.33871901051606,295.4296378435582,292.4124055163232,286.23008593583563,284.0660628831637,283.2639957373551,287.14758853456044,292.3376423525972,294.9638229854915,293.6047484855864,288.22024489031236,286.2543422356807,285.4899996976582,288.5223667020082,293.6164355946453,296.2383400498228,296.6680456261005,294.62396586834126,288.7776907384419,286.84526767407056,286.3280752473966,289.5306263057426,295.0383109924533,297.4060004947445,296.51335646266847,292.76643300022977,286.29501170028544,283.98876808584663,283.0623601192309,286.64270180986347,290.73724838753276,292.71888171917243,293.72577198757045,291.1949401465446,287.056242876512,285.8852820138965,288.6456518178185,293.0810015902048,295.301426342177,295.05042793890925,292.8599594415172,286.77986625552944
2022-07-03 00:00:00,TMP,2 m above ground,49.5,2.5,284.71975237030983,283.87070431171355,287.7072809617967,292.7996001489989,295.61092989293,296.4335343783678,293.80547148003427,287.2171627113326,285.13609248710327,284.24121140401064,288.19562101924816,293.45431013020595,295.793432589742,295.85825394650425,292.6364785689961,286.46572130502466,283.5428235721435,282.2454127067156,286.14878731341184,291.61384098715246,294.8749325257811,295.729054864821,293.8441758710502,287.2544154898749,287.3493008286496,289.57757817582547,292.46464911672933,292.0161961778102,291.7232497752472,291.16064647738045,287.48624725066543,284.86473636209223,283.85366159837906,286.79956051003404,292.1013834875249,295.92993559324407,297.00004823655627,295.03935509182094,288.59115797640686,286.19096047135463,284.89379282830333,287.56096720339133,292.4254417314848,294.9521506789414,294.8637011264199,292.0276830008365,286.7022997311085,284.8252682248958,288.63786242290075,293.0573808962454,295.13800073540716,295.0650936292047,292.9159457360155,286.6969180900773,284.6566290143672,283.79045966866636,287.741503976358
2022-07-03 06:00:00,TMP,2 m above ground,49.5,2.5,292.8880547117405,295.6330551040246,296.44347269959366,293.88121083262195,287.24972094544,285.07742956639026,284.15001163690863,288.0362852497306,293.162260242079,295.5129167603697,295.50522145597284,292.43975396006795,286.0207326640585,283.12110516793655,281.95576091784346,285.96174097466866,291.47040065010606,294.8268298932673,295.64797741739346,293.6783032216267,288.5203918903542,286.4189764196793,289.4194075493501,293.30800592401795,294.11583115743787,293.7188062874286,291.7942102128973,286.8268603013487,284.7005155682607,284.1279181240254,287.2302419005037,292.4881695659502,296.4007059940403,297.00148207464815,294.83238890678257,288.47678550249344,285.41656172770877,284.3864255873328,287.13757468801015,291.194680225348,293.2148961609895,293.3148283388391,291.16154866447243,286.3854411753352,284.6931308930472,284.69632573685976,287.36568267172817,294.8627355750648,294.62366497030837,292.54873617858425,286.33458182204174,284.3154978583927,283.48115875059796,287.3372322648215,292.5436283542524,295.34010018628175,296.3362104035551
