UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-01-01 00:00:00,1820.0,360.0,2167.0,66.0,0.0,49.0,23.0
2023-01-01 01:00:00,1661.0,359.0,2167.0,67.0,0.0,51.0,24.0
2023-01-01 02:00:00,1661.0,360.0,2168.0,67.0,0.0,55.0,24.0
2023-01-01 03:00:00,1650.0,361.0,2167.0,67.0,0.0,52.0,25.0
2023-01-01 04:00:00,1658.0,360.0,2168.0,80.0,0.0,52.0,25.0
2023-01-01 05:00:00,1655.0,359.0,2168.0,78.0,0.0,49.0,25.0
2023-01-01 06:00:00,1651.0,360.0,2167.0,87.0,40.0,47.0,24.0
2023-01-01 07:00:00,1652.0,356.0,2169.0,97.0,162.0,45.0,23.0
2023-01-01 08:00:00,1652.0,356.0,2167.0,109.0,273.0,28.0,24.0
2023-01-01 09:00:00,1652.0,353.0,2167.0,104.0,342.0,22.0,24.0
2023-01-01 10:00:00,1656.0,360.0,2167.0,101.0,360.0,30.0,24.0
2023-01-01 11:00:00,1652.0,360.0,2168.0,101.0,338.0,28.0,23.0
2023-01-01 12:00:00,1654.0,360.0,2166.0,96.0,266.0,40.0,22.0
2023-01-01 13:00:00,1653.0,359.0,2166.0,83.0,140.0,49.0,24.0
2023-01-01 14:00:00,1653.0,360.0,2166.0,148.0,24.0,52.0,24.0
2023-01-01 15:00:00,1782.0,354.0,2165.0,364.0,0.0,58.0,24.0
2023-01-01 16:00:00,1748.0,354.0,2165.0,487.0,0.0,60.0,23.0
2023-01-01 17:00:00,1788.0,357.0,2166.0,444.0,0.0,71.0,24.0
2023-01-01 18:00:00,1707.0,359.0,2166.0,254.0,0.0,191.0,37.0
2023-01-01 19:00:00,1736.0,357.0,2166.0,184.0,0.0,195.0,35.0
2023-01-01 20:00:00,1827.0,356.0,2168.0,152.0,0.0,163.0,35.0
2023-01-01 21:00:00,1911.0,357.0,2165.0,88.0,0.0,181.0,35.0
2023-01-01 22:00:00,1880.0,358.0,2165.0,82.0,0.0,178.0,36.0
2023-01-01 23:00:00,1830.0,359.0,2165.0,110.0,0.0,160.0,36.0
2023-01-02 00:00:00,1837.0,358.0,2166.0,99.0,0.0,183.0,36.0
2023-01-02 01:00:00,1819.0,359.0,2166.0,78.0,0.0,198.0,35.0
2023-01-02 02:00:00,1855.0,359.0,2167.0,80.0,0.0,144.0,36.0
2023-01-02 03:00:00,1906.0,359.0,2166.0,80.0,0.0,133.0,36.0
2023-01-02 04:00:00,1915.0,360.0,2166.0,169.0,0.0,135.0,37.0
2023-01-02 05:00:00,1951.0,361.0,2167.0,262.0,2.0,112.0,37.0
2023-01-02 06:00:00,2155.0,362.0,2167.0,259.0,94.0,115.0,37.0
2023-01-02 07:00:00,2229.0,362.0,2167.0,275.0,364.0,118.0,37.0
2023-01-02 08:00:00,2142.0,360.0,2167.0,233.0,637.0,101.0,37.0
2023-01-02 09:00:00,1992.0,360.0,2168.0,280.0,779.0,110.0,36.0
2023-01-02 10:00:00,1997.0,360.0,2167.0,135.0,827.0,104.0,37.0
2023-01-02 11:00:00,1885.0,362.0,2166.0,104.0,780.0,93.0,39.0
2023-01-02 12:00:00,1879.0,360.0,2166.0,105.0,594.0,135.0,38.0
2023-01-02 13:00:00,1922.0,361.0,2166.0,145.0,295.0,140.0,37.0
2023-01-02 14:00:00,2053.0,365.0,2166.0,445.0,47.0,153.0,39.0
2023-01-02 15:00:00,2120.0,364.0,2166.0,864.0,0.0,158.0,38.0
2023-01-02 16:00:00,2147.0,363.0,2165.0,1098.0,0.0,189.0,35.0
2023-01-02 17:00:00,2175.0,367.0,2167.0,1056.0,0.0,234.0,36.0
2023-01-02 18:00:00,2252.0,366.0,2167.0,878.0,0.0,287.0,36.0
2023-01-02 19:00:00,2306.0,367.0,2167.0,638.0,0.0,295.0,35.0
2023-01-02 20:00:00,2152.0,368.0,2166.0,515.0,0.0,314.0,37.0
2023-01-02 21:00:00,1906.0,366.0,2168.0,198.0,0.0,268.0,36.0
2023-01-02 22:00:00,2018.0,363.0,2168.0,125.0,0.0,265.0,35.0
2023-01-02 23:00:00,1844.0,366.0,2168.0,83.0,0.0,249.0,35.0
2023-01-03 00:00:00,1872.0,367.0,2167.0,73.0,0.0,198.0,36.0
2023-01-03 01:00:00,1911.0,365.0,2166.0,74.0,0.0,151.0,36.0
2023-01-03 02:00:00,1963.0,366.0,2166.0,76.0,0.0,125.0,35.0
2023-01-03 03:00:00,2067.0,368.0,2166.0,76.0,0.0,94.0,35.0
2023-01-03 04:00:00,2272.0,369.0,2166.0,81.0,0.0,67.0,34.0
2023-01-03 05:00:00,2563.0,368.0,2166.0,162.0,1.0,48.0,36.0
