OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW
2020-01-01,8,0,2020-01-01T15:00:00-00:00,2020-01-01T16:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,574.5
2020-01-01,9,0,2020-01-01T16:00:00-00:00,2020-01-01T17:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,143.85
2020-01-01,9,0,2020-01-01T16:00:00-00:00,2020-01-01T17:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,672.23
2020-01-01,10,0,2020-01-01T17:00:00-00:00,2020-01-01T18:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,125.8
2020-01-01,10,0,2020-01-01T17:00:00-00:00,2020-01-01T18:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,882.72
2020-01-01,11,0,2020-01-01T18:00:00-00:00,2020-01-01T19:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,105.71
2020-01-01,11,0,2020-01-01T18:00:00-00:00,2020-01-01T19:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,984.59
2020-01-01,12,0,2020-01-01T19:00:00-00:00,2020-01-01T20:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,102.8
2020-01-01,12,0,2020-01-01T19:00:00-00:00,2020-01-01T20:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1170.3
2020-01-01,13,0,2020-01-01T20:00:00-00:00,2020-01-01T21:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,101.8
2020-01-01,13,0,2020-01-01T20:00:00-00:00,2020-01-01T21:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1648.49
2020-01-01,14,0,2020-01-01T21:00:00-00:00,2020-01-01T22:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,107.41
2020-01-01,14,0,2020-01-01T21:00:00-00:00,2020-01-01T22:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2068.46
2020-01-01,15,0,2020-01-01T22:00:00-00:00,2020-01-01T23:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,105.85
2020-01-01,15,0,2020-01-01T22:00:00-00:00,2020-01-01T23:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2302.85
2020-01-01,16,0,2020-01-01T23:00:00-00:00,2020-01-02T00:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,94.82
2020-01-01,16,0,2020-01-01T23:00:00-00:00,2020-01-02T00:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2425.38
2020-01-01,17,0,2020-01-02T00:00:00-00:00,2020-01-02T01:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,87.35
2020-01-01,17,0,2020-01-02T00:00:00-00:00,2020-01-02T01:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2503.8
2020-01-01,18,0,2020-01-02T01:00:00-00:00,2020-01-02T02:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,82.56
2020-01-01,18,0,2020-01-02T01:00:00-00:00,2020-01-02T02:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2529.27
2020-01-01,19,0,2020-01-02T02:00:00-00:00,2020-01-02T03:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,90.54
2020-01-01,19,0,2020-01-02T02:00:00-00:00,2020-01-02T03:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2497.02
2020-01-01,20,0,2020-01-02T03:00:00-00:00,2020-01-02T04:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,104.21
2020-01-01,20,0,2020-01-02T03:00:00-00:00,2020-01-02T04:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2425.24
2020-01-01,21,0,2020-01-02T04:00:00-00:00,2020-01-02T05:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,109.52
2020-01-01,21,0,2020-01-02T04:00:00-00:00,2020-01-02T05:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2328.81
2020-01-01,22,0,2020-01-02T05:00:00-00:00,2020-01-02T06:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,124.85
2020-01-01,22,0,2020-01-02T05:00:00-00:00,2020-01-02T06:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2223.98
2020-01-01,23,0,2020-01-02T06:00:00-00:00,2020-01-02T07:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,138.89
2020-01-01,23,0,2020-01-02T06:00:00-00:00,2020-01-02T07:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2161.65
2020-01-01,24,0,2020-01-02T07:00:00-00:00,2020-01-02T08:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,125.82
2020-01-01,24,0,2020-01-02T07:00:00-00:00,2020-01-02T08:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2160.36
2020-01-02,1,0,2020-01-02T08:00:00-00:00,2020-01-02T09:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,94.13
2020-01-02,1,0,2020-01-02T08:00:00-00:00,2020-01-02T09:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2290.29
2020-01-02,2,0,2020-01-02T09:00:00-00:00,2020-01-02T10:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,85.44
2020-01-02,2,0,2020-01-02T09:00:00-00:00,2020-01-02T10:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2179.96
2020-01-02,3,0,2020-01-02T10:00:00-00:00,2020-01-02T11:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,70.85
2020-01-02,3,0,2020-01-02T10:00:00-00:00,2020-01-02T11:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,2035.39
2020-01-02,4,0,2020-01-02T11:00:00-00:00,2020-01-02T12:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,64.4
2020-01-02,4,0,2020-01-02T11:00:00-00:00,2020-01-02T12:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1862.76
2020-01-02,5,0,2020-01-02T12:00:00-00:00,2020-01-02T13:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,69.58
2020-01-02,5,0,2020-01-02T12:00:00-00:00,2020-01-02T13:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1574.54
2020-01-02,6,0,2020-01-02T13:00:00-00:00,2020-01-02T14:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,74.67
2020-01-02,6,0,2020-01-02T13:00:00-00:00,2020-01-02T14:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1353.64
2020-01-02,7,0,2020-01-02T14:00:00-00:00,2020-01-02T15:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,87.63
2020-01-02,7,0,2020-01-02T14:00:00-00:00,2020-01-02T15:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1314.54
2020-01-02,8,0,2020-01-02T15:00:00-00:00,2020-01-02T16:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,97.95
2020-01-02,8,0,2020-01-02T15:00:00-00:00,2020-01-02T16:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,1271.16
2020-01-02,9,0,2020-01-02T16:00:00-00:00,2020-01-02T17:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,102.65
2020-01-02,9,0,2020-01-02T16:00:00-00:00,2020-01-02T17:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,991.52
2020-01-02,10,0,2020-01-02T17:00:00-00:00,2020-01-02T18:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,104.2
2020-01-02,10,0,2020-01-02T17:00:00-00:00,2020-01-02T18:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,633.02
2020-01-02,11,0,2020-01-02T18:00:00-00:00,2020-01-02T19:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,85.44
2020-01-02,11,0,2020-01-02T18:00:00-00:00,2020-01-02T19:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,399.9
2020-01-02,12,0,2020-01-02T19:00:00-00:00,2020-01-02T20:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,61.5
2020-01-02,12,0,2020-01-02T19:00:00-00:00,2020-01-02T20:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,275.84
2020-01-02,13,0,2020-01-02T20:00:00-00:00,2020-01-02T21:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,44.16
2020-01-02,13,0,2020-01-02T20:00:00-00:00,2020-01-02T21:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,236.84
2020-01-02,14,0,2020-01-02T21:00:00-00:00,2020-01-02T22:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,32.52
2020-01-02,14,0,2020-01-02T21:00:00-00:00,2020-01-02T22:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,212.21
2020-01-02,15,0,2020-01-02T22:00:00-00:00,2020-01-02T23:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,24.37
2020-01-02,15,0,2020-01-02T22:00:00-00:00,2020-01-02T23:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,184.99
2020-01-02,16,0,2020-01-02T23:00:00-00:00,2020-01-03T00:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,20.22
2020-01-02,16,0,2020-01-02T23:00:00-00:00,2020-01-03T00:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,177.61
2020-01-02,17,0,2020-01-03T00:00:00-00:00,2020-01-03T01:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,21.29
2020-01-02,17,0,2020-01-03T00:00:00-00:00,2020-01-03T01:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,154.61
2020-01-02,18,0,2020-01-03T01:00:00-00:00,2020-01-03T02:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,24.91
2020-01-02,18,0,2020-01-03T01:00:00-00:00,2020-01-03T02:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,134.38
2020-01-02,19,0,2020-01-03T02:00:00-00:00,2020-01-03T03:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,24.3
2020-01-02,19,0,2020-01-03T02:00:00-00:00,2020-01-03T03:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,134.63
2020-01-02,20,0,2020-01-03T03:00:00-00:00,2020-01-03T04:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,21.46
2020-01-02,20,0,2020-01-03T03:00:00-00:00,2020-01-03T04:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,112.78
2020-01-02,21,0,2020-01-03T04:00:00-00:00,2020-01-03T05:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,18.84
2020-01-02,21,0,2020-01-03T04:00:00-00:00,2020-01-03T05:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,86.24
2020-01-02,22,0,2020-01-03T05:00:00-00:00,2020-01-03T06:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,14.32
2020-01-02,22,0,2020-01-03T05:00:00-00:00,2020-01-03T06:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,79.68
2020-01-02,23,0,2020-01-03T06:00:00-00:00,2020-01-03T07:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,10.77
2020-01-02,23,0,2020-01-03T06:00:00-00:00,2020-01-03T07:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,75.18
2020-01-02,24,0,2020-01-03T07:00:00-00:00,2020-01-03T08:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,9.58
2020-01-02,24,0,2020-01-03T07:00:00-00:00,2020-01-03T08:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,75.72
2020-01-03,1,0,2020-01-03T08:00:00-00:00,2020-01-03T09:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,26.59
2020-01-03,1,0,2020-01-03T08:00:00-00:00,2020-01-03T09:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,132.81
2020-01-03,2,0,2020-01-03T09:00:00-00:00,2020-01-03T10:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,34.17
2020-01-03,2,0,2020-01-03T09:00:00-00:00,2020-01-03T10:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,127.75
2020-01-03,3,0,2020-01-03T10:00:00-00:00,2020-01-03T11:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,31.93
2020-01-03,3,0,2020-01-03T10:00:00-00:00,2020-01-03T11:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,122.82
2020-01-03,4,0,2020-01-03T11:00:00-00:00,2020-01-03T12:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,24.02
2020-01-03,4,0,2020-01-03T11:00:00-00:00,2020-01-03T12:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,119.44
2020-01-03,5,0,2020-01-03T12:00:00-00:00,2020-01-03T13:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,18.14
2020-01-03,5,0,2020-01-03T12:00:00-00:00,2020-01-03T13:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,124.35
2020-01-03,6,0,2020-01-03T13:00:00-00:00,2020-01-03T14:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,15
2020-01-03,6,0,2020-01-03T13:00:00-00:00,2020-01-03T14:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,130.32
2020-01-03,7,0,2020-01-03T14:00:00-00:00,2020-01-03T15:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,14.81
2020-01-03,7,0,2020-01-03T14:00:00-00:00,2020-01-03T15:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,124.13
2020-01-03,8,0,2020-01-03T15:00:00-00:00,2020-01-03T16:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,15.88
2020-01-03,8,0,2020-01-03T15:00:00-00:00,2020-01-03T16:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,114.19
2020-01-03,9,0,2020-01-03T16:00:00-00:00,2020-01-03T17:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,17.29
2020-01-03,9,0,2020-01-03T16:00:00-00:00,2020-01-03T17:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,99.71
2020-01-03,10,0,2020-01-03T17:00:00-00:00,2020-01-03T18:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,17.22
2020-01-03,10,0,2020-01-03T17:00:00-00:00,2020-01-03T18:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,84.44
2020-01-03,11,0,2020-01-03T18:00:00-00:00,2020-01-03T19:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,14.52
2020-01-03,11,0,2020-01-03T18:00:00-00:00,2020-01-03T19:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,76.31
2020-01-03,12,0,2020-01-03T19:00:00-00:00,2020-01-03T20:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,16.1
2020-01-03,12,0,2020-01-03T19:00:00-00:00,2020-01-03T20:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,65.54
2020-01-03,13,0,2020-01-03T20:00:00-00:00,2020-01-03T21:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,24.5
2020-01-03,13,0,2020-01-03T20:00:00-00:00,2020-01-03T21:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,51.76
2020-01-03,14,0,2020-01-03T21:00:00-00:00,2020-01-03T22:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,33.19
2020-01-03,14,0,2020-01-03T21:00:00-00:00,2020-01-03T22:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,41.59
2020-01-03,15,0,2020-01-03T22:00:00-00:00,2020-01-03T23:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,36.76
2020-01-03,15,0,2020-01-03T22:00:00-00:00,2020-01-03T23:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,39.46
2020-01-03,16,0,2020-01-03T23:00:00-00:00,2020-01-04T00:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,36.81
2020-01-03,16,0,2020-01-03T23:00:00-00:00,2020-01-04T00:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,40.64
2020-01-03,17,0,2020-01-04T00:00:00-00:00,2020-01-04T01:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,43.44
2020-01-03,17,0,2020-01-04T00:00:00-00:00,2020-01-04T01:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,42.72
2020-01-03,18,0,2020-01-04T01:00:00-00:00,2020-01-04T02:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,55.19
2020-01-03,18,0,2020-01-04T01:00:00-00:00,2020-01-04T02:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,57.69
2020-01-03,19,0,2020-01-04T02:00:00-00:00,2020-01-04T03:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,64.32
2020-01-03,19,0,2020-01-04T02:00:00-00:00,2020-01-04T03:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,62.79
2020-01-03,20,0,2020-01-04T03:00:00-00:00,2020-01-04T04:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,76.52
2020-01-03,20,0,2020-01-04T03:00:00-00:00,2020-01-04T04:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,58.95
2020-01-03,21,0,2020-01-04T04:00:00-00:00,2020-01-04T05:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,92.61
2020-01-03,21,0,2020-01-04T04:00:00-00:00,2020-01-04T05:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,56.32
2020-01-03,22,0,2020-01-04T05:00:00-00:00,2020-01-04T06:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,107.97
2020-01-03,22,0,2020-01-04T05:00:00-00:00,2020-01-04T06:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,63.46
2020-01-03,23,0,2020-01-04T06:00:00-00:00,2020-01-04T07:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,127.21
2020-01-03,23,0,2020-01-04T06:00:00-00:00,2020-01-04T07:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,78.4
2020-01-03,24,0,2020-01-04T07:00:00-00:00,2020-01-04T08:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,149.6
2020-01-03,24,0,2020-01-04T07:00:00-00:00,2020-01-04T08:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,101.42
2020-01-04,1,0,2020-01-04T08:00:00-00:00,2020-01-04T09:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,172.66
2020-01-04,1,0,2020-01-04T08:00:00-00:00,2020-01-04T09:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,248.17
2020-01-04,2,0,2020-01-04T09:00:00-00:00,2020-01-04T10:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,211.86
2020-01-04,2,0,2020-01-04T09:00:00-00:00,2020-01-04T10:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,363.96
2020-01-04,3,0,2020-01-04T10:00:00-00:00,2020-01-04T11:00:00-00:00,NP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,230.05
2020-01-04,3,0,2020-01-04T10:00:00-00:00,2020-01-04T11:00:00-00:00,SP15,Wind,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,1,509.93
