UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-01-28 00:00:00,2024-07-17 00:00:00,3.1,3.3893096266742564,276.3152253873548,274.2532068600317,0.0,0.0073279396718274,12028.15731,19274.67539,1947.96885,0.0,0.0,752.00004,1586.53076,12741.16704
2023-01-28 01:00:00,2024-07-17 00:00:00,3.1,4.178564406028662,276.12487520031624,273.1287581547426,0.0,0.007288845769256,12223.79689,20279.95057,1944.06441,0.0,0.0,568.99998,1598.28516,12057.27368
2023-01-28 02:00:00,2024-07-17 00:00:00,3.1,4.178564406028662,276.12487520031624,273.1287581547426,0.0,0.007288845769256,12420.26353,22182.75455,1942.99487,0.0,0.0,473.00001,1596.85199,12027.56325
2023-01-28 03:00:00,2024-07-17 00:00:00,3.1,4.178564406028662,276.12487520031624,273.1287581547426,0.0,0.007288845769256,12563.91695,23538.39322,1945.48689,0.0,0.0,403.00002,1600.97427,12183.27742
2023-01-28 04:00:00,2024-07-17 00:00:00,3.1,4.930420711123291,276.232886854248,273.521998355302,0.0,0.040176545994623,12587.19002,24110.67205,1937.95025,0.0,0.0,329.0,1600.76558,12649.1238
2023-01-28 05:00:00,2024-07-17 00:00:00,3.1,4.930420711123291,276.232886854248,273.521998355302,0.0,0.040176545994623,12602.08759,23869.04184,1943.19602,0.0,0.0,304.99999,1596.08007,13362.33312
2023-01-28 06:00:00,2024-07-17 00:00:00,3.1,4.930420711123291,276.232886854248,273.521998355302,0.0,0.040176545994623,12470.48036,23282.29721,1949.25121,0.0,0.0,318.00001,1527.53846,14872.18934
2023-01-28 07:00:00,2024-07-17 00:00:00,3.1,6.002943411067912,276.7480261734438,273.9633848336548,12.620761513791436,0.0399356522630076,12387.98849,22981.91097,1936.25256,0.0,72.0,316.00001,1576.07804,16809.28385
2023-01-28 08:00:00,2024-07-17 00:00:00,3.1,6.002943411067912,276.7480261734438,273.9633848336548,12.620761513791436,0.0399356522630076,12369.28047,23126.47336,1935.42051,0.0,1538.99997,423.99998,1574.47744,18708.24158
2023-01-28 09:00:00,2024-07-17 00:00:00,3.1,6.002943411067912,276.7480261734438,273.9633848336548,12.620761513791436,0.0399356522630076,12362.78171,23968.36411,1936.94105,0.0,6099.00023,511.99999,1585.80878,19882.89661
2023-01-28 10:00:00,2024-07-17 00:00:00,3.1,7.151546094750675,278.08833580712286,274.75093695083706,62.27004576434826,0.060440093093951,12269.31665,24982.92849,1934.0705,0.0,10870.00005,528.00002,1588.03252,20152.88587
2023-01-28 11:00:00,2024-07-17 00:00:00,3.1,7.151546094750675,278.08833580712286,274.75093695083706,62.27004576434826,0.060440093093951,12337.07274,26687.51199,1933.05399,0.0,12794.0004,525.99999,1577.53248,20433.69495
2023-01-28 12:00:00,2024-07-17 00:00:00,3.1,7.151546094750675,278.08833580712286,274.75093695083706,62.27004576434826,0.060440093093951,12217.63336,28203.138,1930.44356,0.0,12837.99988,605.99998,1562.52716,21094.01524
2023-01-28 13:00:00,2024-07-17 00:00:00,3.1,7.390881476299071,278.2886680768377,275.258330974399,98.85293564252372,0.022153889638668,12006.47107,30054.80666,1901.80749,0.0,11182.00048,909.99998,1576.93046,20645.48466
2023-01-28 14:00:00,2024-07-17 00:00:00,3.1,7.390881476299071,278.2886680768377,275.258330974399,98.85293564252372,0.022153889638668,11921.76463,31566.8089,1897.398,0.0,9439.99973,1339.99996,1572.35502,20099.27245
2023-01-28 15:00:00,2024-07-17 00:00:00,3.1,7.390881476299071,278.2886680768377,275.258330974399,98.85293564252372,0.022153889638668,12006.88525,31601.8747,1904.72971,0.0,5763.99978,1729.99994,1573.35741,19975.779
2023-01-28 16:00:00,2024-07-17 00:00:00,3.1,7.971321536769501,278.2678526533981,275.7264943382431,53.98323596340121,0.0490327317696784,12062.10719,30517.61049,1898.17815,0.0,1347.99996,2118.00007,1581.3986,19706.93319
2023-01-28 17:00:00,2024-07-17 00:00:00,3.1,7.971321536769501,278.2678526533981,275.7264943382431,53.98323596340121,0.0490327317696784,11958.77815,28709.80646,1899.67881,0.0,21.0,2729.99995,1570.17231,19615.60616
2023-01-28 18:00:00,2024-07-17 00:00:00,3.1,7.971321536769501,278.2678526533981,275.7264943382431,53.98323596340121,0.0490327317696784,12015.98169,25874.73788,1904.70822,0.0,0.0,3416.99989,1566.85498,18936.43725
2023-01-28 19:00:00,2024-07-17 00:00:00,3.1,8.82898554833713,278.7650408486273,276.66336545768934,0.0,0.0059185333928167,12110.60129,23246.31699,1935.33365,0.0,0.0,3839.00002,1571.0871,17938.00794
2023-01-28 20:00:00,2024-07-17 00:00:00,3.1,8.82898554833713,278.7650408486273,276.66336545768934,0.0,0.0059185333928167,12128.96632,20902.29917,1910.67883,0.0,0.0,4394.0,1582.4904,17114.17112
2023-01-28 21:00:00,2024-07-17 00:00:00,3.1,8.82898554833713,278.7650408486273,276.66336545768934,0.0,0.0059185333928167,11871.19575,18724.65425,1902.30078,0.0,0.0,5172.00002,1581.28546,16174.68317
2023-01-28 22:00:00,2024-07-17 00:00:00,3.1,9.678097451303206,279.3385071457483,277.6940483525264,0.0,0.030439721732886,11802.92064,18071.061,1928.41122,0.0,0.0,6118.99983,1581.11706,14823.28398
2023-01-28 23:00:00,2024-07-17 00:00:00,3.1,9.678097451303206,279.3385071457483,277.6940483525264,0.0,0.030439721732886,12001.11908,17548.26751,1911.61465,0.0,0.0,5902.00012,1596.2627,13501.55014
2023-01-29 00:00:00,2024-07-17 00:00:00,3.1,9.678097451303206,279.3385071457483,277.6940483525264,0.0,0.030439721732886,11805.31383,22161.48839,1947.96885,0.0,0.0,4781.36971,1582.10635,13336.58585
2023-01-29 01:00:00,2024-07-17 00:00:00,3.1,9.904098129892889,279.60950489794766,277.66485413473333,0.0,0.3192993540691722,12004.70045,21777.86172,1944.06441,0.0,0.0,4824.62596,1593.82301,12735.87701
2023-01-29 02:00:00,2024-07-17 00:00:00,3.1,9.904098129892889,279.60950489794766,277.66485413473333,0.0,0.3192993540691722,12205.42668,21718.72481,1942.99487,0.0,0.0,4907.83863,1592.39883,12768.91228
2023-01-29 03:00:00,2024-07-17 00:00:00,3.1,9.904098129892889,279.60950489794766,277.66485413473333,0.0,0.3192993540691722,12351.14712,21236.30171,1945.48689,0.0,0.0,4913.49867,1596.54619,12841.50957
2023-01-29 04:00:00,2024-07-17 00:00:00,3.1,10.40853241235126,279.22208192877304,276.08858099676166,0.0,0.5642545827028607,12376.0795,20667.70988,1937.95025,0.0,0.0,5058.01236,1596.33773,13174.48225
