UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-03-18 00:00:00,6604.0,9846.0,1864.0,0.0,8.0,4936.0,1500.0,10008.0
2023-03-18 01:00:00,6842.0,8169.0,1864.0,0.0,8.0,4099.0,1479.0,10138.0
2023-03-18 02:00:00,6732.0,6592.0,1864.0,0.0,8.0,3572.0,1493.0,9601.0
2023-03-18 03:00:00,6613.0,6607.0,1864.0,0.0,8.0,3312.0,1510.0,8737.0
2023-03-18 04:00:00,6913.0,6682.0,1864.0,0.0,8.0,3708.0,1522.0,9072.0
2023-03-18 05:00:00,6928.0,7090.0,1864.0,0.0,8.0,3574.0,1509.0,10014.0
2023-03-18 06:00:00,7078.0,6826.0,1864.0,0.0,57.0,4428.0,1500.0,11421.0
2023-03-18 07:00:00,6600.0,6590.0,1864.0,0.0,225.0,3796.0,1495.0,13113.0
2023-03-18 08:00:00,5440.0,6517.0,1864.0,0.0,321.0,3600.0,1493.0,15220.0
2023-03-18 09:00:00,4343.0,5733.0,1864.0,0.0,733.0,3624.0,1550.0,18587.0
2023-03-18 10:00:00,3739.0,5803.0,1864.0,0.0,874.0,3806.0,1579.0,21870.0
2023-03-18 11:00:00,3846.0,6177.0,1860.0,0.0,878.0,3978.0,1593.0,23386.0
2023-03-18 12:00:00,4038.0,6181.0,1860.0,0.0,1057.0,4376.0,1587.0,23348.0
2023-03-18 13:00:00,4309.0,6451.0,1860.0,0.0,751.0,5095.0,1618.0,22703.0
2023-03-18 14:00:00,5181.0,6852.0,1860.0,0.0,521.0,4747.0,1623.0,18640.0
2023-03-18 15:00:00,5937.0,9660.0,1857.0,0.0,220.0,4955.0,1630.0,15114.0
2023-03-18 16:00:00,7145.0,14258.0,1856.0,0.0,78.0,4726.0,1629.0,16980.0
2023-03-18 17:00:00,7238.0,15515.0,1856.0,0.0,25.0,4336.0,1650.0,18023.0
2023-03-18 18:00:00,7270.0,15567.0,1856.0,0.0,8.0,4630.0,1626.0,19469.0
2023-03-18 19:00:00,7282.0,14385.0,1856.0,0.0,8.0,6258.0,1605.0,19107.0
2023-03-18 20:00:00,7256.0,14789.0,1857.0,0.0,8.0,7847.0,1604.0,17474.0
2023-03-18 21:00:00,7197.0,13989.0,1860.0,0.0,8.0,9265.0,1622.0,16801.0
2023-03-18 22:00:00,7103.0,14231.0,1860.0,0.0,8.0,9595.0,1647.0,14959.0
2023-03-18 23:00:00,6972.0,11393.0,1859.0,0.0,8.0,8874.0,1631.0,12390.0
