UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-06-05 00:00:00,0.0,2105.0,282.0,0.0,378.0,315.0,27.0
2023-06-05 01:00:00,0.0,2129.0,220.0,0.0,302.0,317.0,28.0
2023-06-05 02:00:00,0.0,2201.0,160.0,0.0,296.0,316.0,27.0
2023-06-05 03:00:00,0.0,2086.0,305.0,0.0,303.0,307.0,28.0
2023-06-05 04:00:00,0.0,2179.0,453.0,0.0,294.0,300.0,28.0
2023-06-05 05:00:00,0.0,2179.0,1314.0,31.0,302.0,301.0,28.0
2023-06-05 06:00:00,0.0,2225.0,1475.0,254.0,254.0,303.0,28.0
2023-06-05 07:00:00,0.0,2206.0,886.0,662.0,124.0,292.0,28.0
2023-06-05 08:00:00,0.0,1913.0,537.0,1029.0,62.0,289.0,28.0
2023-06-05 09:00:00,0.0,1839.0,471.0,1297.0,32.0,287.0,29.0
2023-06-05 10:00:00,0.0,1783.0,402.0,1469.0,46.0,299.0,28.0
2023-06-05 11:00:00,0.0,1700.0,317.0,1478.0,81.0,314.0,30.0
2023-06-05 12:00:00,0.0,1798.0,257.0,1496.0,112.0,321.0,31.0
2023-06-05 13:00:00,0.0,1848.0,241.0,1423.0,193.0,326.0,31.0
2023-06-05 14:00:00,0.0,1904.0,208.0,1337.0,374.0,326.0,31.0
2023-06-05 15:00:00,0.0,2133.0,83.0,1170.0,509.0,325.0,31.0
2023-06-05 16:00:00,0.0,2225.0,112.0,894.0,608.0,334.0,31.0
2023-06-05 17:00:00,0.0,2267.0,881.0,579.0,565.0,342.0,31.0
2023-06-05 18:00:00,0.0,2282.0,1522.0,239.0,415.0,335.0,31.0
2023-06-05 19:00:00,0.0,2250.0,1773.0,37.0,294.0,336.0,31.0
2023-06-05 20:00:00,0.0,2223.0,1658.0,0.0,258.0,346.0,31.0
2023-06-05 21:00:00,0.0,2136.0,1070.0,0.0,265.0,347.0,31.0
2023-06-05 22:00:00,0.0,2225.0,1066.0,0.0,271.0,347.0,31.0
2023-06-05 23:00:00,0.0,2178.0,886.0,0.0,342.0,351.0,31.0
