Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
40776,2023-08-27 00:00:00,77.04,0.0,942.0,20.0,0.0,3289.0,344.0,11.0
40777,2023-08-27 01:00:00,46.68,0.0,544.0,98.0,0.0,3452.0,342.0,11.0
40778,2023-08-27 02:00:00,28.97,0.0,299.0,100.0,0.0,3286.0,341.0,11.0
40779,2023-08-27 03:00:00,20.19,0.0,187.0,128.0,0.0,3073.0,341.0,11.0
40780,2023-08-27 04:00:00,21.4,0.0,190.0,94.0,0.0,2946.0,339.0,11.0
40781,2023-08-27 05:00:00,21.6,0.0,188.0,124.0,0.0,2853.0,338.0,11.0
40782,2023-08-27 06:00:00,20.89,0.0,184.0,151.0,89.0,2790.0,337.0,11.0
40783,2023-08-27 07:00:00,19.27,0.0,183.0,163.0,516.0,2627.0,342.0,11.0
40784,2023-08-27 08:00:00,17.51,0.0,182.0,58.0,1049.0,2536.0,340.0,10.0
40785,2023-08-27 09:00:00,17.14,0.0,185.0,45.0,1395.0,2390.0,337.0,11.0
40786,2023-08-27 10:00:00,16.83,0.0,184.0,32.0,1645.0,2206.0,344.0,11.0
40787,2023-08-27 11:00:00,16.19,0.0,184.0,24.0,1747.0,2250.0,345.0,10.0
40788,2023-08-27 12:00:00,16.06,0.0,183.0,22.0,1776.0,2237.0,346.0,10.0
40789,2023-08-27 13:00:00,15.75,0.0,183.0,117.0,1755.0,2285.0,349.0,11.0
40790,2023-08-27 14:00:00,15.53,0.0,182.0,26.0,1647.0,2531.0,345.0,11.0
40791,2023-08-27 15:00:00,14.87,0.0,181.0,150.0,1422.0,2818.0,347.0,11.0
40792,2023-08-27 16:00:00,16.01,0.0,181.0,167.0,1075.0,2806.0,338.0,11.0
40793,2023-08-27 17:00:00,34.52,0.0,368.0,210.0,566.0,2642.0,331.0,11.0
40794,2023-08-27 18:00:00,75.49,0.0,736.0,116.0,118.0,2395.0,315.0,11.0
40795,2023-08-27 19:00:00,76.3,0.0,794.0,485.0,1.0,2326.0,316.0,11.0
40796,2023-08-27 20:00:00,77.36,0.0,795.0,397.0,1.0,2363.0,317.0,11.0
40797,2023-08-27 21:00:00,87.6,0.0,799.0,74.0,0.0,2249.0,314.0,11.0
40798,2023-08-27 22:00:00,85.79,0.0,711.0,55.0,0.0,2051.0,312.0,11.0
40799,2023-08-27 23:00:00,70.67,0.0,507.0,46.0,0.0,1863.0,317.0,11.0
