UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-07-30 00:00:00,2024-07-17 00:00:00,3.1,4.298746876228338,291.6262774655171,284.0086459735297,32.83342301892812,0.0,33.16092,1112.85386,94.97848,39.12407,664.95543,303.66557,26.45437
2023-07-30 01:00:00,2024-07-17 00:00:00,3.1,3.750580475851464,290.26657143973307,283.5283489902025,0.0,0.0,31.64852,1078.80047,203.92917,58.64898,676.08368,303.47137,26.59235
2023-07-30 02:00:00,2024-07-17 00:00:00,3.1,3.750580475851464,290.26657143973307,283.5283489902025,0.0,0.0,21.11768,1066.93742,305.74105,0.0,693.03716,304.11983,26.58147
2023-07-30 03:00:00,2024-07-17 00:00:00,3.1,3.750580475851464,290.26657143973307,283.5283489902025,0.0,0.0,8.34161,1062.80146,331.95993,0.0,681.62654,303.2362,26.48136
2023-07-30 04:00:00,2024-07-17 00:00:00,3.1,3.4583792888337643,289.8537445296442,283.6667621329772,1.299880613804731,0.0,1.76395,1031.16627,356.81058,0.0,687.46066,303.43098,26.37662
2023-07-30 05:00:00,2024-07-17 00:00:00,3.1,3.4583792888337643,289.8537445296442,283.6667621329772,1.299880613804731,0.0,0.0,1058.40435,394.61011,0.0,691.69808,302.29639,26.82302
2023-07-30 06:00:00,2024-07-17 00:00:00,3.1,3.4583792888337643,289.8537445296442,283.6667621329772,1.299880613804731,0.0,0.0,1175.96226,387.86151,139.64062,708.74234,302.99298,26.63184
2023-07-30 07:00:00,2024-07-17 00:00:00,3.1,3.918749827815208,295.9692749725958,283.41117542006253,319.9310184384028,0.0,0.0,1270.63313,392.96608,418.83674,727.25877,302.69832,26.56559
2023-07-30 08:00:00,2024-07-17 00:00:00,3.1,3.918749827815208,295.9692749725958,283.41117542006253,319.9310184384028,0.0,0.0,1395.10905,372.60225,751.94133,751.70689,300.90708,26.30012
2023-07-30 09:00:00,2024-07-17 00:00:00,3.1,3.918749827815208,295.9692749725958,283.41117542006253,319.9310184384028,0.0,0.0,1536.57335,293.57622,1058.91686,796.82907,300.90514,26.43134
2023-07-30 10:00:00,2024-07-17 00:00:00,3.1,4.868793931574244,300.3797024310967,282.3464465888719,569.9992130192782,0.0,0.0,1703.37799,217.79967,1330.58384,826.86397,299.31763,26.75482
2023-07-30 11:00:00,2024-07-17 00:00:00,3.1,4.868793931574244,300.3797024310967,282.3464465888719,569.9992130192782,0.0,0.0,1852.2865,187.17516,1583.91714,843.51591,299.00551,26.65714
2023-07-30 12:00:00,2024-07-17 00:00:00,3.1,4.868793931574244,300.3797024310967,282.3464465888719,569.9992130192782,0.0,0.0,1930.05895,205.0042,1753.502,872.13512,301.15391,26.682
2023-07-30 13:00:00,2024-07-17 00:00:00,3.1,5.989878402628916,301.7994431530166,282.1967878478041,924.1702303415224,0.0,0.0,1964.03977,235.71053,1773.81634,888.77334,301.92513,26.51455
2023-07-30 14:00:00,2024-07-17 00:00:00,3.1,5.989878402628916,301.7994431530166,282.1967878478041,924.1702303415224,0.0,0.98583,1999.03996,279.99484,1624.50187,907.77806,302.20733,26.21599
2023-07-30 15:00:00,2024-07-17 00:00:00,3.1,5.989878402628916,301.7994431530166,282.1967878478041,924.1702303415224,0.0,0.0,1960.86232,356.27936,1345.58519,946.06326,301.8287,26.76628
2023-07-30 16:00:00,2024-07-17 00:00:00,3.1,6.45911459200929,299.69951282746945,283.79284279307933,739.8519734201016,0.0,0.0,1900.54801,437.96112,982.98924,972.63539,303.43859,27.10204
2023-07-30 17:00:00,2024-07-17 00:00:00,3.1,6.45911459200929,299.69951282746945,283.79284279307933,739.8519734201016,0.0,0.0,1931.67495,458.70416,627.98104,983.05178,302.13585,27.14805
2023-07-30 18:00:00,2024-07-17 00:00:00,3.1,6.45911459200929,299.69951282746945,283.79284279307933,739.8519734201016,0.0,0.0,1915.74638,424.73827,350.39043,989.56548,301.25777,27.01416
2023-07-30 19:00:00,2024-07-17 00:00:00,3.1,5.190943671968705,294.0323285988813,286.33544502627,64.2212341758541,0.0,0.8596,1897.76117,384.43007,144.48274,967.26911,302.93092,26.87362
2023-07-30 20:00:00,2024-07-17 00:00:00,3.1,5.190943671968705,294.0323285988813,286.33544502627,64.2212341758541,0.0,0.0,1887.7713,309.9792,12.15661,977.88511,303.97329,26.6943
2023-07-30 21:00:00,2024-07-17 00:00:00,3.1,5.190943671968705,294.0323285988813,286.33544502627,64.2212341758541,0.0,0.0,1876.6663,245.70091,0.0,993.96184,302.33292,26.27815
2023-07-30 22:00:00,2024-07-17 00:00:00,3.1,4.282318379862419,291.611228755856,287.43865114843913,32.1110418635957,0.0011471084370535,0.0,1887.28178,176.74319,0.0,974.24128,302.25202,26.09793
2023-07-30 23:00:00,2024-07-17 00:00:00,3.1,4.282318379862419,291.611228755856,287.43865114843913,32.1110418635957,0.0011471084370535,0.0,1826.2166,154.23631,0.0,991.86117,303.87545,26.15872
2023-07-31 00:00:00,2024-07-17 00:00:00,3.1,4.282318379862419,291.611228755856,287.43865114843913,32.1110418635957,0.0011471084370535,33.16092,1458.61731,70.11631,42.80534,572.13527,295.58245,25.29365
2023-07-31 01:00:00,2024-07-17 00:00:00,3.1,3.9569932192626416,290.6116995174129,287.7183104730354,0.0,0.013429593551308,31.64852,1404.32449,184.68964,51.49882,584.14283,295.52134,25.43102
2023-07-31 02:00:00,2024-07-17 00:00:00,3.1,3.9569932192626416,290.6116995174129,287.7183104730354,0.0,0.013429593551308,21.11768,1378.62618,299.08168,0.0,604.8395,296.25593,25.39879
2023-07-31 03:00:00,2024-07-17 00:00:00,3.1,3.9569932192626416,290.6116995174129,287.7183104730354,0.0,0.013429593551308,8.34161,1370.16462,341.00913,0.0,597.4175,295.56969,25.29904
2023-07-31 04:00:00,2024-07-17 00:00:00,3.1,3.4854195558406023,290.5625705680221,287.5865211021376,1.0015885374053577,0.0410046152108394,1.76395,1327.48611,379.55579,0.0,607.47483,295.83396,25.19255
2023-07-31 05:00:00,2024-07-17 00:00:00,3.1,3.4854195558406023,290.5625705680221,287.5865211021376,1.0015885374053577,0.0410046152108394,0.0,1360.27228,423.69242,0.0,615.61996,294.82289,25.66042
2023-07-31 06:00:00,2024-07-17 00:00:00,3.1,3.4854195558406023,290.5625705680221,287.5865211021376,1.0015885374053577,0.0410046152108394,0.0,1497.25449,416.96212,35.32443,635.61738,295.5147,25.48909
2023-07-31 07:00:00,2024-07-17 00:00:00,3.1,3.848865354220488,296.0136275587165,286.9881033759358,278.192873409908,0.0147452014179287,0.0,1605.96413,415.78141,321.78849,656.68933,295.34365,25.42833
2023-07-31 08:00:00,2024-07-17 00:00:00,3.1,3.848865354220488,296.0136275587165,286.9881033759358,278.192873409908,0.0147452014179287,0.0,1746.85587,384.2698,675.52166,683.73983,293.6443,25.1697
2023-07-31 09:00:00,2024-07-17 00:00:00,3.1,3.848865354220488,296.0136275587165,286.9881033759358,278.192873409908,0.0147452014179287,0.0,1896.75956,292.59169,1006.9541,731.05671,293.63273,25.31453
2023-07-31 10:00:00,2024-07-17 00:00:00,3.1,4.574871034551824,300.6505768499014,286.04410913809323,522.8766903466812,0.019022395329426,0.0,2071.21102,205.26899,1304.68285,763.87444,292.19094,25.60848
2023-07-31 11:00:00,2024-07-17 00:00:00,3.1,4.574871034551824,300.6505768499014,286.04410913809323,522.8766903466812,0.019022395329426,0.0,2207.48899,168.65679,1585.01125,783.9744,291.88756,25.50095
2023-07-31 12:00:00,2024-07-17 00:00:00,3.1,4.574871034551824,300.6505768499014,286.04410913809323,522.8766903466812,0.019022395329426,0.0,2259.14379,185.08395,1777.31241,815.03814,294.0915,25.52815
2023-07-31 13:00:00,2024-07-17 00:00:00,3.1,5.66710050008277,302.2952530545031,286.1396792459093,891.7716127484914,0.0003855874485176,0.0,2265.54052,221.32563,1808.55844,833.0991,294.88858,25.36825
2023-07-31 14:00:00,2024-07-17 00:00:00,3.1,5.66710050008277,302.2952530545031,286.1396792459093,891.7716127484914,0.0003855874485176,0.98583,2271.27648,276.35334,1659.52408,853.29602,295.29543,25.13411
2023-07-31 15:00:00,2024-07-17 00:00:00,3.1,5.66710050008277,302.2952530545031,286.1396792459093,891.7716127484914,0.0003855874485176,0.0,2207.55943,366.47598,1371.11731,894.45298,294.88201,25.67457
2023-07-31 16:00:00,2024-07-17 00:00:00,3.1,6.200940896374122,300.3952622008701,287.2699309074703,714.2547946671286,0.0009000285006023,0.0,2131.08482,462.75409,996.09483,924.15003,296.45568,26.00483
2023-07-31 17:00:00,2024-07-17 00:00:00,3.1,6.200940896374122,300.3952622008701,287.2699309074703,714.2547946671286,0.0009000285006023,0.0,2170.30867,490.42876,632.03372,936.61955,295.22624,26.0597
2023-07-31 18:00:00,2024-07-17 00:00:00,3.1,6.200940896374122,300.3952622008701,287.2699309074703,714.2547946671286,0.0009000285006023,0.0,2176.33495,456.32686,351.78541,943.46413,294.27983,25.90787
2023-07-31 19:00:00,2024-07-17 00:00:00,3.1,4.9404308442380565,294.9430464464182,288.9236380297232,59.94870304550838,0.0021673912182765,0.8596,2179.78457,409.90768,145.4438,921.94339,295.76745,25.76158
2023-07-31 20:00:00,2024-07-17 00:00:00,3.1,4.9404308442380565,294.9430464464182,288.9236380297232,59.94870304550838,0.0021673912182765,0.0,2183.43567,323.86618,14.65569,931.81041,296.73321,25.53244
2023-07-31 21:00:00,2024-07-17 00:00:00,3.1,4.9404308442380565,294.9430464464182,288.9236380297232,59.94870304550838,0.0021673912182765,0.0,2195.48684,245.88457,0.0,945.37958,295.1798,25.15971
2023-07-31 22:00:00,2024-07-17 00:00:00,3.1,4.081811053289271,292.7070444202866,289.3490228272998,29.97457857355555,0.0040888126735632,0.0,2220.25334,163.9024,0.0,929.4809,295.16738,24.99268
2023-07-31 23:00:00,2024-07-17 00:00:00,3.1,4.081811053289271,292.7070444202866,289.3490228272998,29.97457857355555,0.0040888126735632,0.0,2155.70668,133.75451,0.0,948.02165,296.80289,25.00454
2023-08-01 00:00:00,2024-07-17 00:00:00,3.1,4.081811053289271,292.7070444202866,289.3490228272998,29.97457857355555,0.0040888126735632,33.16092,1480.5481,52.94677,44.41609,718.90373,296.72527,24.71323
2023-08-01 01:00:00,2024-07-17 00:00:00,3.1,3.695842910623014,291.55825533693195,289.2022322038784,0.0,0.0089427424496594,31.64852,1531.4034,169.7866,51.71685,729.5209,296.64533,24.85029
2023-08-01 02:00:00,2024-07-17 00:00:00,3.1,3.695842910623014,291.55825533693195,289.2022322038784,0.0,0.0089427424496594,21.11768,1619.14556,289.62819,0.0,744.29886,297.36774,24.80738
2023-08-01 03:00:00,2024-07-17 00:00:00,3.1,3.695842910623014,291.55825533693195,289.2022322038784,0.0,0.0089427424496594,8.34161,1720.92509,338.35855,0.0,730.56995,296.6536,24.70781
