,UTC time,Local time,net_generation,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
6994,2020-10-18 10:00:00,2020-10-18 06:00:00,7191,230.87,0,3439,2121,0,697,0,259,674
6995,2020-10-18 11:00:00,2020-10-18 07:00:00,7398,235.59,0,3650,2123,0,697,0,245,682
6996,2020-10-18 12:00:00,2020-10-18 08:00:00,7757,242.18,0,4013,2118,0,719,7,214,684
6997,2020-10-18 13:00:00,2020-10-18 09:00:00,8255,236.59,0,4214,2118,0,1005,58,175,685
6998,2020-10-18 14:00:00,2020-10-18 10:00:00,8066,238.8,0,4160,2108,0,846,124,155,673
6999,2020-10-18 15:00:00,2020-10-18 11:00:00,7954,240.82,0,4129,2102,0,763,167,118,674
7000,2020-10-18 16:00:00,2020-10-18 12:00:00,7695,233.94,0,3821,2099,0,767,188,148,672
7001,2020-10-18 17:00:00,2020-10-18 13:00:00,7558,225.9,0,3596,2108,0,774,198,226,655
7002,2020-10-18 18:00:00,2020-10-18 14:00:00,7593,222.83,0,3544,2119,0,781,191,296,662
7003,2020-10-18 19:00:00,2020-10-18 15:00:00,7777,225.11,0,3678,2121,0,781,167,352,678
7004,2020-10-18 20:00:00,2020-10-18 16:00:00,8331,236.66,0,4262,2120,0,784,124,354,686
7005,2020-10-18 21:00:00,2020-10-18 17:00:00,8844,245.27,0,4781,2123,0,817,64,363,696
7006,2020-10-18 22:00:00,2020-10-18 18:00:00,10032,247.23,0,5603,2120,0,1211,13,377,708
7007,2020-10-18 23:00:00,2020-10-18 19:00:00,10763,236.12,0,5787,2107,0,1744,0,429,696
7008,2020-10-19 00:00:00,2020-10-18 20:00:00,10354,240.87,0,5623,2105,0,1420,0,487,719
7009,2020-10-19 01:00:00,2020-10-18 21:00:00,9865,248.6,0,5517,2099,0,1040,0,494,715
7010,2020-10-19 02:00:00,2020-10-18 22:00:00,9304,251.8,0,5230,2082,0,828,0,455,709
7011,2020-10-19 03:00:00,2020-10-18 23:00:00,8214,238.79,0,4207,2082,0,742,0,479,704
7012,2020-10-19 04:00:00,2020-10-19 00:00:00,7558,228.46,0,3586,2093,0,740,0,443,695
7013,2020-10-19 05:00:00,2020-10-19 01:00:00,7020,218.97,0,3108,2100,0,681,0,457,673
7014,2020-10-19 06:00:00,2020-10-19 02:00:00,6643,215.77,0,2842,2099,0,665,0,373,664
7015,2020-10-19 07:00:00,2020-10-19 03:00:00,6709,217.33,0,2901,2135,0,677,0,327,669
7016,2020-10-19 08:00:00,2020-10-19 04:00:00,6899,221.33,0,3081,2121,0,673,0,351,673
7017,2020-10-19 09:00:00,2020-10-19 05:00:00,7309,226.5,0,3429,2150,0,671,0,387,673
7018,2020-10-19 10:00:00,2020-10-19 06:00:00,8002,240.59,0,4148,2151,0,681,0,343,679
7019,2020-10-19 11:00:00,2020-10-19 07:00:00,9780,260.91,0,5835,2155,0,798,0,309,683
7020,2020-10-19 12:00:00,2020-10-19 08:00:00,11287,267.83,0,7136,2128,0,1079,4,274,665
7021,2020-10-19 13:00:00,2020-10-19 09:00:00,11478,268.72,0,7312,2103,0,1099,46,259,659
7022,2020-10-19 14:00:00,2020-10-19 10:00:00,10984,268.6,0,6938,2102,0,994,108,175,666
7023,2020-10-19 15:00:00,2020-10-19 11:00:00,10559,265.14,0,6558,2097,0,982,148,125,649
7024,2020-10-19 16:00:00,2020-10-19 12:00:00,10264,268.6,0,6430,2112,0,815,155,95,657
7025,2020-10-19 17:00:00,2020-10-19 13:00:00,10085,273.54,0,6437,2108,0,652,161,72,656
7026,2020-10-19 18:00:00,2020-10-19 14:00:00,10432,277.3,0,6795,2121,0,658,137,63,659
7027,2020-10-19 19:00:00,2020-10-19 15:00:00,10168,276.41,0,6575,2104,0,646,108,78,657
7028,2020-10-19 20:00:00,2020-10-19 16:00:00,10377,274.49,0,6724,2122,0,719,86,99,627
7029,2020-10-19 21:00:00,2020-10-19 17:00:00,10778,273.47,0,6970,2125,0,875,49,118,641
7030,2020-10-19 22:00:00,2020-10-19 18:00:00,11760,268.49,0,7507,2123,0,1351,8,111,661
7031,2020-10-19 23:00:00,2020-10-19 19:00:00,12536,263.53,0,7803,2117,70,1720,0,151,675
7032,2020-10-20 00:00:00,2020-10-19 20:00:00,12160,269.79,0,7731,2101,84,1381,0,192,672
7033,2020-10-20 01:00:00,2020-10-19 21:00:00,10994,272.3,0,7067,2080,0,1005,0,183,659
7034,2020-10-20 02:00:00,2020-10-19 22:00:00,9797,272.08,0,6173,2096,0,689,0,176,664
7035,2020-10-20 03:00:00,2020-10-19 23:00:00,8771,263.7,0,5230,2102,0,631,0,151,657
7036,2020-10-20 04:00:00,2020-10-20 00:00:00,8036,254.23,0,4472,2103,0,631,0,154,675
7037,2020-10-20 05:00:00,2020-10-20 01:00:00,7631,249.46,0,4109,2101,0,609,0,146,667
7038,2020-10-20 06:00:00,2020-10-20 02:00:00,7752,250.07,0,4194,2122,0,606,0,158,673
7039,2020-10-20 07:00:00,2020-10-20 03:00:00,7666,248.37,0,4125,2114,0,584,0,186,657
7040,2020-10-20 08:00:00,2020-10-20 04:00:00,7598,246.09,0,4034,2110,0,574,0,224,656
7041,2020-10-20 09:00:00,2020-10-20 05:00:00,7973,248.04,0,4310,2140,0,594,0,263,666
7042,2020-10-20 10:00:00,2020-10-20 06:00:00,8704,257.04,0,5018,2132,0,596,0,296,662
7043,2020-10-20 11:00:00,2020-10-20 07:00:00,10049,260.64,0,6057,2129,0,855,0,351,658
7044,2020-10-20 12:00:00,2020-10-20 08:00:00,10932,259.29,0,6633,2127,0,1102,0,409,662
7045,2020-10-20 13:00:00,2020-10-20 09:00:00,11305,265.29,0,7080,2106,0,1025,9,425,660
7046,2020-10-20 14:00:00,2020-10-20 10:00:00,11407,264.98,0,7135,2112,0,1060,23,411,665
7047,2020-10-20 15:00:00,2020-10-20 11:00:00,11257,263.32,0,6981,2108,0,1005,54,446,663
7048,2020-10-20 16:00:00,2020-10-20 12:00:00,10934,259.99,0,6666,2105,0,954,71,484,655
7049,2020-10-20 17:00:00,2020-10-20 13:00:00,10740,264.13,0,6660,2101,0,736,67,528,648
7050,2020-10-20 18:00:00,2020-10-20 14:00:00,10863,267.71,0,6848,2117,0,711,56,480,651
7051,2020-10-20 19:00:00,2020-10-20 15:00:00,11079,270.25,0,7051,2119,0,803,54,382,670
7052,2020-10-20 20:00:00,2020-10-20 16:00:00,10844,269.13,0,6851,2096,0,853,44,333,667
7053,2020-10-20 21:00:00,2020-10-20 17:00:00,11025,268.62,0,6956,2118,0,989,24,264,675
7054,2020-10-20 22:00:00,2020-10-20 18:00:00,11802,267.78,0,7477,2127,0,1334,5,174,685
7055,2020-10-20 23:00:00,2020-10-20 19:00:00,12365,260.42,0,7637,2111,0,1768,0,163,686
7056,2020-10-21 00:00:00,2020-10-20 20:00:00,12071,267.79,0,7714,2096,0,1411,0,192,658
7057,2020-10-21 01:00:00,2020-10-20 21:00:00,10956,273.45,0,7090,2080,0,916,0,222,648
7058,2020-10-21 02:00:00,2020-10-20 22:00:00,10001,275.06,0,6431,2090,0,631,0,203,646
7059,2020-10-21 03:00:00,2020-10-20 23:00:00,8973,267.0,0,5461,2097,0,591,0,172,653
7060,2020-10-21 04:00:00,2020-10-21 00:00:00,8098,257.57,0,4621,2093,0,561,0,169,654
7061,2020-10-21 05:00:00,2020-10-21 01:00:00,7878,254.51,0,4405,2103,0,550,0,167,652
7062,2020-10-21 06:00:00,2020-10-21 02:00:00,7849,253.64,0,4362,2111,0,554,0,166,655
7063,2020-10-21 07:00:00,2020-10-21 03:00:00,7715,251.08,0,4219,2111,0,558,0,173,654
7064,2020-10-21 08:00:00,2020-10-21 04:00:00,7856,251.94,0,4309,2122,0,556,0,199,669
7065,2020-10-21 09:00:00,2020-10-21 05:00:00,8238,252.72,0,4601,2124,0,609,0,244,660
7066,2020-10-21 10:00:00,2020-10-21 06:00:00,8672,255.42,0,4960,2124,0,660,0,268,661
7067,2020-10-21 11:00:00,2020-10-21 07:00:00,9718,263.55,0,5884,2138,0,734,0,294,668
7068,2020-10-21 12:00:00,2020-10-21 08:00:00,11004,265.61,0,6851,2130,0,1046,1,302,675
7069,2020-10-21 13:00:00,2020-10-21 09:00:00,11489,267.99,0,7274,2110,0,1109,13,309,674
7070,2020-10-21 14:00:00,2020-10-21 10:00:00,11618,268.18,0,7376,2114,23,1083,34,332,656
7071,2020-10-21 15:00:00,2020-10-21 11:00:00,11533,266.27,0,7086,2104,177,1138,49,323,656
7072,2020-10-21 16:00:00,2020-10-21 12:00:00,11492,267.28,0,7146,2117,127,1065,71,312,654
7073,2020-10-21 17:00:00,2020-10-21 13:00:00,12040,268.37,0,7722,2113,0,1163,102,289,650
7074,2020-10-21 18:00:00,2020-10-21 14:00:00,11132,269.0,0,7091,2097,0,864,126,309,645
7075,2020-10-21 19:00:00,2020-10-21 15:00:00,10976,268.92,0,6947,2111,0,819,119,317,663
7076,2020-10-21 20:00:00,2020-10-21 16:00:00,10895,272.57,0,6985,2112,0,732,75,321,670
7077,2020-10-21 21:00:00,2020-10-21 17:00:00,10991,267.68,0,6922,2113,0,825,36,432,662
7078,2020-10-21 22:00:00,2020-10-21 18:00:00,11580,263.32,0,7197,2121,0,1116,5,469,672
7079,2020-10-21 23:00:00,2020-10-21 19:00:00,11954,253.76,0,7147,2111,0,1485,0,535,677
7080,2020-10-22 00:00:00,2020-10-21 20:00:00,11578,256.7,0,6982,2097,0,1250,0,573,676
7081,2020-10-22 01:00:00,2020-10-21 21:00:00,11005,261.27,0,6719,2094,0,869,0,646,677
7082,2020-10-22 02:00:00,2020-10-21 22:00:00,10133,257.11,0,6014,2093,0,702,0,663,661
7083,2020-10-22 03:00:00,2020-10-21 23:00:00,9067,243.94,0,5020,2093,0,680,0,657,616
7084,2020-10-22 04:00:00,2020-10-22 00:00:00,8187,232.56,0,4201,2102,0,671,0,605,608
7085,2020-10-22 05:00:00,2020-10-22 01:00:00,7660,225.76,0,3718,2104,0,633,0,590,615
7086,2020-10-22 06:00:00,2020-10-22 02:00:00,7500,223.74,0,3577,2114,0,634,0,559,617
7087,2020-10-22 07:00:00,2020-10-22 03:00:00,7392,225.47,0,3555,2102,0,631,0,493,611
7088,2020-10-22 08:00:00,2020-10-22 04:00:00,7334,219.75,0,3397,2115,0,635,0,570,617
7089,2020-10-22 09:00:00,2020-10-22 05:00:00,7522,222.52,0,3569,2121,0,644,0,573,614
7090,2020-10-22 10:00:00,2020-10-22 06:00:00,7962,229.42,0,3978,2122,0,655,0,590,617
7091,2020-10-22 11:00:00,2020-10-22 07:00:00,8874,238.66,0,4762,2133,0,801,0,559,619
7092,2020-10-22 12:00:00,2020-10-22 08:00:00,9865,250.28,0,5697,2128,0,856,2,554,628
7093,2020-10-22 13:00:00,2020-10-22 09:00:00,10252,256.45,0,6125,2117,0,857,39,483,631
7094,2020-10-22 14:00:00,2020-10-22 10:00:00,10083,261.76,0,6164,2102,1,777,105,311,623
7095,2020-10-22 15:00:00,2020-10-22 11:00:00,10176,263.04,0,6260,2121,0,760,162,246,627
7096,2020-10-22 16:00:00,2020-10-22 12:00:00,10046,267.29,0,6282,2106,0,711,187,133,628
7097,2020-10-22 17:00:00,2020-10-22 13:00:00,9932,268.85,0,6261,2109,0,693,183,71,615
7098,2020-10-22 18:00:00,2020-10-22 14:00:00,10248,270.09,0,6546,2113,0,767,182,39,602
7099,2020-10-22 19:00:00,2020-10-22 15:00:00,10292,269.73,0,6562,2113,0,832,137,42,605
7100,2020-10-22 20:00:00,2020-10-22 16:00:00,10567,272.87,0,6855,2116,0,885,82,26,604
7101,2020-10-22 21:00:00,2020-10-22 17:00:00,10982,270.67,0,7089,2117,0,1109,48,11,608
7102,2020-10-22 22:00:00,2020-10-22 18:00:00,11473,264.47,0,7256,2116,0,1469,8,16,608
7103,2020-10-22 23:00:00,2020-10-22 19:00:00,11866,259.81,0,7395,2113,0,1735,0,20,603
7104,2020-10-23 00:00:00,2020-10-22 20:00:00,11583,265.92,0,7400,2099,0,1473,0,16,595
7105,2020-10-23 01:00:00,2020-10-22 21:00:00,10813,270.75,0,6991,2089,0,1103,0,37,593
7106,2020-10-23 02:00:00,2020-10-22 22:00:00,9908,272.5,0,6371,2099,0,800,0,42,596
7107,2020-10-23 03:00:00,2020-10-22 23:00:00,8922,263.54,0,5424,2088,0,766,0,45,599
7108,2020-10-23 04:00:00,2020-10-23 00:00:00,8153,250.36,0,4575,2107,0,799,0,66,606
7109,2020-10-23 05:00:00,2020-10-23 01:00:00,7567,247.64,0,4129,2097,0,648,0,91,602
7110,2020-10-23 06:00:00,2020-10-23 02:00:00,7608,246.63,0,4114,2120,0,636,0,122,616
7111,2020-10-23 07:00:00,2020-10-23 03:00:00,7333,241.78,0,3864,2087,0,632,0,153,597
7112,2020-10-23 08:00:00,2020-10-23 04:00:00,7331,234.88,0,3722,2112,0,631,0,267,600
7113,2020-10-23 09:00:00,2020-10-23 05:00:00,7533,235.09,0,3860,2128,0,640,0,309,596
7114,2020-10-23 10:00:00,2020-10-23 06:00:00,7906,240.78,0,4201,2132,0,661,0,304,607
7115,2020-10-23 11:00:00,2020-10-23 07:00:00,9128,256.46,0,5351,2159,0,658,0,332,628
7116,2020-10-23 12:00:00,2020-10-23 08:00:00,9928,257.25,0,5950,2126,0,923,1,315,613
7117,2020-10-23 13:00:00,2020-10-23 09:00:00,10588,261.07,0,6509,2132,0,992,12,324,619
7118,2020-10-23 14:00:00,2020-10-23 10:00:00,10654,259.9,0,6545,2101,0,1080,27,297,604
7119,2020-10-23 15:00:00,2020-10-23 11:00:00,10431,264.22,0,6515,2109,0,890,47,269,601
7120,2020-10-23 16:00:00,2020-10-23 12:00:00,10245,263.77,0,6379,2104,0,846,62,259,595
7121,2020-10-23 17:00:00,2020-10-23 13:00:00,9966,261.83,0,6131,2087,0,824,73,258,593
7122,2020-10-23 18:00:00,2020-10-23 14:00:00,9859,265.52,0,6138,2107,0,706,62,243,603
7123,2020-10-23 19:00:00,2020-10-23 15:00:00,9892,265.35,0,6149,2111,10,686,75,261,602
7124,2020-10-23 20:00:00,2020-10-23 16:00:00,9964,263.01,0,6153,2113,4,710,64,324,595
7125,2020-10-23 21:00:00,2020-10-23 17:00:00,10586,259.49,0,6487,2136,0,965,42,353,603
7126,2020-10-23 22:00:00,2020-10-23 18:00:00,10844,256.72,0,6611,2118,0,1125,9,393,587
7127,2020-10-23 23:00:00,2020-10-23 19:00:00,11193,252.93,0,6746,2115,0,1320,0,430,583
7128,2020-10-24 00:00:00,2020-10-23 20:00:00,10990,253.43,0,6620,2094,0,1256,0,436,584
7129,2020-10-24 01:00:00,2020-10-23 21:00:00,10112,256.89,0,6093,2091,0,941,0,390,597
7130,2020-10-24 02:00:00,2020-10-23 22:00:00,9387,254.03,0,5501,2093,1,802,0,384,607
7131,2020-10-24 03:00:00,2020-10-23 23:00:00,8595,245.15,0,4764,2083,0,746,0,403,599
7132,2020-10-24 04:00:00,2020-10-24 00:00:00,7900,238.85,0,4140,2101,0,654,0,388,618
7133,2020-10-24 05:00:00,2020-10-24 01:00:00,7562,235.01,0,3851,2111,0,526,0,462,613
7134,2020-10-24 06:00:00,2020-10-24 02:00:00,7510,234.23,0,3796,2099,0,496,0,503,617
7135,2020-10-24 07:00:00,2020-10-24 03:00:00,7318,229.56,0,3580,2107,0,509,0,504,618
7136,2020-10-24 08:00:00,2020-10-24 04:00:00,7343,228.26,0,3568,2104,0,494,0,558,619
7137,2020-10-24 09:00:00,2020-10-24 05:00:00,7163,227.22,0,3441,2105,0,485,0,515,616
7138,2020-10-24 10:00:00,2020-10-24 06:00:00,7388,231.66,0,3659,2125,0,499,0,483,622
7139,2020-10-24 11:00:00,2020-10-24 07:00:00,7722,237.59,0,3992,2115,0,516,0,477,622
7140,2020-10-24 12:00:00,2020-10-24 08:00:00,8055,239.65,0,4245,2117,0,615,1,452,626
7141,2020-10-24 13:00:00,2020-10-24 09:00:00,8413,242.19,0,4544,2117,13,629,18,481,610
7142,2020-10-24 14:00:00,2020-10-24 10:00:00,8658,242.94,0,4736,2117,15,710,36,444,600
7143,2020-10-24 15:00:00,2020-10-24 11:00:00,8924,247.05,0,4990,2111,23,712,44,437,607
7144,2020-10-24 16:00:00,2020-10-24 12:00:00,9236,242.46,0,5088,2121,15,855,49,498,610
7145,2020-10-24 17:00:00,2020-10-24 13:00:00,9222,243.44,0,5111,2109,15,873,50,459,605
7146,2020-10-24 18:00:00,2020-10-24 14:00:00,9200,245.12,0,5132,2111,15,852,28,453,609
7147,2020-10-24 19:00:00,2020-10-24 15:00:00,9160,247.71,0,5169,2109,15,769,27,461,609
7148,2020-10-24 20:00:00,2020-10-24 16:00:00,9082,244.81,0,5040,2111,15,701,33,569,613
7149,2020-10-24 21:00:00,2020-10-24 17:00:00,9352,242.05,0,5152,2123,15,774,24,653,611
7150,2020-10-24 22:00:00,2020-10-24 18:00:00,9927,234.34,0,5340,2125,15,1105,5,738,599
7151,2020-10-24 23:00:00,2020-10-24 19:00:00,10392,223.76,0,5300,2117,15,1523,0,814,623
7152,2020-10-25 00:00:00,2020-10-24 20:00:00,9959,225.78,0,5091,2098,15,1255,0,876,624
7153,2020-10-25 01:00:00,2020-10-24 21:00:00,9390,234.45,0,4935,2100,15,825,0,873,643
7154,2020-10-25 02:00:00,2020-10-24 22:00:00,8838,235.33,0,4602,2105,4,610,0,864,653
7155,2020-10-25 03:00:00,2020-10-24 23:00:00,8027,222.52,0,3805,2091,0,654,0,819,658
7156,2020-10-25 04:00:00,2020-10-25 00:00:00,7408,210.05,0,3155,2100,0,628,0,849,676
7157,2020-10-25 05:00:00,2020-10-25 01:00:00,6938,209.42,0,2852,2112,0,456,0,827,692
7158,2020-10-25 06:00:00,2020-10-25 02:00:00,7012,210.81,0,2926,2115,0,450,0,833,688
7159,2020-10-25 07:00:00,2020-10-25 03:00:00,6853,207.32,0,2765,2109,0,442,0,846,692
7160,2020-10-25 08:00:00,2020-10-25 04:00:00,6800,210.02,0,2787,2112,0,441,0,769,690
7161,2020-10-25 09:00:00,2020-10-25 05:00:00,6796,213.47,0,2830,2108,0,443,0,713,702
7162,2020-10-25 10:00:00,2020-10-25 06:00:00,6963,220.83,0,3054,2119,0,455,0,626,709
7163,2020-10-25 11:00:00,2020-10-25 07:00:00,7221,226.16,0,3315,2121,0,492,0,586,707
7164,2020-10-25 12:00:00,2020-10-25 08:00:00,7777,232.51,0,3779,2132,0,484,4,665,713
7165,2020-10-25 13:00:00,2020-10-25 09:00:00,8199,242.51,0,4269,2122,0,476,41,580,711
7166,2020-10-25 14:00:00,2020-10-25 10:00:00,8516,248.27,0,4591,2121,11,435,105,538,715
7167,2020-10-25 15:00:00,2020-10-25 11:00:00,8343,248.22,0,4488,2107,15,435,133,462,703
7168,2020-10-25 16:00:00,2020-10-25 12:00:00,8382,249.12,0,4523,2119,15,483,136,395,710
7169,2020-10-25 17:00:00,2020-10-25 13:00:00,8249,248.89,0,4425,2111,15,487,148,351,713
7170,2020-10-25 18:00:00,2020-10-25 14:00:00,8240,254.15,0,4556,2110,9,420,151,290,704
7171,2020-10-25 19:00:00,2020-10-25 15:00:00,8211,257.12,0,4608,2117,0,427,112,241,707
7172,2020-10-25 20:00:00,2020-10-25 16:00:00,8711,262.61,0,5073,2139,0,490,88,207,714
7173,2020-10-25 21:00:00,2020-10-25 17:00:00,9464,268.22,0,5765,2131,0,652,46,165,705
7174,2020-10-25 22:00:00,2020-10-25 18:00:00,10468,257.3,0,6166,2120,0,1346,7,112,716
7175,2020-10-25 23:00:00,2020-10-25 19:00:00,11185,247.04,0,6356,2114,0,1871,0,129,716
7176,2020-10-26 00:00:00,2020-10-25 20:00:00,10638,258.22,0,6338,2100,0,1373,0,128,699
7177,2020-10-26 01:00:00,2020-10-25 21:00:00,9996,265.25,0,6100,2091,0,951,0,168,686
7178,2020-10-26 02:00:00,2020-10-25 22:00:00,9237,264.92,0,5557,2093,0,728,0,179,680
7179,2020-10-26 03:00:00,2020-10-25 23:00:00,8304,260.32,0,4778,2087,0,565,0,189,685
7180,2020-10-26 04:00:00,2020-10-26 00:00:00,7490,255.66,0,4103,2096,0,400,0,201,690
7181,2020-10-26 05:00:00,2020-10-26 01:00:00,7196,246.1,0,3696,2110,0,401,0,288,702
7182,2020-10-26 06:00:00,2020-10-26 02:00:00,7090,240.96,0,3521,2118,0,405,0,340,705
7183,2020-10-26 07:00:00,2020-10-26 03:00:00,7134,239.9,0,3543,2114,0,410,0,371,697
7184,2020-10-26 08:00:00,2020-10-26 04:00:00,7472,243.79,0,3836,2121,0,412,0,404,700
7185,2020-10-26 09:00:00,2020-10-26 05:00:00,7648,247.45,0,4014,2122,0,414,0,389,708
7186,2020-10-26 10:00:00,2020-10-26 06:00:00,8136,254.9,0,4507,2122,0,414,0,387,707
7187,2020-10-26 11:00:00,2020-10-26 07:00:00,9480,271.02,0,5836,2147,0,418,0,366,713
7188,2020-10-26 12:00:00,2020-10-26 08:00:00,10467,281.91,0,6853,2133,0,475,0,284,722
7189,2020-10-26 13:00:00,2020-10-26 09:00:00,11069,284.98,0,7423,2121,0,549,6,260,709
7190,2020-10-26 14:00:00,2020-10-26 10:00:00,11470,281.35,0,7644,2114,0,753,14,251,693
7191,2020-10-26 15:00:00,2020-10-26 11:00:00,11643,279.98,0,7738,2113,0,824,22,256,690
7192,2020-10-26 16:00:00,2020-10-26 12:00:00,11682,283.04,0,7851,2115,0,771,30,217,699
7193,2020-10-26 17:00:00,2020-10-26 13:00:00,11592,283.83,0,7827,2104,0,727,31,217,685
7194,2020-10-26 18:00:00,2020-10-26 14:00:00,11734,285.14,0,8007,2107,0,706,26,221,666
7195,2020-10-26 19:00:00,2020-10-26 15:00:00,11466,283.9,0,7752,2105,0,712,24,200,673
7196,2020-10-26 20:00:00,2020-10-26 16:00:00,11511,282.42,0,7735,2112,0,780,18,190,677
7197,2020-10-26 21:00:00,2020-10-26 17:00:00,11773,279.8,0,7816,2120,0,904,10,224,700
7198,2020-10-26 22:00:00,2020-10-26 18:00:00,12502,273.03,0,8105,2130,0,1298,1,247,721
7199,2020-10-26 23:00:00,2020-10-26 19:00:00,12907,266.35,0,8180,2117,0,1643,0,252,715
7200,2020-10-27 00:00:00,2020-10-26 20:00:00,11964,271.7,0,7692,2086,0,1229,0,254,704
7201,2020-10-27 01:00:00,2020-10-26 21:00:00,10960,275.3,0,7070,2087,0,795,0,310,698
7202,2020-10-27 02:00:00,2020-10-26 22:00:00,10015,275.68,0,6378,2090,0,513,0,337,698
7203,2020-10-27 03:00:00,2020-10-26 23:00:00,8979,265.72,0,5362,2084,0,457,0,377,699
7204,2020-10-27 04:00:00,2020-10-27 00:00:00,8387,260.0,0,4815,2085,0,430,0,363,694
7205,2020-10-27 05:00:00,2020-10-27 01:00:00,8172,254.92,0,4568,2110,0,407,0,404,684
7206,2020-10-27 06:00:00,2020-10-27 02:00:00,7991,251.86,0,4406,2084,0,404,0,432,665
7207,2020-10-27 07:00:00,2020-10-27 03:00:00,7547,240.66,0,3863,2100,0,410,0,501,673
7208,2020-10-27 08:00:00,2020-10-27 04:00:00,7487,240.03,0,3822,2113,0,411,0,475,666
7209,2020-10-27 09:00:00,2020-10-27 05:00:00,7735,243.48,0,4034,2129,0,418,0,475,680
7210,2020-10-27 10:00:00,2020-10-27 06:00:00,8433,251.4,0,4653,2137,0,421,0,529,693
7211,2020-10-27 11:00:00,2020-10-27 07:00:00,9679,261.8,0,5781,2124,0,597,0,490,687
7212,2020-10-27 12:00:00,2020-10-27 08:00:00,10341,264.16,0,6323,2117,0,757,1,461,682
7213,2020-10-27 13:00:00,2020-10-27 09:00:00,10766,265.02,0,6646,2118,0,905,11,400,685
7214,2020-10-27 14:00:00,2020-10-27 10:00:00,10977,268.73,0,6905,2118,0,843,30,394,687
7215,2020-10-27 15:00:00,2020-10-27 11:00:00,10766,270.2,0,6796,2098,0,741,55,390,686
7216,2020-10-27 16:00:00,2020-10-27 12:00:00,10194,273.96,0,6457,2105,0,473,91,366,702
7217,2020-10-27 17:00:00,2020-10-27 13:00:00,9768,272.31,0,6095,2107,0,421,99,342,704
7218,2020-10-27 18:00:00,2020-10-27 14:00:00,9731,270.14,0,6008,2113,1,428,135,341,705
7219,2020-10-27 19:00:00,2020-10-27 15:00:00,9584,268.04,0,5830,2113,1,428,129,367,715
7220,2020-10-27 20:00:00,2020-10-27 16:00:00,10234,273.31,0,6453,2117,0,523,56,373,712
7221,2020-10-27 21:00:00,2020-10-27 17:00:00,10803,276.15,0,6958,2115,0,668,20,331,711
7222,2020-10-27 22:00:00,2020-10-27 18:00:00,11603,273.23,0,7440,2124,0,1036,3,274,726
7223,2020-10-27 23:00:00,2020-10-27 19:00:00,12310,265.71,0,7736,2109,0,1428,0,326,710
7224,2020-10-28 00:00:00,2020-10-27 20:00:00,11669,265.86,0,7300,2090,0,1219,0,362,698
7225,2020-10-28 01:00:00,2020-10-27 21:00:00,11016,271.07,0,6985,2094,0,973,0,265,698
7226,2020-10-28 02:00:00,2020-10-27 22:00:00,10058,279.44,0,6537,2088,0,556,0,196,682
7227,2020-10-28 03:00:00,2020-10-27 23:00:00,9432,277.61,0,5985,2095,0,487,0,163,703
7228,2020-10-28 04:00:00,2020-10-28 00:00:00,8330,268.12,0,4968,2068,0,455,0,151,687
7229,2020-10-28 05:00:00,2020-10-28 01:00:00,7954,263.09,0,4575,2092,0,436,0,155,695
7230,2020-10-28 06:00:00,2020-10-28 02:00:00,7937,266.4,0,4633,2095,0,424,0,89,696
7231,2020-10-28 07:00:00,2020-10-28 03:00:00,8097,269.31,0,4798,2107,0,419,0,68,705
7232,2020-10-28 08:00:00,2020-10-28 04:00:00,8036,267.7,0,4721,2113,0,419,0,79,703
7233,2020-10-28 09:00:00,2020-10-28 05:00:00,8193,270.57,0,4898,2117,0,418,0,57,704
7234,2020-10-28 10:00:00,2020-10-28 06:00:00,8807,276.99,0,5489,2130,0,432,0,45,710
7235,2020-10-28 11:00:00,2020-10-28 07:00:00,9878,284.77,0,6489,2125,0,501,0,46,716
7236,2020-10-28 12:00:00,2020-10-28 08:00:00,11115,280.88,0,7336,2126,0,888,0,56,709
7237,2020-10-28 13:00:00,2020-10-28 09:00:00,11620,282.23,0,7771,2115,0,961,5,65,703
7238,2020-10-28 14:00:00,2020-10-28 10:00:00,12158,278.12,0,8037,2114,0,1227,12,59,709
7239,2020-10-28 15:00:00,2020-10-28 11:00:00,12180,280.41,0,8146,2112,0,1144,17,63,698
7240,2020-10-28 16:00:00,2020-10-28 12:00:00,12203,281.46,0,8184,2111,0,1121,22,58,707
7241,2020-10-28 17:00:00,2020-10-28 13:00:00,12192,282.19,0,8197,2109,11,1080,29,66,702
7242,2020-10-28 18:00:00,2020-10-28 14:00:00,11982,286.01,0,8116,2106,56,898,30,78,698
7243,2020-10-28 19:00:00,2020-10-28 15:00:00,11549,289.35,0,7933,2114,0,665,31,99,707
7244,2020-10-28 20:00:00,2020-10-28 16:00:00,11495,293.65,0,8029,2111,0,539,19,93,704
7245,2020-10-28 21:00:00,2020-10-28 17:00:00,11783,288.82,0,8116,2117,0,730,8,116,696
7246,2020-10-28 22:00:00,2020-10-28 18:00:00,12319,280.44,1,8238,2118,0,1089,1,166,706
7247,2020-10-28 23:00:00,2020-10-28 19:00:00,12544,274.61,1,8224,2110,0,1308,0,203,697
7248,2020-10-29 00:00:00,2020-10-28 20:00:00,12005,274.81,1,7839,2094,0,1154,0,225,692
7249,2020-10-29 01:00:00,2020-10-28 21:00:00,11280,278.6,0,7425,2082,0,816,0,269,687
7250,2020-10-29 02:00:00,2020-10-28 22:00:00,10410,279.15,0,6780,2090,0,548,0,301,691
