UTC time,Local time,net_generation,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
01/01/2020 00:00:00,2019-12-31 19:00:00,12109,1,6616,3309,0,1227,0,291,665
01/01/2020 01:00:00,2019-12-31 20:00:00,11240,2,6162,3305,0,869,0,237,665
01/01/2020 02:00:00,2019-12-31 21:00:00,10515,0,5505,3317,0,821,0,197,675
01/01/2020 03:00:00,2019-12-31 22:00:00,9920,1,4960,3324,0,796,0,151,687
01/01/2020 04:00:00,2019-12-31 23:00:00,9202,2,4343,3308,0,767,0,110,673
01/01/2020 05:00:00,2020-01-01 00:00:00,8774,1,3903,3325,0,733,0,130,683
01/01/2020 06:00:00,2020-01-01 01:00:00,8751,2,3887,3341,0,674,0,181,666
01/01/2020 07:00:00,2020-01-01 02:00:00,8397,1,3562,3316,0,655,0,203,660
01/01/2020 08:00:00,2020-01-01 03:00:00,8056,0,3175,3311,0,678,0,236,655
01/01/2020 09:00:00,2020-01-01 04:00:00,8047,2,3107,3342,0,682,0,270,644
01/01/2020 10:00:00,2020-01-01 05:00:00,8167,3,3131,3342,0,688,0,355,648
01/01/2020 11:00:00,2020-01-01 06:00:00,8217,6,3147,3345,0,672,0,386,660
01/01/2020 12:00:00,2020-01-01 07:00:00,8429,3,3373,3332,0,688,0,372,661
01/01/2020 13:00:00,2020-01-01 08:00:00,8405,5,3198,3328,0,799,2,418,655
01/01/2020 14:00:00,2020-01-01 09:00:00,8590,12,3384,3334,0,762,20,430,647
01/01/2020 15:00:00,2020-01-01 10:00:00,8759,9,3546,3336,0,768,46,405,648
01/01/2020 16:00:00,2020-01-01 11:00:00,9111,5,3807,3353,0,755,74,458,658
01/01/2020 17:00:00,2020-01-01 12:00:00,9345,9,3996,3340,0,736,82,522,660
01/01/2020 18:00:00,2020-01-01 13:00:00,9485,8,4124,3330,0,739,76,558,651
01/01/2020 19:00:00,2020-01-01 14:00:00,9904,8,4497,3355,0,755,63,562,664
01/01/2020 20:00:00,2020-01-01 15:00:00,10237,5,4874,3344,0,752,45,556,661
01/01/2020 21:00:00,2020-01-01 16:00:00,10811,2,5187,3358,0,1016,16,560,672
01/01/2020 22:00:00,2020-01-01 17:00:00,11845,0,5658,3346,0,1536,1,620,684
01/01/2020 23:00:00,2020-01-01 18:00:00,12738,1,6216,3344,0,1851,0,628,699
01/02/2020 00:00:00,2020-01-01 19:00:00,12457,2,5993,3321,0,1800,0,644,697
01/02/2020 01:00:00,2020-01-01 20:00:00,11928,3,5892,3312,0,1348,0,683,689
01/02/2020 02:00:00,2020-01-01 21:00:00,11305,1,5606,3313,0,1007,0,689,688
01/02/2020 03:00:00,2020-01-01 22:00:00,10602,1,5047,3308,0,890,0,688,668
01/02/2020 04:00:00,2020-01-01 23:00:00,9800,1,4444,3306,0,723,0,670,656
01/02/2020 05:00:00,2020-01-02 00:00:00,9289,0,4023,3297,0,683,0,636,650
01/02/2020 06:00:00,2020-01-02 01:00:00,8808,0,3526,3340,0,644,0,637,661
01/02/2020 07:00:00,2020-01-02 02:00:00,8594,1,3348,3323,0,641,0,618,663
01/02/2020 08:00:00,2020-01-02 03:00:00,8506,1,3192,3329,0,677,0,653,655
01/02/2020 09:00:00,2020-01-02 04:00:00,8664,1,3310,3353,0,684,0,654,661
01/02/2020 10:00:00,2020-01-02 05:00:00,9039,2,3723,3354,0,651,0,647,662
01/02/2020 11:00:00,2020-01-02 06:00:00,9660,0,4380,3345,0,670,0,630,634
01/02/2020 12:00:00,2020-01-02 07:00:00,10812,0,5272,3376,0,941,0,582,642
01/02/2020 13:00:00,2020-01-02 08:00:00,11482,0,5612,3330,0,1366,1,536,637
01/02/2020 14:00:00,2020-01-02 09:00:00,11509,0,5766,3333,0,1265,16,490,639
01/02/2020 15:00:00,2020-01-02 10:00:00,11180,0,5605,3315,0,1127,39,444,650
01/02/2020 16:00:00,2020-01-02 11:00:00,10941,0,5543,3334,0,938,72,397,657
01/02/2020 17:00:00,2020-01-02 12:00:00,10518,0,5260,3317,6,829,103,373,630
01/02/2020 18:00:00,2020-01-02 13:00:00,10016,3,4876,3314,3,775,111,307,626
01/02/2020 19:00:00,2020-01-02 14:00:00,9969,1,4853,3341,0,785,103,261,624
01/02/2020 20:00:00,2020-01-02 15:00:00,10382,1,5285,3367,47,771,60,217,634
01/02/2020 21:00:00,2020-01-02 16:00:00,11127,2,5905,3387,198,794,15,193,633
