UTC time,solar,nat_gas,other,oil,hydro,wind
2019-12-25 13:00:00,0.0,282.0,49.0,0.0,625.0,13.0
2019-12-25 14:00:00,0.0,275.0,49.0,0.0,721.0,12.0
2019-12-25 15:00:00,0.0,288.0,49.0,0.0,815.0,15.0
2019-12-25 16:00:00,1.0,289.0,48.0,0.0,813.0,28.0
2019-12-25 17:00:00,14.0,289.0,48.0,0.0,817.0,42.0
2019-12-25 18:00:00,29.0,287.0,47.0,0.0,817.0,60.0
2019-12-25 19:00:00,41.0,288.0,50.0,0.0,771.0,45.0
2019-12-25 20:00:00,47.0,289.0,49.0,0.0,675.0,8.0
2019-12-25 21:00:00,44.0,286.0,47.0,0.0,684.0,9.0
2019-12-25 22:00:00,35.0,280.0,49.0,0.0,627.0,2.0
2019-12-25 23:00:00,24.0,287.0,49.0,0.0,625.0,0.0
2019-12-26 00:00:00,5.0,287.0,50.0,0.0,668.0,1.0
2019-12-26 01:00:00,0.0,286.0,51.0,0.0,709.0,1.0
2019-12-26 02:00:00,0.0,289.0,51.0,0.0,704.0,2.0
2019-12-26 03:00:00,0.0,288.0,50.0,0.0,713.0,1.0
2019-12-26 04:00:00,0.0,287.0,52.0,0.0,705.0,2.0
2019-12-26 05:00:00,0.0,288.0,48.0,0.0,611.0,9.0
2019-12-26 06:00:00,0.0,286.0,52.0,0.0,585.0,10.0
2019-12-26 07:00:00,0.0,289.0,50.0,0.0,537.0,15.0
2019-12-26 08:00:00,0.0,284.0,51.0,0.0,528.0,16.0
2019-12-26 09:00:00,0.0,281.0,50.0,0.0,534.0,18.0
2019-12-26 10:00:00,0.0,288.0,51.0,0.0,540.0,17.0
2019-12-26 11:00:00,0.0,289.0,54.0,0.0,548.0,17.0
2019-12-26 12:00:00,0.0,290.0,53.0,0.0,585.0,18.0
2019-12-26 13:00:00,0.0,288.0,51.0,0.0,760.0,14.0
2019-12-26 14:00:00,0.0,291.0,52.0,0.0,877.0,14.0
2019-12-26 15:00:00,0.0,290.0,51.0,0.0,903.0,21.0
2019-12-26 16:00:00,0.0,290.0,51.0,0.0,907.0,31.0
2019-12-26 17:00:00,8.0,292.0,52.0,0.0,1122.0,36.0
2019-12-26 18:00:00,20.0,289.0,52.0,0.0,895.0,39.0
2019-12-26 19:00:00,33.0,291.0,49.0,0.0,767.0,42.0
2019-12-26 20:00:00,46.0,290.0,59.0,0.0,749.0,20.0
2019-12-26 21:00:00,49.0,289.0,62.0,0.0,729.0,15.0
2019-12-26 22:00:00,36.0,289.0,60.0,0.0,738.0,14.0
2019-12-26 23:00:00,33.0,290.0,59.0,0.0,744.0,25.0
2019-12-27 00:00:00,10.0,290.0,62.0,0.0,920.0,22.0
2019-12-27 01:00:00,3.0,289.0,63.0,0.0,943.0,26.0
2019-12-27 02:00:00,0.0,290.0,62.0,0.0,1015.0,31.0
2019-12-27 03:00:00,0.0,292.0,62.0,0.0,1019.0,50.0
2019-12-27 04:00:00,0.0,290.0,62.0,0.0,837.0,72.0
2019-12-27 05:00:00,0.0,289.0,62.0,0.0,829.0,86.0
2019-12-27 06:00:00,0.0,290.0,61.0,0.0,666.0,81.0
2019-12-27 07:00:00,0.0,289.0,60.0,0.0,556.0,63.0
2019-12-27 08:00:00,0.0,289.0,63.0,0.0,474.0,63.0
2019-12-27 09:00:00,0.0,288.0,63.0,0.0,473.0,65.0
2019-12-27 10:00:00,0.0,289.0,62.0,0.0,478.0,79.0
2019-12-27 11:00:00,0.0,288.0,64.0,0.0,486.0,83.0
2019-12-27 12:00:00,0.0,290.0,62.0,0.0,554.0,62.0
2019-12-27 13:00:00,0.0,289.0,63.0,0.0,726.0,51.0
2019-12-27 14:00:00,0.0,288.0,61.0,0.0,760.0,35.0
2019-12-27 15:00:00,0.0,291.0,61.0,0.0,860.0,38.0
2019-12-27 16:00:00,0.0,292.0,60.0,0.0,913.0,22.0
2019-12-27 17:00:00,16.0,290.0,63.0,0.0,866.0,7.0
2019-12-27 18:00:00,56.0,290.0,62.0,0.0,723.0,3.0
2019-12-27 19:00:00,84.0,289.0,63.0,0.0,683.0,9.0
2019-12-27 20:00:00,89.0,278.0,60.0,0.0,686.0,9.0
2019-12-27 21:00:00,67.0,278.0,60.0,0.0,683.0,5.0
2019-12-27 22:00:00,41.0,263.0,63.0,0.0,678.0,33.0
2019-12-27 23:00:00,24.0,268.0,62.0,0.0,626.0,121.0
2019-12-28 00:00:00,11.0,278.0,61.0,0.0,870.0,201.0
2019-12-28 01:00:00,0.0,290.0,62.0,0.0,865.0,270.0
2019-12-28 02:00:00,0.0,291.0,63.0,0.0,873.0,297.0
2019-12-28 03:00:00,0.0,291.0,63.0,0.0,856.0,352.0
2019-12-28 04:00:00,0.0,290.0,60.0,0.0,748.0,367.0
2019-12-28 05:00:00,0.0,290.0,61.0,0.0,772.0,347.0
2019-12-28 06:00:00,0.0,290.0,61.0,0.0,748.0,337.0
2019-12-28 07:00:00,0.0,289.0,60.0,0.0,615.0,341.0
2019-12-28 08:00:00,0.0,289.0,57.0,0.0,574.0,334.0
2019-12-28 09:00:00,0.0,289.0,59.0,0.0,540.0,343.0
2019-12-28 10:00:00,0.0,290.0,59.0,0.0,544.0,314.0
2019-12-28 11:00:00,0.0,290.0,59.0,0.0,552.0,255.0
2019-12-28 12:00:00,0.0,290.0,61.0,0.0,593.0,206.0
2019-12-28 13:00:00,0.0,289.0,61.0,0.0,622.0,135.0
2019-12-28 14:00:00,0.0,289.0,62.0,0.0,627.0,130.0
2019-12-28 15:00:00,0.0,291.0,60.0,0.0,778.0,107.0
2019-12-28 16:00:00,3.0,289.0,60.0,0.0,875.0,77.0
2019-12-28 17:00:00,16.0,291.0,60.0,0.0,866.0,43.0
2019-12-28 18:00:00,59.0,289.0,59.0,0.0,841.0,24.0
2019-12-28 19:00:00,91.0,289.0,59.0,0.0,818.0,21.0
2019-12-28 20:00:00,107.0,290.0,57.0,0.0,630.0,10.0
2019-12-28 21:00:00,131.0,289.0,57.0,0.0,626.0,19.0
2019-12-28 22:00:00,165.0,288.0,56.0,0.0,616.0,15.0
2019-12-28 23:00:00,164.0,288.0,58.0,0.0,773.0,8.0
2019-12-29 00:00:00,49.0,288.0,58.0,0.0,809.0,12.0
2019-12-29 01:00:00,0.0,291.0,62.0,0.0,844.0,13.0
2019-12-29 02:00:00,0.0,290.0,58.0,0.0,809.0,10.0
2019-12-29 03:00:00,0.0,290.0,59.0,0.0,801.0,25.0
2019-12-29 04:00:00,0.0,292.0,61.0,0.0,780.0,24.0
2019-12-29 05:00:00,0.0,290.0,60.0,0.0,645.0,32.0
2019-12-29 06:00:00,0.0,290.0,62.0,0.0,602.0,51.0
2019-12-29 07:00:00,0.0,291.0,61.0,0.0,617.0,39.0
2019-12-29 08:00:00,0.0,272.0,62.0,0.0,566.0,35.0
2019-12-29 09:00:00,0.0,283.0,61.0,0.0,607.0,22.0
2019-12-29 10:00:00,0.0,292.0,61.0,0.0,577.0,26.0
2019-12-29 11:00:00,0.0,290.0,61.0,0.0,580.0,30.0
2019-12-29 12:00:00,0.0,291.0,60.0,0.0,604.0,26.0
2019-12-29 13:00:00,0.0,290.0,60.0,0.0,608.0,38.0
2019-12-29 14:00:00,0.0,289.0,61.0,0.0,626.0,57.0
2019-12-29 15:00:00,0.0,291.0,61.0,0.0,640.0,65.0
2019-12-29 16:00:00,1.0,291.0,63.0,0.0,862.0,56.0
2019-12-29 17:00:00,10.0,291.0,61.0,0.0,861.0,55.0
2019-12-29 18:00:00,24.0,291.0,60.0,0.0,849.0,55.0
2019-12-29 19:00:00,35.0,291.0,60.0,0.0,765.0,55.0
2019-12-29 20:00:00,46.0,289.0,64.0,0.0,611.0,48.0
2019-12-29 21:00:00,39.0,291.0,59.0,0.0,617.0,48.0
2019-12-29 22:00:00,30.0,289.0,62.0,0.0,626.0,31.0
2019-12-29 23:00:00,13.0,290.0,59.0,0.0,673.0,37.0
2019-12-30 00:00:00,6.0,289.0,60.0,0.0,887.0,52.0
2019-12-30 01:00:00,0.0,290.0,61.0,0.0,815.0,77.0
2019-12-30 02:00:00,0.0,289.0,61.0,0.0,839.0,105.0
2019-12-30 03:00:00,0.0,291.0,60.0,0.0,817.0,111.0
2019-12-30 04:00:00,0.0,290.0,61.0,0.0,738.0,114.0
2019-12-30 05:00:00,0.0,290.0,61.0,0.0,696.0,101.0
2019-12-30 06:00:00,0.0,291.0,61.0,0.0,619.0,104.0
2019-12-30 07:00:00,0.0,290.0,62.0,0.0,568.0,120.0
2019-12-30 08:00:00,0.0,291.0,67.0,0.0,480.0,85.0
2019-12-30 09:00:00,0.0,288.0,66.0,0.0,479.0,58.0
2019-12-30 10:00:00,0.0,288.0,64.0,0.0,467.0,33.0
2019-12-30 11:00:00,0.0,288.0,65.0,0.0,520.0,22.0
2019-12-30 12:00:00,0.0,289.0,61.0,0.0,539.0,27.0
2019-12-30 13:00:00,0.0,290.0,62.0,0.0,714.0,16.0
2019-12-30 14:00:00,0.0,291.0,58.0,0.0,724.0,8.0
2019-12-30 15:00:00,0.0,290.0,61.0,0.0,866.0,3.0
2019-12-30 16:00:00,1.0,290.0,60.0,0.0,879.0,7.0
2019-12-30 17:00:00,12.0,290.0,61.0,0.0,935.0,5.0
2019-12-30 18:00:00,35.0,290.0,58.0,0.0,872.0,2.0
2019-12-30 19:00:00,48.0,291.0,58.0,0.0,811.0,0.0
2019-12-30 20:00:00,52.0,289.0,61.0,0.0,719.0,0.0
2019-12-30 21:00:00,64.0,290.0,61.0,0.0,678.0,0.0
2019-12-30 22:00:00,52.0,287.0,58.0,0.0,686.0,0.0
2019-12-30 23:00:00,39.0,287.0,56.0,0.0,782.0,0.0
2019-12-31 00:00:00,10.0,291.0,61.0,0.0,853.0,0.0
2019-12-31 01:00:00,2.0,289.0,61.0,0.0,970.0,2.0
2019-12-31 02:00:00,0.0,290.0,60.0,0.0,1000.0,5.0
2019-12-31 03:00:00,0.0,290.0,60.0,0.0,987.0,7.0
2019-12-31 04:00:00,0.0,291.0,60.0,0.0,857.0,10.0
2019-12-31 05:00:00,0.0,291.0,59.0,0.0,717.0,13.0
2019-12-31 06:00:00,0.0,291.0,61.0,0.0,714.0,21.0
2019-12-31 07:00:00,0.0,290.0,61.0,0.0,587.0,18.0
2019-12-31 08:00:00,0.0,291.0,59.0,0.0,552.0,11.0
2019-12-31 09:00:00,0.0,291.0,59.0,0.0,512.0,28.0
2019-12-31 10:00:00,0.0,292.0,59.0,0.0,514.0,48.0
2019-12-31 11:00:00,0.0,291.0,63.0,0.0,516.0,76.0
2019-12-31 12:00:00,0.0,292.0,58.0,0.0,511.0,71.0
2019-12-31 13:00:00,0.0,291.0,59.0,0.0,542.0,62.0
2019-12-31 14:00:00,0.0,292.0,64.0,0.0,745.0,74.0
2019-12-31 15:00:00,0.0,292.0,60.0,0.0,842.0,91.0
2019-12-31 16:00:00,3.0,291.0,58.0,0.0,843.0,83.0
2019-12-31 17:00:00,24.0,287.0,61.0,0.0,801.0,87.0
2019-12-31 18:00:00,47.0,271.0,60.0,0.0,799.0,99.0
2019-12-31 19:00:00,61.0,267.0,60.0,0.0,723.0,104.0
2019-12-31 20:00:00,76.0,264.0,56.0,0.0,722.0,103.0
2019-12-31 21:00:00,63.0,250.0,59.0,0.0,720.0,105.0
2019-12-31 22:00:00,49.0,257.0,59.0,0.0,709.0,111.0
2019-12-31 23:00:00,42.0,259.0,60.0,0.0,696.0,125.0
2020-01-01 00:00:00,12.0,259.0,58.0,0.0,744.0,166.0
2020-01-01 01:00:00,0.0,287.0,59.0,0.0,789.0,177.0
2020-01-01 02:00:00,0.0,287.0,59.0,0.0,782.0,210.0
2020-01-01 03:00:00,0.0,288.0,59.0,0.0,763.0,250.0
2020-01-01 04:00:00,0.0,276.0,58.0,0.0,597.0,279.0
2020-01-01 05:00:00,0.0,275.0,58.0,0.0,598.0,265.0
2020-01-01 06:00:00,0.0,262.0,57.0,0.0,605.0,229.0
2020-01-01 07:00:00,0.0,272.0,56.0,0.0,588.0,244.0
2020-01-01 08:00:00,0.0,274.0,18.0,0.0,556.0,241.0
2020-01-01 09:00:00,0.0,261.0,57.0,0.0,541.0,202.0
2020-01-01 10:00:00,0.0,261.0,59.0,0.0,537.0,173.0
2020-01-01 11:00:00,0.0,260.0,58.0,0.0,537.0,134.0
2020-01-01 12:00:00,0.0,261.0,56.0,0.0,534.0,106.0
2020-01-01 13:00:00,0.0,260.0,57.0,0.0,592.0,133.0
2020-01-01 14:00:00,0.0,269.0,57.0,0.0,603.0,173.0
2020-01-01 15:00:00,0.0,273.0,61.0,0.0,616.0,253.0
2020-01-01 16:00:00,4.0,282.0,60.0,0.0,619.0,211.0
2020-01-01 17:00:00,14.0,259.0,60.0,0.0,639.0,265.0
2020-01-01 18:00:00,26.0,199.0,57.0,0.0,493.0,346.0
2020-01-01 19:00:00,32.0,230.0,59.0,0.0,483.0,574.0
2020-01-01 20:00:00,41.0,234.0,56.0,0.0,478.0,609.0
2020-01-01 21:00:00,49.0,233.0,57.0,0.0,441.0,636.0
2020-01-01 22:00:00,76.0,234.0,55.0,0.0,463.0,634.0
2020-01-01 23:00:00,68.0,232.0,56.0,0.0,468.0,625.0
2020-01-02 00:00:00,31.0,251.0,57.0,0.0,586.0,622.0
2020-01-02 01:00:00,0.0,271.0,54.0,0.0,697.0,546.0
2020-01-02 02:00:00,0.0,285.0,57.0,0.0,678.0,556.0
2020-01-02 03:00:00,0.0,283.0,54.0,0.0,731.0,543.0
2020-01-02 04:00:00,0.0,285.0,51.0,0.0,726.0,530.0
2020-01-02 05:00:00,0.0,285.0,43.0,0.0,704.0,527.0
2020-01-02 06:00:00,0.0,286.0,53.0,0.0,703.0,519.0
2020-01-02 07:00:00,0.0,280.0,54.0,0.0,679.0,542.0
2020-01-02 08:00:00,0.0,276.0,56.0,0.0,577.0,513.0
2020-01-02 09:00:00,0.0,278.0,56.0,0.0,606.0,463.0
2020-01-02 10:00:00,0.0,278.0,53.0,0.0,600.0,411.0
2020-01-02 11:00:00,0.0,276.0,58.0,0.0,586.0,366.0
2020-01-02 12:00:00,0.0,280.0,54.0,0.0,605.0,337.0
2020-01-02 13:00:00,0.0,282.0,56.0,0.0,655.0,399.0
2020-01-02 14:00:00,0.0,286.0,57.0,0.0,748.0,381.0
2020-01-02 15:00:00,0.0,287.0,56.0,0.0,756.0,380.0
2020-01-02 16:00:00,5.0,288.0,54.0,0.0,754.0,406.0
2020-01-02 17:00:00,50.0,288.0,59.0,0.0,754.0,388.0
2020-01-02 18:00:00,98.0,288.0,57.0,0.0,789.0,389.0
2020-01-02 19:00:00,84.0,280.0,57.0,0.0,770.0,483.0
2020-01-02 20:00:00,102.0,271.0,60.0,0.0,717.0,552.0
2020-01-02 21:00:00,94.0,287.0,57.0,0.0,593.0,567.0
2020-01-02 22:00:00,74.0,287.0,56.0,0.0,581.0,564.0
2020-01-02 23:00:00,36.0,283.0,58.0,0.0,620.0,552.0
2020-01-03 00:00:00,14.0,288.0,58.0,0.0,680.0,487.0
2020-01-03 01:00:00,0.0,288.0,58.0,0.0,734.0,376.0
2020-01-03 02:00:00,0.0,279.0,55.0,0.0,773.0,363.0
2020-01-03 03:00:00,0.0,283.0,60.0,0.0,746.0,329.0
2020-01-03 04:00:00,0.0,280.0,57.0,0.0,824.0,377.0
2020-01-03 05:00:00,0.0,284.0,58.0,0.0,757.0,409.0
2020-01-03 06:00:00,0.0,284.0,59.0,0.0,680.0,271.0
2020-01-03 07:00:00,0.0,287.0,60.0,0.0,676.0,198.0
2020-01-03 08:00:00,0.0,279.0,60.0,0.0,650.0,134.0
2020-01-03 09:00:00,0.0,282.0,57.0,0.0,659.0,93.0
2020-01-03 10:00:00,0.0,289.0,59.0,0.0,653.0,85.0
2020-01-03 11:00:00,0.0,292.0,57.0,0.0,662.0,94.0
2020-01-03 12:00:00,0.0,289.0,59.0,0.0,661.0,64.0
2020-01-03 13:00:00,0.0,311.0,59.0,0.0,689.0,68.0
2020-01-03 14:00:00,0.0,447.0,55.0,0.0,744.0,87.0
2020-01-03 15:00:00,0.0,424.0,57.0,0.0,878.0,114.0
2020-01-03 16:00:00,2.0,453.0,57.0,0.0,890.0,134.0
2020-01-03 17:00:00,40.0,445.0,58.0,0.0,647.0,152.0
2020-01-03 18:00:00,92.0,407.0,56.0,0.0,596.0,135.0
2020-01-03 19:00:00,125.0,415.0,56.0,0.0,567.0,133.0
2020-01-03 20:00:00,109.0,407.0,62.0,0.0,497.0,114.0
2020-01-03 21:00:00,98.0,405.0,56.0,0.0,522.0,97.0
2020-01-03 22:00:00,90.0,407.0,58.0,0.0,532.0,108.0
2020-01-03 23:00:00,62.0,417.0,55.0,0.0,572.0,133.0
2020-01-04 00:00:00,28.0,428.0,57.0,0.0,550.0,154.0
2020-01-04 01:00:00,1.0,438.0,58.0,0.0,611.0,200.0
2020-01-04 02:00:00,0.0,445.0,59.0,0.0,611.0,320.0
2020-01-04 03:00:00,0.0,446.0,60.0,0.0,567.0,402.0
2020-01-04 04:00:00,0.0,445.0,59.0,0.0,567.0,454.0
2020-01-04 05:00:00,0.0,443.0,60.0,0.0,531.0,498.0
2020-01-04 06:00:00,0.0,413.0,59.0,0.0,536.0,545.0
2020-01-04 07:00:00,0.0,288.0,61.0,0.0,440.0,531.0
2020-01-04 08:00:00,0.0,287.0,58.0,0.0,431.0,592.0
2020-01-04 09:00:00,0.0,287.0,61.0,0.0,452.0,611.0
2020-01-04 10:00:00,0.0,286.0,60.0,0.0,458.0,606.0
2020-01-04 11:00:00,0.0,286.0,64.0,0.0,532.0,561.0
2020-01-04 12:00:00,0.0,288.0,62.0,0.0,526.0,577.0
2020-01-04 13:00:00,0.0,285.0,61.0,0.0,542.0,562.0
2020-01-04 14:00:00,0.0,286.0,60.0,0.0,533.0,481.0
2020-01-04 15:00:00,0.0,288.0,61.0,0.0,629.0,315.0
2020-01-04 16:00:00,1.0,285.0,59.0,0.0,640.0,224.0
2020-01-04 17:00:00,7.0,278.0,57.0,0.0,555.0,219.0
2020-01-04 18:00:00,17.0,278.0,59.0,0.0,527.0,238.0
2020-01-04 19:00:00,29.0,284.0,57.0,0.0,499.0,219.0
2020-01-04 20:00:00,67.0,263.0,57.0,0.0,421.0,308.0
2020-01-04 21:00:00,124.0,239.0,57.0,0.0,402.0,544.0
2020-01-04 22:00:00,152.0,232.0,58.0,0.0,402.0,585.0
2020-01-04 23:00:00,132.0,246.0,59.0,0.0,424.0,565.0
2020-01-05 00:00:00,64.0,286.0,56.0,0.0,549.0,532.0
2020-01-05 01:00:00,2.0,408.0,59.0,0.0,666.0,407.0
2020-01-05 02:00:00,0.0,406.0,60.0,0.0,679.0,350.0
2020-01-05 03:00:00,0.0,411.0,62.0,0.0,683.0,207.0
2020-01-05 04:00:00,0.0,417.0,64.0,0.0,709.0,132.0
2020-01-05 05:00:00,0.0,421.0,63.0,0.0,708.0,81.0
2020-01-05 06:00:00,0.0,424.0,62.0,0.0,700.0,41.0
2020-01-05 07:00:00,0.0,425.0,62.0,0.0,627.0,36.0
2020-01-05 08:00:00,0.0,421.0,62.0,0.0,597.0,25.0
2020-01-05 09:00:00,0.0,427.0,62.0,0.0,484.0,32.0
2020-01-05 10:00:00,0.0,420.0,62.0,0.0,448.0,49.0
2020-01-05 11:00:00,0.0,416.0,60.0,0.0,457.0,108.0
2020-01-05 12:00:00,0.0,413.0,64.0,0.0,522.0,139.0
2020-01-05 13:00:00,0.0,422.0,60.0,0.0,569.0,111.0
2020-01-05 14:00:00,0.0,447.0,60.0,0.0,565.0,102.0
2020-01-05 15:00:00,0.0,587.0,62.0,0.0,625.0,71.0
2020-01-05 16:00:00,0.0,588.0,65.0,0.0,646.0,48.0
2020-01-05 17:00:00,6.0,589.0,62.0,0.0,627.0,63.0
2020-01-05 18:00:00,21.0,595.0,60.0,0.0,644.0,25.0
2020-01-05 19:00:00,50.0,587.0,58.0,0.0,601.0,45.0
2020-01-05 20:00:00,99.0,569.0,55.0,0.0,566.0,68.0
2020-01-05 21:00:00,105.0,557.0,52.0,0.0,459.0,99.0
2020-01-05 22:00:00,101.0,567.0,52.0,0.0,515.0,112.0
2020-01-05 23:00:00,54.0,553.0,51.0,0.0,545.0,146.0
2020-01-06 00:00:00,10.0,580.0,53.0,0.0,569.0,122.0
2020-01-06 01:00:00,1.0,615.0,55.0,0.0,642.0,78.0
2020-01-06 02:00:00,0.0,612.0,54.0,0.0,709.0,36.0
2020-01-06 03:00:00,0.0,618.0,54.0,0.0,687.0,43.0
2020-01-06 04:00:00,0.0,635.0,55.0,0.0,690.0,55.0
2020-01-06 05:00:00,0.0,598.0,55.0,0.0,626.0,116.0
2020-01-06 06:00:00,0.0,457.0,57.0,0.0,521.0,147.0
2020-01-06 07:00:00,0.0,448.0,55.0,0.0,485.0,212.0
2020-01-06 08:00:00,0.0,432.0,53.0,0.0,466.0,266.0
2020-01-06 09:00:00,0.0,433.0,54.0,0.0,475.0,331.0
2020-01-06 10:00:00,0.0,438.0,55.0,0.0,473.0,368.0
2020-01-06 11:00:00,0.0,436.0,56.0,0.0,475.0,369.0
2020-01-06 12:00:00,0.0,454.0,57.0,0.0,469.0,401.0
2020-01-06 13:00:00,0.0,459.0,55.0,0.0,552.0,368.0
2020-01-06 14:00:00,0.0,596.0,54.0,0.0,632.0,305.0
2020-01-06 15:00:00,0.0,623.0,56.0,0.0,645.0,278.0
2020-01-06 16:00:00,4.0,633.0,52.0,0.0,646.0,249.0
2020-01-06 17:00:00,25.0,607.0,55.0,0.0,622.0,190.0
2020-01-06 18:00:00,19.0,569.0,55.0,0.0,548.0,155.0
2020-01-06 19:00:00,49.0,577.0,56.0,0.0,562.0,175.0
2020-01-06 20:00:00,52.0,556.0,57.0,0.0,580.0,175.0
2020-01-06 21:00:00,35.0,564.0,55.0,0.0,584.0,146.0
2020-01-06 22:00:00,23.0,533.0,55.0,0.0,505.0,147.0
2020-01-06 23:00:00,10.0,529.0,56.0,0.0,540.0,158.0
2020-01-07 00:00:00,8.0,573.0,57.0,0.0,616.0,156.0
2020-01-07 01:00:00,0.0,615.0,55.0,0.0,651.0,165.0
2020-01-07 02:00:00,0.0,621.0,54.0,0.0,648.0,144.0
2020-01-07 03:00:00,0.0,601.0,56.0,0.0,624.0,147.0
2020-01-07 04:00:00,0.0,597.0,54.0,0.0,584.0,164.0
2020-01-07 05:00:00,0.0,597.0,55.0,0.0,581.0,172.0
2020-01-07 06:00:00,0.0,593.0,55.0,0.0,581.0,159.0
2020-01-07 07:00:00,0.0,583.0,54.0,0.0,560.0,153.0
2020-01-07 08:00:00,0.0,551.0,54.0,0.0,556.0,163.0
2020-01-07 09:00:00,0.0,296.0,55.0,0.0,553.0,175.0
2020-01-07 10:00:00,0.0,289.0,55.0,0.0,565.0,176.0
2020-01-07 11:00:00,0.0,290.0,52.0,0.0,568.0,181.0
2020-01-07 12:00:00,0.0,289.0,54.0,0.0,584.0,194.0
2020-01-07 13:00:00,0.0,290.0,53.0,0.0,605.0,224.0
2020-01-07 14:00:00,0.0,290.0,56.0,0.0,711.0,226.0
2020-01-07 15:00:00,0.0,289.0,57.0,0.0,769.0,263.0
2020-01-07 16:00:00,8.0,289.0,55.0,0.0,751.0,301.0
2020-01-07 17:00:00,42.0,290.0,56.0,0.0,761.0,292.0
2020-01-07 18:00:00,88.0,289.0,54.0,0.0,692.0,289.0
2020-01-07 19:00:00,96.0,287.0,53.0,0.0,669.0,237.0
2020-01-07 20:00:00,117.0,287.0,54.0,0.0,633.0,262.0
2020-01-07 21:00:00,127.0,286.0,58.0,0.0,634.0,326.0
2020-01-07 22:00:00,134.0,285.0,58.0,0.0,627.0,352.0
2020-01-07 23:00:00,86.0,285.0,58.0,0.0,590.0,387.0
2020-01-08 00:00:00,28.0,285.0,59.0,0.0,620.0,411.0
2020-01-08 01:00:00,0.0,285.0,57.0,0.0,769.0,393.0
2020-01-08 02:00:00,0.0,286.0,59.0,0.0,774.0,345.0
2020-01-08 03:00:00,0.0,288.0,58.0,0.0,748.0,361.0
2020-01-08 04:00:00,0.0,287.0,60.0,0.0,711.0,374.0
2020-01-08 05:00:00,0.0,287.0,58.0,0.0,619.0,340.0
2020-01-08 06:00:00,0.0,287.0,56.0,0.0,612.0,320.0
2020-01-08 07:00:00,0.0,287.0,60.0,0.0,584.0,300.0
2020-01-08 08:00:00,0.0,288.0,58.0,0.0,578.0,238.0
2020-01-08 09:00:00,0.0,284.0,59.0,0.0,578.0,199.0
2020-01-08 10:00:00,0.0,285.0,57.0,0.0,580.0,82.0
2020-01-08 11:00:00,0.0,284.0,60.0,0.0,583.0,32.0
2020-01-08 12:00:00,0.0,285.0,59.0,0.0,610.0,61.0
2020-01-08 13:00:00,0.0,309.0,56.0,0.0,610.0,158.0
2020-01-08 14:00:00,0.0,407.0,59.0,0.0,729.0,224.0
2020-01-08 15:00:00,0.0,401.0,58.0,0.0,813.0,167.0
2020-01-08 16:00:00,4.0,404.0,57.0,0.0,812.0,264.0
2020-01-08 17:00:00,49.0,406.0,57.0,0.0,769.0,191.0
2020-01-08 18:00:00,145.0,403.0,57.0,0.0,649.0,169.0
2020-01-08 19:00:00,130.0,414.0,57.0,0.0,632.0,242.0
2020-01-08 20:00:00,104.0,361.0,57.0,0.0,520.0,452.0
2020-01-08 21:00:00,87.0,352.0,58.0,0.0,430.0,461.0
2020-01-08 22:00:00,69.0,367.0,54.0,0.0,537.0,336.0
2020-01-08 23:00:00,56.0,396.0,57.0,0.0,606.0,326.0
2020-01-09 00:00:00,12.0,426.0,59.0,0.0,712.0,240.0
2020-01-09 01:00:00,0.0,426.0,64.0,0.0,803.0,266.0
2020-01-09 02:00:00,0.0,436.0,67.0,0.0,845.0,197.0
2020-01-09 03:00:00,0.0,453.0,66.0,0.0,851.0,95.0
2020-01-09 04:00:00,0.0,454.0,63.0,0.0,834.0,57.0
2020-01-09 05:00:00,0.0,457.0,65.0,0.0,827.0,69.0
2020-01-09 06:00:00,0.0,452.0,65.0,0.0,720.0,84.0
2020-01-09 07:00:00,0.0,443.0,67.0,0.0,675.0,105.0
2020-01-09 08:00:00,0.0,418.0,63.0,0.0,637.0,101.0
2020-01-09 09:00:00,0.0,420.0,66.0,0.0,603.0,75.0
2020-01-09 10:00:00,0.0,429.0,66.0,0.0,522.0,63.0
2020-01-09 11:00:00,0.0,429.0,66.0,0.0,515.0,87.0
2020-01-09 12:00:00,0.0,429.0,65.0,0.0,530.0,106.0
2020-01-09 13:00:00,0.0,439.0,66.0,0.0,726.0,140.0
2020-01-09 14:00:00,0.0,433.0,57.0,0.0,836.0,163.0
2020-01-09 15:00:00,0.0,441.0,57.0,0.0,916.0,185.0
2020-01-09 16:00:00,1.0,448.0,56.0,0.0,911.0,201.0
2020-01-09 17:00:00,31.0,424.0,55.0,0.0,836.0,295.0
2020-01-09 18:00:00,102.0,418.0,56.0,0.0,738.0,330.0
2020-01-09 19:00:00,135.0,404.0,57.0,0.0,690.0,452.0
2020-01-09 20:00:00,128.0,385.0,57.0,0.0,562.0,558.0
2020-01-09 21:00:00,118.0,388.0,57.0,0.0,574.0,597.0
2020-01-09 22:00:00,83.0,369.0,58.0,0.0,559.0,589.0
2020-01-09 23:00:00,99.0,371.0,58.0,0.0,568.0,565.0
2020-01-10 00:00:00,51.0,408.0,56.0,0.0,676.0,565.0
2020-01-10 01:00:00,2.0,431.0,57.0,0.0,807.0,605.0
2020-01-10 02:00:00,0.0,428.0,56.0,0.0,825.0,609.0
2020-01-10 03:00:00,0.0,455.0,60.0,0.0,772.0,547.0
2020-01-10 04:00:00,0.0,457.0,58.0,0.0,739.0,530.0
2020-01-10 05:00:00,0.0,419.0,61.0,0.0,696.0,491.0
