,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2019-01-01 00:00:00,148.04,1672.0,1684.0,8204.0,0.0,4751.0,0.0,0.0,11.0
1,2019-01-01 01:00:00,142.55,1689.0,1383.0,8210.0,0.0,4730.0,0.0,0.0,14.0
2,2019-01-01 02:00:00,138.79,1725.0,1033.0,8212.0,0.0,4381.0,0.0,0.0,11.0
3,2019-01-01 03:00:00,158.03,1747.0,1459.0,8212.0,0.0,3352.0,0.0,0.0,14.0
4,2019-01-01 04:00:00,155.59,1712.0,1292.0,8234.0,0.0,3000.0,0.0,0.0,14.0
5,2019-01-01 05:00:00,155.61,1726.0,1109.0,8238.0,0.0,2600.0,0.0,0.0,14.0
6,2019-01-01 06:00:00,161.74,1715.0,1228.0,8236.0,0.0,2212.0,0.0,0.0,11.0
7,2019-01-01 07:00:00,165.35,1723.0,1267.0,8239.0,0.0,2004.0,0.0,0.0,14.0
8,2019-01-01 08:00:00,168.6,1714.0,1263.0,8239.0,0.0,1657.0,0.0,0.0,14.0
9,2019-01-01 09:00:00,165.62,1734.0,1101.0,8246.0,0.0,1642.0,0.0,0.0,14.0
10,2019-01-01 10:00:00,165.68,1720.0,1132.0,8253.0,0.0,1624.0,0.0,0.0,11.0
11,2019-01-01 11:00:00,171.3,1721.0,1353.0,8257.0,0.0,1627.0,0.0,0.0,14.0
12,2019-01-01 12:00:00,170.8,1734.0,1330.0,8250.0,0.0,1686.0,0.0,0.0,14.0
13,2019-01-01 13:00:00,167.79,1726.0,1362.0,8253.0,0.0,1984.0,0.0,0.0,12.0
14,2019-01-01 14:00:00,161.2,1739.0,1271.0,8252.0,0.0,2461.0,5.0,0.0,11.0
15,2019-01-01 15:00:00,152.6,1736.0,1155.0,8256.0,0.0,3053.0,24.0,0.0,14.0
16,2019-01-01 16:00:00,160.3,1734.0,1572.0,8257.0,0.0,3224.0,51.0,0.0,14.0
17,2019-01-01 17:00:00,158.71,1746.0,1639.0,8253.0,0.0,3605.0,62.0,0.0,11.0
18,2019-01-01 18:00:00,161.45,1753.0,1773.0,8272.0,0.0,3642.0,52.0,0.0,11.0
19,2019-01-01 19:00:00,151.76,1742.0,1418.0,8251.0,0.0,3855.0,54.0,0.0,14.0
20,2019-01-01 20:00:00,143.81,1735.0,1178.0,8249.0,0.0,4141.0,38.0,0.0,11.0
21,2019-01-01 21:00:00,146.32,1697.0,1420.0,8248.0,0.0,4321.0,26.0,0.0,14.0
22,2019-01-01 22:00:00,155.53,1688.0,1892.0,8250.0,0.0,4370.0,19.0,0.0,12.0
23,2019-01-01 23:00:00,167.29,1755.0,2430.0,8245.0,0.0,4582.0,2.0,0.0,14.0
24,2019-01-02 00:00:00,180.32,1968.0,2850.0,8250.0,0.0,4853.0,0.0,0.0,11.0
25,2019-01-02 01:00:00,185.35,2161.0,2717.0,8252.0,0.0,4799.0,0.0,0.0,11.0
26,2019-01-02 02:00:00,194.69,2342.0,2650.0,8257.0,0.0,4360.0,0.0,0.0,11.0
27,2019-01-02 03:00:00,199.45,2364.0,2702.0,8271.0,0.0,4031.0,0.0,0.0,11.0
28,2019-01-02 04:00:00,205.5,2333.0,2734.0,8266.0,0.0,3426.0,0.0,0.0,20.0
29,2019-01-02 05:00:00,195.55,2094.0,2542.0,8265.0,0.0,3192.0,0.0,0.0,17.0
30,2019-01-02 06:00:00,191.9,1986.0,2399.0,8270.0,0.0,2879.0,0.0,0.0,17.0
31,2019-01-02 07:00:00,196.02,1921.0,2504.0,8277.0,0.0,2434.0,0.0,0.0,14.0
32,2019-01-02 08:00:00,204.21,1949.0,2672.0,8273.0,0.0,2112.0,0.0,0.0,14.0
33,2019-01-02 09:00:00,204.64,1942.0,2696.0,8268.0,0.0,2109.0,0.0,0.0,19.0
34,2019-01-02 10:00:00,208.42,1923.0,2946.0,8271.0,0.0,2111.0,0.0,0.0,17.0
35,2019-01-02 11:00:00,219.59,1938.0,3547.0,8270.0,0.0,2117.0,0.0,0.0,17.0
36,2019-01-02 12:00:00,225.67,2009.0,4096.0,8278.0,0.0,2559.0,0.0,0.0,17.0
37,2019-01-02 13:00:00,231.02,2250.0,4432.0,8270.0,0.0,3233.0,0.0,0.0,16.0
38,2019-01-02 14:00:00,236.56,2343.0,4771.0,8278.0,0.0,3411.0,0.0,0.0,17.0
39,2019-01-02 15:00:00,233.37,2383.0,4645.0,8277.0,0.0,3666.0,5.0,0.0,23.0
40,2019-01-02 16:00:00,235.16,2401.0,4750.0,8266.0,0.0,3695.0,8.0,0.0,25.0
41,2019-01-02 17:00:00,239.0,2362.0,5125.0,8266.0,0.0,3680.0,14.0,0.0,25.0
42,2019-01-02 18:00:00,237.85,2347.0,5098.0,8268.0,0.0,3709.0,15.0,0.0,25.0
43,2019-01-02 19:00:00,236.66,2353.0,4942.0,8267.0,0.0,3647.0,17.0,0.0,25.0
44,2019-01-02 20:00:00,235.68,2430.0,4691.0,8276.0,0.0,3648.0,8.0,0.0,26.0
45,2019-01-02 21:00:00,241.75,2405.0,4950.0,8269.0,0.0,3354.0,4.0,0.0,25.0
46,2019-01-02 22:00:00,245.5,2393.0,5269.0,8269.0,0.0,3354.0,3.0,0.0,25.0
47,2019-01-02 23:00:00,246.69,2435.0,5574.0,8263.0,0.0,3702.0,0.0,0.0,25.0
48,2019-01-03 00:00:00,242.26,2486.0,5462.0,8265.0,0.0,4113.0,0.0,0.0,25.0
49,2019-01-03 01:00:00,244.89,2470.0,5725.0,8271.0,0.0,4117.0,0.0,0.0,26.0
50,2019-01-03 02:00:00,242.48,2453.0,5473.0,8274.0,0.0,4002.0,0.0,0.0,22.0
51,2019-01-03 03:00:00,243.21,2450.0,5194.0,8269.0,0.0,3624.0,0.0,0.0,25.0
52,2019-01-03 04:00:00,239.52,2383.0,4764.0,8269.0,0.0,3275.0,0.0,0.0,23.0
53,2019-01-03 05:00:00,236.52,2020.0,4862.0,8264.0,0.0,2669.0,0.0,0.0,25.0
54,2019-01-03 06:00:00,234.83,1878.0,4681.0,8262.0,0.0,2194.0,0.0,0.0,22.0
55,2019-01-03 07:00:00,234.63,1832.0,4521.0,8264.0,0.0,1889.0,0.0,0.0,23.0
56,2019-01-03 08:00:00,232.48,1817.0,4315.0,8275.0,0.0,1755.0,0.0,0.0,25.0
57,2019-01-03 09:00:00,231.05,1815.0,4186.0,8265.0,0.0,1697.0,0.0,0.0,19.0
58,2019-01-03 10:00:00,233.23,1815.0,4384.0,8285.0,0.0,1761.0,0.0,0.0,23.0
59,2019-01-03 11:00:00,241.18,1834.0,4843.0,8265.0,0.0,1755.0,0.0,0.0,19.0
60,2019-01-03 12:00:00,247.87,1876.0,5521.0,8262.0,0.0,2107.0,0.0,0.0,23.0
61,2019-01-03 13:00:00,241.51,1942.0,5734.0,8267.0,0.0,3039.0,0.0,0.0,22.0
62,2019-01-03 14:00:00,234.14,2107.0,5347.0,8277.0,0.0,3690.0,0.0,0.0,25.0
63,2019-01-03 15:00:00,238.91,2313.0,5263.0,8268.0,0.0,3716.0,8.0,0.0,23.0
