datetime,param,level,latitude,longitude,Analysis,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2019-01-01 00:00:00,UGRD,10 m above ground,39.5,-125.25,2.97267718117289,2.62611070186272,2.47173964624286,2.43267380935951,2.41535881937978,2.43065703451631,2.33386993220951,2.50588884695547,2.31071271553875,2.44668916530783,2.52089691816566,2.54578618796987,2.62358400531441,2.71415680920045,2.7449495941511,2.86703001982734,2.68814255869451,2.96795606004013,3.27797952387573,3.49725880342409,3.63289341537621,3.82536494860529,4.2436359667815,4.50450492800869,4.21091910151192,4.30384055776701,4.46097424637871,4.53287515660498,4.43175086557417,4.28403312302043,4.30447994016221,4.10012614665568,3.23731402967548
2019-01-02 00:00:00,UGRD,10 m above ground,39.5,-125.25,2.67309352740893,2.66857593987646,2.66455705675262,2.68917787834533,2.7651491202456,2.79504050432413,2.85589362817967,3.01764690700515,2.89024020193609,3.18375751879728,3.41822356800349,3.59552791406142,3.66667124534263,3.81455440318796,4.16486436437795,4.41944224408615,4.09806884155489,4.1780698199731,4.27371962296109,4.32723245886506,4.19347141733055,4.0373289800613,4.14379269997128,4.00257633584456,3.16873422728859,3.0833349378638,3.00110861916587,2.9600845556506,3.05726871642561,3.08701908204605,3.14970343729014,3.09040014964986,2.80453379545164
2019-01-03 00:00:00,UGRD,10 m above ground,39.5,-125.25,3.58262209111603,3.39278363591206,3.57014190381512,3.72709595965209,3.87369392401835,4.04027503632376,4.27334188214786,4.38664618196972,4.13341717730707,4.26258053531802,4.32437782616776,4.29452307711287,4.16463859126284,4.01934550882914,4.13030679667737,4.12783107873048,3.38377529140724,3.2059181544206,3.09055424864754,2.9748538552388,2.93570382486155,2.99589311474353,3.19195433180991,3.55654354163568,3.79380926837071,4.27619587151325,4.34568910467957,4.52183780990474,4.35617616052265,4.07438056892019,4.8999063923471,5.41518694250262,4.4149755406606
2019-01-04 00:00:00,UGRD,10 m above ground,39.5,-125.25,4.03224478263912,4.31147616972231,4.27836249041339,4.18290176826547,4.02433668222656,3.95248627889254,4.10542454891329,4.08042917475951,3.32609022118859,3.2292800134471,3.15977922398416,3.05356911385676,2.98542913884315,3.0153457544434,3.42394689167087,4.0763524308109,4.08273820715512,4.49770085675654,4.81695612135382,5.02188960214447,4.90240629057507,4.68186995970532,5.61900877472558,6.20330075253761,5.09639469700795,5.24704395438553,5.24653994676468,5.38032406279227,5.30928458705494,5.23344134233733,6.16612166465352,6.59530870209437,5.36604659809853
2019-01-05 00:00:00,UGRD,10 m above ground,39.5,-125.25,3.17299805851855,3.20186260574067,3.12806327202161,3.06255795915314,3.00342660449395,3.11132430775731,3.40665913588706,3.81825636340892,3.89273408733159,4.16490381764777,4.43200368135411,4.56551725053317,4.55296497535158,4.34929007952611,5.01703234405161,5.53372892662447,4.5144141157223,4.36055893255666,4.46514867313861,4.45943821351573,4.58701596592112,4.65796711962025,5.51391190778273,5.78891973125848,4.12807226828687,4.03010844918834,3.9158956432025,3.844975334804,3.68039964092414,3.56830702443548,3.59750798692506,3.55298857055795,3.48632317505556
2019-01-06 00:00:00,UGRD,10 m above ground,39.5,-125.25,3.84672774963664,4.29227544072654,4.58729938920904,4.79247070627344,4.67448603301619,4.40769539400265,5.10200876434896,5.51218035292382,4.34453175556005,4.23259279097297,4.26818708006618,4.38820126595011,4.46380037410055,4.64900877787449,5.78973146440032,6.01423044833325,4.36064527111658,4.04670299544113,3.84867141148343,3.69844621874675,3.52278189010977,3.38546814340416,3.41453179304608,3.37125756577722,3.28327987562244,3.50652666565427,3.6626478380726,3.70866503231791,3.82080132103625,3.97200715436065,4.20608986006321,4.27903478046942,3.6528967452212
2019-01-07 00:00:00,UGRD,10 m above ground,39.5,-125.25,4.26005962447507,4.10984313257517,4.15240396066075,4.24012866070053,4.35355877975935,4.66771007719462,5.54754307587076,5.7920806711015,4.16631577194431,3.93153047589675,3.8145733757415,3.76018171005271,3.58275280440012,3.47085002454314,3.65941901775224,3.52298376405415,3.19545890753386,3.28977177680387,3.42932568826539,3.59527940323958,3.73635851677218,3.95713422872944,4.27266731845485,4.35715902845615,3.8213297314168,3.68124503483434,3.58099470173915,3.43440073407358,3.31948903121363,3.35420298492419,3.54582193111307,3.57927599044345,3.03183009537149
2019-01-08 00:00:00,UGRD,10 m above ground,39.5,-125.25,3.80686909173393,3.9377541280846,3.92106139853888,3.85739465587182,3.76914704207841,3.63541773517929,3.75560235518463,3.65198236926298,3.27872490163372,3.33797125768355,3.47676250959686,3.61170364430675,3.76551526915026,3.95764903938445,4.23834761668515,4.32138752198576,3.69514349087052,3.4969495575342,3.31587047771888,3.09383750389869,2.95560236162655,2.92077126153868,3.04313381797443,2.98747683395267,2.49333751293944,2.58137504465285,2.5401736180789,2.39137695659992,2.31316629304544,2.2140111838864,2.22954762003578,2.21396254792571,2.08156825818229
2019-01-09 00:00:00,UGRD,10 m above ground,39.5,-125.25,3.61414183460897,3.35280557486522,3.48510316645665,3.61778640591659,3.7799189781161,3.97911089606149,4.32817473212549,4.4235859557978,3.73418013112585,3.54932313868652,3.40885709007239,3.17696172546345,3.03151242835927,2.95088200486102,3.04716704890505,3.04263280054319,2.59656593302247,2.71951168590811,2.60887862335691,2.51437625888659,2.46678604737769,2.42280398705762,2.43223642868471,2.49875492491672,2.36945173141868,2.50856811301246,2.61666728482293,2.65314552938666,2.60944555037512,2.64360016570297,2.58822539516718,2.55358150087252,2.37941136111665
2019-01-10 00:00:00,UGRD,10 m above ground,39.5,-125.25,3.73304536059287,3.43009493963675,3.26246546429526,3.05508238797531,2.90115897967862,2.81596622698352,2.93835203651037,2.95612395112917,2.61583527621942,2.73289366598502,2.64262805100779,2.56580263521372,2.46350386433271,2.45383712722872,2.51471688143252,2.52238840627816,2.43195588192025,2.6114880988013,2.69759853740146,2.70270261095835,2.66048308307671,2.68431016131736,2.59526017172553,2.4794513935696,2.23477105335844,2.31822446967153,2.29552476370484,2.2725936625227,2.26530604344465,2.25562442197806,2.15574440231769,2.13612561882735,2.12535083307019
