,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_other_production_forecast
12433,06/02/2020 01:00:00,2020-06-01 21:00:00,306.86,0,4943,2439,0,1180,1,304,605,611.3659
12434,06/02/2020 02:00:00,2020-06-01 22:00:00,309.05,0,4678,2431,0,973,0,271,598,612.3352
12435,06/02/2020 03:00:00,2020-06-01 23:00:00,306.59,0,4034,2427,0,677,0,229,595,607.19904
12436,06/02/2020 04:00:00,2020-06-02 00:00:00,297.97,0,3565,2453,0,588,0,233,609,608.9978
12437,06/02/2020 05:00:00,2020-06-02 01:00:00,296.86,0,3497,2480,0,549,0,215,601,607.61084
12438,06/02/2020 06:00:00,2020-06-02 02:00:00,294.35,0,3332,2466,0,520,0,212,604,605.83154
12439,06/02/2020 07:00:00,2020-06-02 03:00:00,292.03,0,3213,2468,0,506,0,229,625,608.3208
12440,06/02/2020 08:00:00,2020-06-02 04:00:00,291.54,0,3197,2480,0,496,0,229,626,605.9531
12441,06/02/2020 09:00:00,2020-06-02 05:00:00,294.48,0,3313,2476,0,493,0,240,624,605.54266
12442,06/02/2020 10:00:00,2020-06-02 06:00:00,294.33,0,3368,2480,0,493,1,274,622,605.8981
12443,06/02/2020 11:00:00,2020-06-02 07:00:00,303.44,2,3780,2496,0,509,15,274,624,607.4667
12444,06/02/2020 12:00:00,2020-06-02 08:00:00,312.53,3,4298,2490,0,654,58,175,622,605.99506
12445,06/02/2020 13:00:00,2020-06-02 09:00:00,315.8,1,4634,2486,0,671,106,211,615,608.75714
12446,06/02/2020 14:00:00,2020-06-02 10:00:00,318.38,3,4719,2482,0,601,111,260,619,608.5048
12447,06/02/2020 15:00:00,2020-06-02 11:00:00,321.36,2,4921,2494,0,623,101,268,626,608.858
12448,06/02/2020 16:00:00,2020-06-02 12:00:00,327.91,2,5255,2481,0,586,116,286,625,606.1565
12449,06/02/2020 17:00:00,2020-06-02 13:00:00,326.76,0,5235,2476,0,577,119,314,622,604.8103
12450,06/02/2020 18:00:00,2020-06-02 14:00:00,326.43,0,5255,2474,0,534,189,316,623,606.882
12451,06/02/2020 19:00:00,2020-06-02 15:00:00,331.67,0,5522,2492,0,517,166,311,621,605.8884
12452,06/02/2020 20:00:00,2020-06-02 16:00:00,332.71,0,5603,2480,0,525,134,349,618,603.8824
12453,06/02/2020 21:00:00,2020-06-02 17:00:00,334.09,1,5666,2474,0,571,106,323,615,602.8786
12454,06/02/2020 22:00:00,2020-06-02 18:00:00,328.12,0,5675,2477,0,823,79,288,614,605.41675
12455,06/02/2020 23:00:00,2020-06-02 19:00:00,331.64,0,5998,2487,0,993,31,215,620,604.97284
12456,06/03/2020 00:00:00,2020-06-02 20:00:00,333.54,0,6059,2473,0,1061,8,146,614,611.3828
12457,06/03/2020 01:00:00,2020-06-02 21:00:00,330.29,0,5762,2476,0,1038,0,129,614,608.9181
12458,06/03/2020 02:00:00,2020-06-02 22:00:00,329.75,0,5354,2450,0,861,0,131,609,608.7031
12459,06/03/2020 03:00:00,2020-06-02 23:00:00,334.96,0,4932,2458,0,510,0,110,612,603.1407
12460,06/03/2020 04:00:00,2020-06-03 00:00:00,335.31,0,4803,2476,0,463,0,82,626,605.78845
12461,06/03/2020 05:00:00,2020-06-03 01:00:00,320.31,0,3987,2460,0,443,0,83,629,602.42395
12462,06/03/2020 06:00:00,2020-06-03 02:00:00,308.11,0,3503,2483,0,448,0,79,635,601.0936
12463,06/03/2020 07:00:00,2020-06-03 03:00:00,306.8,0,3503,2482,0,450,0,119,642,602.7496
12464,06/03/2020 08:00:00,2020-06-03 04:00:00,302.91,0,3343,2474,0,448,0,125,644,599.8244
12465,06/03/2020 09:00:00,2020-06-03 05:00:00,310.9,0,3651,2484,0,445,0,121,649,600.3533
12466,06/03/2020 10:00:00,2020-06-03 06:00:00,316.01,0,3835,2483,0,450,1,102,652,600.88434
12467,06/03/2020 11:00:00,2020-06-03 07:00:00,322.14,0,4214,2481,0,517,13,89,655,602.03577
12468,06/03/2020 12:00:00,2020-06-03 08:00:00,328.42,0,4766,2523,0,607,45,72,669,600.1906
12469,06/03/2020 13:00:00,2020-06-03 09:00:00,337.79,0,5360,2483,0,629,92,54,649,603.8644
12470,06/03/2020 14:00:00,2020-06-03 10:00:00,341.6,0,5550,2487,0,570,137,47,651,603.1021
12471,06/03/2020 15:00:00,2020-06-03 11:00:00,345.78,0,5961,2497,0,579,169,60,652,602.7944
12472,06/03/2020 16:00:00,2020-06-03 12:00:00,353.27,0,6507,2502,0,546,174,71,640,601.2095
12473,06/03/2020 17:00:00,2020-06-03 13:00:00,363.23,0,7398,2507,0,618,125,74,648,600.69604
12474,06/03/2020 18:00:00,2020-06-03 14:00:00,364.13,0,7757,2465,6,807,63,89,643,602.9754
12475,06/03/2020 19:00:00,2020-06-03 15:00:00,364.04,0,7407,2460,14,625,83,132,639,603.07916
12476,06/03/2020 20:00:00,2020-06-03 16:00:00,364.73,0,7374,2488,1,511,106,163,654,600.66473
12477,06/03/2020 21:00:00,2020-06-03 17:00:00,360.18,0,7561,2495,0,685,110,193,646,599.4636
12478,06/03/2020 22:00:00,2020-06-03 18:00:00,355.62,0,7832,2480,0,927,74,265,643,603.4309
12479,06/03/2020 23:00:00,2020-06-03 19:00:00,353.68,0,8078,2487,0,1087,33,307,642,601.92694
12480,06/04/2020 00:00:00,2020-06-03 20:00:00,355.6,0,7884,2466,0,985,11,297,639,634.3488
12481,06/04/2020 01:00:00,2020-06-03 21:00:00,356.66,0,7783,2477,0,925,0,278,640,631.5672
12482,06/04/2020 02:00:00,2020-06-03 22:00:00,360.18,1,7540,2451,0,715,0,292,637,631.1858
12483,06/04/2020 03:00:00,2020-06-03 23:00:00,349.35,0,6299,2441,0,577,0,289,636,625.2595
12484,06/04/2020 04:00:00,2020-06-04 00:00:00,335.18,0,5389,2444,0,523,0,360,644,627.60187
12485,06/04/2020 05:00:00,2020-06-04 01:00:00,327.53,0,4760,2463,0,460,0,314,652,624.73376
12486,06/04/2020 06:00:00,2020-06-04 02:00:00,318.96,1,4387,2455,0,423,0,373,636,622.6908
12487,06/04/2020 07:00:00,2020-06-04 03:00:00,304.5,0,3786,2451,0,419,0,392,625,624.7427
12488,06/04/2020 08:00:00,2020-06-04 04:00:00,297.58,0,3571,2473,0,426,0,410,629,621.88495
12489,06/04/2020 09:00:00,2020-06-04 05:00:00,299.21,1,3555,2476,0,429,0,350,627,621.75995
12490,06/04/2020 10:00:00,2020-06-04 06:00:00,305.69,1,3807,2494,0,431,1,322,626,622.4736
12491,06/04/2020 11:00:00,2020-06-04 07:00:00,320.51,2,4484,2504,0,446,13,300,633,623.6838
12492,06/04/2020 12:00:00,2020-06-04 08:00:00,334.62,4,5241,2492,0,446,56,261,621,621.61646
12493,06/04/2020 13:00:00,2020-06-04 09:00:00,337.95,6,5630,2479,0,488,120,274,627,625.1207
12494,06/04/2020 14:00:00,2020-06-04 10:00:00,338.05,7,5722,2481,0,489,174,265,628,624.31116
12495,06/04/2020 15:00:00,2020-06-04 11:00:00,340.04,18,6109,2510,5,548,201,302,636,624.1622
12496,06/04/2020 16:00:00,2020-06-04 12:00:00,349.19,23,6807,2493,0,560,209,315,637,622.3553
12497,06/04/2020 17:00:00,2020-06-04 13:00:00,355.84,23,7446,2494,0,499,208,393,621,621.13654
12498,06/04/2020 18:00:00,2020-06-04 14:00:00,362.78,20,8065,2500,0,478,198,406,621,622.44336
12499,06/04/2020 19:00:00,2020-06-04 15:00:00,363.62,18,8629,2487,4,565,185,509,609,621.85724
12500,06/04/2020 20:00:00,2020-06-04 16:00:00,357.65,18,8953,2484,13,911,172,539,602,619.6539
12501,06/04/2020 21:00:00,2020-06-04 17:00:00,352.22,4,8946,2485,46,1173,137,544,604,618.2684
12502,06/04/2020 22:00:00,2020-06-04 18:00:00,347.77,13,8926,2486,106,1507,89,519,615,621.6348
12503,06/04/2020 23:00:00,2020-06-04 19:00:00,350.81,16,8834,2453,64,1484,33,425,614,619.89703
12504,06/05/2020 00:00:00,2020-06-04 20:00:00,358.64,7,8790,2459,0,1115,10,416,631,611.0731
12505,06/05/2020 01:00:00,2020-06-04 21:00:00,362.34,0,8472,2465,8,817,0,457,642,608.0681
12506,06/05/2020 02:00:00,2020-06-04 22:00:00,363.39,0,8171,2459,15,645,0,485,639,608.5254
12507,06/05/2020 03:00:00,2020-06-04 23:00:00,348.44,0,6629,2465,0,562,0,456,646,603.4573
12508,06/05/2020 04:00:00,2020-06-05 00:00:00,341.32,0,5822,2451,0,468,0,418,636,605.6384
12509,06/05/2020 05:00:00,2020-06-05 01:00:00,333.25,0,5130,2476,0,444,0,343,652,602.9448
12510,06/05/2020 06:00:00,2020-06-05 02:00:00,330.99,0,4850,2455,0,423,0,295,640,601.74
12511,06/05/2020 07:00:00,2020-06-05 03:00:00,327.41,0,4546,2460,0,414,0,244,643,603.31354
12512,06/05/2020 08:00:00,2020-06-05 04:00:00,328.61,0,4497,2472,0,412,0,187,651,600.70746
12513,06/05/2020 09:00:00,2020-06-05 05:00:00,329.89,0,4491,2477,6,412,0,152,651,601.1911
12514,06/05/2020 10:00:00,2020-06-05 06:00:00,337.8,0,4839,2484,25,418,0,119,649,601.73456
12515,06/05/2020 11:00:00,2020-06-05 07:00:00,344.57,0,5231,2485,34,422,8,114,650,603.17633
12516,06/05/2020 12:00:00,2020-06-05 08:00:00,357,0,6122,2489,42,439,22,113,654,602.02704
12517,06/05/2020 13:00:00,2020-06-05 09:00:00,369.28,0,7082,2497,59,443,40,83,654,605.5433
12518,06/05/2020 14:00:00,2020-06-05 10:00:00,372.89,0,7496,2486,74,460,52,102,652,605.09357
12519,06/05/2020 15:00:00,2020-06-05 11:00:00,375.01,2,7829,2482,88,494,74,102,648,604.9773
12520,06/05/2020 16:00:00,2020-06-05 12:00:00,378.04,4,8060,2482,153,495,84,126,659,603.4103
12521,06/05/2020 17:00:00,2020-06-05 13:00:00,380.16,5,8441,2478,207,483,88,221,657,602.1251
12522,06/05/2020 18:00:00,2020-06-05 14:00:00,374.25,3,8354,2474,242,530,134,339,657,604.7313
12523,06/05/2020 19:00:00,2020-06-05 15:00:00,371.44,6,8224,2483,356,559,142,442,656,604.4222
12524,06/05/2020 20:00:00,2020-06-05 16:00:00,372.73,6,8460,2487,386,603,127,462,655,601.8254
12525,06/05/2020 21:00:00,2020-06-05 17:00:00,370.26,5,8711,2481,370,843,104,419,656,600.7687
12526,06/05/2020 22:00:00,2020-06-05 18:00:00,363.65,8,8606,2479,364,1128,63,394,650,604.26935
12527,06/05/2020 23:00:00,2020-06-05 19:00:00,370.41,9,8828,2465,359,1030,33,335,641,603.2037
12528,06/06/2020 00:00:00,2020-06-05 20:00:00,377.75,8,8745,2454,296,741,11,292,635,642.0865
12529,06/06/2020 01:00:00,2020-06-05 21:00:00,377.35,4,8528,2469,133,587,1,264,644,638.6942
12530,06/06/2020 02:00:00,2020-06-05 22:00:00,378.87,0,8377,2464,98,469,0,256,645,638.20496
12531,06/06/2020 03:00:00,2020-06-05 23:00:00,368.48,0,7498,2471,15,447,0,263,644,631.81036
12532,06/06/2020 04:00:00,2020-06-06 00:00:00,359.3,3,6810,2457,0,545,0,204,633,634.29626
12533,06/06/2020 05:00:00,2020-06-06 01:00:00,352.83,5,6046,2531,0,410,0,165,640,630.7828
12534,06/06/2020 06:00:00,2020-06-06 02:00:00,346.43,2,5564,2545,0,402,0,131,636,628.71124
12535,06/06/2020 07:00:00,2020-06-06 03:00:00,331.91,0,4815,2571,0,400,0,149,631,630.50885
12536,06/06/2020 08:00:00,2020-06-06 04:00:00,322.72,0,4520,2634,0,402,0,170,624,627.5364
12537,06/06/2020 09:00:00,2020-06-06 05:00:00,321.42,0,4541,2660,0,400,0,196,627,627.38245
12538,06/06/2020 10:00:00,2020-06-06 06:00:00,321.05,0,4544,2629,0,395,0,236,621,628.58997
12539,06/06/2020 11:00:00,2020-06-06 07:00:00,324.33,0,4721,2644,0,414,7,208,626,629.8224
12540,06/06/2020 12:00:00,2020-06-06 08:00:00,333.57,0,5301,2693,0,423,28,181,639,627.88763
12541,06/06/2020 13:00:00,2020-06-06 09:00:00,346.95,0,6275,2670,0,547,67,87,631,631.5628
12542,06/06/2020 14:00:00,2020-06-06 10:00:00,357.84,0,6809,2089,0,945,107,128,631,630.7736
12543,06/06/2020 15:00:00,2020-06-06 11:00:00,377.87,0,7689,1493,11,1204,141,141,639,630.776
12544,06/06/2020 16:00:00,2020-06-06 12:00:00,390.69,2,7848,1526,54,804,178,151,638,629.3303
12545,06/06/2020 17:00:00,2020-06-06 13:00:00,385.95,2,8299,1551,3,999,188,157,635,627.63684
12546,06/06/2020 18:00:00,2020-06-06 14:00:00,380.5,4,8423,1581,62,1191,174,208,631,629.2145
12547,06/06/2020 19:00:00,2020-06-06 15:00:00,396.97,0,8867,1630,508,1006,139,248,640,628.46875
12548,06/06/2020 20:00:00,2020-06-06 16:00:00,405.54,0,9009,1643,605,788,116,257,617,626.14325
12549,06/06/2020 21:00:00,2020-06-06 17:00:00,402.92,0,8834,1730,440,645,88,298,643,624.8502
12550,06/06/2020 22:00:00,2020-06-06 18:00:00,396.93,1,9283,1762,151,716,55,341,639,628.3954
12551,06/06/2020 23:00:00,2020-06-06 19:00:00,390.81,2,9219,1774,81,782,37,410,618,626.1846
12552,06/07/2020 00:00:00,2020-06-06 20:00:00,393.87,1,9460,1788,81,734,11,431,629,628.777
12553,06/07/2020 01:00:00,2020-06-06 21:00:00,398.71,0,9251,1774,81,559,1,412,633,623.96045
12554,06/07/2020 02:00:00,2020-06-06 22:00:00,395.48,0,8458,1747,77,430,0,488,651,624.78827
12555,06/07/2020 03:00:00,2020-06-06 23:00:00,381.62,0,7019,1749,5,406,0,482,654,617.53735
12556,06/07/2020 04:00:00,2020-06-07 00:00:00,370.15,0,5816,1734,0,391,0,428,646,620.22003
12557,06/07/2020 05:00:00,2020-06-07 01:00:00,356.09,0,5075,1758,0,394,0,487,652,618.12555
12558,06/07/2020 06:00:00,2020-06-07 02:00:00,354.8,0,4742,1748,0,383,0,412,656,616.5495
12559,06/07/2020 07:00:00,2020-06-07 03:00:00,343.8,0,4174,1754,0,388,0,426,667,620.8937
12560,06/07/2020 08:00:00,2020-06-07 04:00:00,338.55,0,4053,1762,0,389,0,492,678,618.382
12561,06/07/2020 09:00:00,2020-06-07 05:00:00,339.34,0,4032,1759,0,388,0,463,673,616.6937
12562,06/07/2020 10:00:00,2020-06-07 06:00:00,340.31,0,4100,1759,0,383,1,472,669,619.0311
12563,06/07/2020 11:00:00,2020-06-07 07:00:00,345.35,0,4405,1756,0,398,12,467,665,621.2336
12564,06/07/2020 12:00:00,2020-06-07 08:00:00,341.74,0,4279,1736,0,393,53,474,657,620.69684
12565,06/07/2020 13:00:00,2020-06-07 09:00:00,335.14,0,4120,1755,0,400,114,478,662,622.9724
12566,06/07/2020 14:00:00,2020-06-07 10:00:00,333.1,0,4279,1760,0,496,141,500,678,624.25934
12567,06/07/2020 15:00:00,2020-06-07 11:00:00,329.55,0,4452,1763,0,675,149,458,648,627.40314
12568,06/07/2020 16:00:00,2020-06-07 12:00:00,330.5,1,4526,1755,0,714,145,459,659,623.23615
12569,06/07/2020 17:00:00,2020-06-07 13:00:00,323.57,1,4491,1754,0,823,134,513,645,622.2408
12570,06/07/2020 18:00:00,2020-06-07 14:00:00,325.38,0,4504,1783,0,709,125,518,611,627.33417
12571,06/07/2020 19:00:00,2020-06-07 15:00:00,325.75,0,4449,1789,0,634,133,542,614,624.92236
12572,06/07/2020 20:00:00,2020-06-07 16:00:00,334.16,0,4826,1813,0,621,117,520,619,622.5747
12573,06/07/2020 21:00:00,2020-06-07 17:00:00,342.72,0,5338,1838,0,639,116,484,617,621.4823
12574,06/07/2020 22:00:00,2020-06-07 18:00:00,347.79,0,5804,1889,0,741,81,439,628,621.9847
12575,06/07/2020 23:00:00,2020-06-07 19:00:00,350.11,0,6107,1926,0,894,37,355,629,621.0947
12576,06/08/2020 00:00:00,2020-06-07 20:00:00,348.1,0,6026,1939,0,1061,13,222,623,627.1629
12577,06/08/2020 01:00:00,2020-06-07 21:00:00,356.16,0,6031,1975,0,852,1,169,623,623.45605
12578,06/08/2020 02:00:00,2020-06-07 22:00:00,358.61,0,5761,1985,0,701,0,152,640,624.6345
12579,06/08/2020 03:00:00,2020-06-07 23:00:00,351.47,0,4940,1992,0,473,0,227,643,618.0452
12580,06/08/2020 04:00:00,2020-06-08 00:00:00,335.56,0,4253,2030,0,414,0,328,646,620.7304
12581,06/08/2020 05:00:00,2020-06-08 01:00:00,323.49,0,3726,2040,0,372,0,352,628,619.99255
12582,06/08/2020 06:00:00,2020-06-08 02:00:00,314.72,0,3463,2058,0,369,0,392,629,618.58374
12583,06/08/2020 07:00:00,2020-06-08 03:00:00,309.58,0,3312,2047,0,365,0,441,634,623.89606
12584,06/08/2020 08:00:00,2020-06-08 04:00:00,312.02,0,3455,2048,0,364,0,473,636,622.3326
12585,06/08/2020 09:00:00,2020-06-08 05:00:00,313.95,0,3579,2066,0,361,0,483,634,620.2944
12586,06/08/2020 10:00:00,2020-06-08 06:00:00,313.3,0,3601,2077,0,361,1,498,633,623.16376
12587,06/08/2020 11:00:00,2020-06-08 07:00:00,323.86,0,4117,2085,0,392,13,484,635,625.80774
12588,06/08/2020 12:00:00,2020-06-08 08:00:00,328.7,7,4466,2072,0,523,60,395,631,625.12366
12589,06/08/2020 13:00:00,2020-06-08 09:00:00,324.17,12,4402,2064,0,549,125,405,625,627.33264
12590,06/08/2020 14:00:00,2020-06-08 10:00:00,313.53,3,4319,2069,0,569,181,563,631,628.67975
12591,06/08/2020 15:00:00,2020-06-08 11:00:00,311.62,2,4369,2061,0,487,203,707,628,631.8889
12592,06/08/2020 16:00:00,2020-06-08 12:00:00,319.04,1,4721,2062,0,418,215,739,618,627.3496
12593,06/08/2020 17:00:00,2020-06-08 13:00:00,323.47,1,4945,2064,0,430,216,715,614,625.8836
12594,06/08/2020 18:00:00,2020-06-08 14:00:00,331.54,0,5259,2079,1,404,214,647,607,629.26294
12595,06/08/2020 19:00:00,2020-06-08 15:00:00,340.87,0,5752,2078,3,388,212,611,590,626.2422
12596,06/08/2020 20:00:00,2020-06-08 16:00:00,347.74,0,6118,2093,0,400,198,562,599,624.08215
12597,06/08/2020 21:00:00,2020-06-08 17:00:00,350.9,0,6500,2074,0,513,160,570,599,622.6388
12598,06/08/2020 22:00:00,2020-06-08 18:00:00,343.05,0,6831,2071,0,1046,104,508,603,622.29517
12599,06/08/2020 23:00:00,2020-06-08 19:00:00,342.04,0,7001,2060,0,1310,44,424,598,621.04645
12600,06/09/2020 00:00:00,2020-06-08 20:00:00,345.11,0,6886,2051,0,1294,11,326,601,599.6367
12601,06/09/2020 01:00:00,2020-06-08 21:00:00,350.28,0,6708,2054,0,1040,1,331,599,596.61755
12602,06/09/2020 02:00:00,2020-06-08 22:00:00,354.58,0,6455,2042,0,730,0,401,592,597.4841
12603,06/09/2020 03:00:00,2020-06-08 23:00:00,352.49,0,5548,2013,0,388,0,451,587,593.4815
12604,06/09/2020 04:00:00,2020-06-09 00:00:00,342.81,0,4790,2041,0,361,0,389,600,595.3288
12605,06/09/2020 05:00:00,2020-06-09 01:00:00,334.32,0,4302,2064,0,364,0,351,607,593.96893
12606,06/09/2020 06:00:00,2020-06-09 02:00:00,340.41,0,4436,2050,0,395,0,243,597,593.4404
12607,06/09/2020 07:00:00,2020-06-09 03:00:00,337.72,0,4163,2051,0,350,0,217,593,595.7008
12608,06/09/2020 08:00:00,2020-06-09 04:00:00,334.8,0,3989,2065,0,344,0,201,601,593.6784
12609,06/09/2020 09:00:00,2020-06-09 05:00:00,335.14,0,4027,2076,0,344,0,204,604,594.0449
12610,06/09/2020 10:00:00,2020-06-09 06:00:00,342.3,0,4369,2075,0,350,1,194,604,594.549
12611,06/09/2020 11:00:00,2020-06-09 07:00:00,347.3,0,4771,2078,0,406,13,184,604,596.6133
12612,06/09/2020 12:00:00,2020-06-09 08:00:00,359.59,0,5517,2081,0,362,37,191,598,596.4105
12613,06/09/2020 13:00:00,2020-06-09 09:00:00,368.11,0,6247,2074,0,358,77,182,573,599.7973
12614,06/09/2020 14:00:00,2020-06-09 10:00:00,366.1,0,6391,2067,13,484,120,146,576,600.0144
12615,06/09/2020 15:00:00,2020-06-09 11:00:00,367.23,0,6764,2083,2,555,148,123,574,600.47186
12616,06/09/2020 16:00:00,2020-06-09 12:00:00,375.81,0,7413,2081,0,545,145,106,583,598.8131
12617,06/09/2020 17:00:00,2020-06-09 13:00:00,374.64,0,7712,2058,0,675,171,110,583,597.5418
12618,06/09/2020 18:00:00,2020-06-09 14:00:00,385.88,0,7867,2055,0,407,184,125,656,600.3118
12619,06/09/2020 19:00:00,2020-06-09 15:00:00,384.34,0,8347,2072,0,498,187,139,584,599.5583
12620,06/09/2020 20:00:00,2020-06-09 16:00:00,375.3,0,8512,2067,0,866,167,149,580,596.92615
12621,06/09/2020 21:00:00,2020-06-09 17:00:00,375.41,0,8970,2078,0,1047,134,141,588,595.6305
12622,06/09/2020 22:00:00,2020-06-09 18:00:00,371.35,0,9167,2084,79,1406,68,118,585,597.9479
12623,06/09/2020 23:00:00,2020-06-09 19:00:00,376.08,0,8996,2071,258,1364,29,111,583,597.4286
12624,06/10/2020 00:00:00,2020-06-09 20:00:00,380.25,0,9153,2079,107,1178,10,102,603,582.30725
12625,06/10/2020 01:00:00,2020-06-09 21:00:00,383.16,0,8959,2071,26,938,1,129,599,580.41724
12626,06/10/2020 02:00:00,2020-06-09 22:00:00,386.94,0,8409,2059,0,599,0,168,594,580.3717
12627,06/10/2020 03:00:00,2020-06-09 23:00:00,380.53,0,7440,2064,0,440,0,232,591,575.3462
12628,06/10/2020 04:00:00,2020-06-10 00:00:00,365.23,0,6104,2060,0,376,0,293,592,578.5574
12629,06/10/2020 05:00:00,2020-06-10 01:00:00,353.72,0,5551,2077,0,356,0,394,594,575.3686
12630,06/10/2020 06:00:00,2020-06-10 02:00:00,345.38,0,5094,2072,0,352,0,447,611,575.448
12631,06/10/2020 07:00:00,2020-06-10 03:00:00,339.07,0,4891,2084,0,353,0,498,604,577.5803
12632,06/10/2020 08:00:00,2020-06-10 04:00:00,338.22,0,4781,2087,0,337,0,480,603,575.34546
12633,06/10/2020 09:00:00,2020-06-10 05:00:00,340.09,0,4906,2104,0,335,0,477,605,575.838
12634,06/10/2020 10:00:00,2020-06-10 06:00:00,343.16,2,5092,2086,0,330,1,502,601,577.1807
12635,06/10/2020 11:00:00,2020-06-10 07:00:00,354.23,2,5810,2105,0,364,16,462,620,579.0141
12636,06/10/2020 12:00:00,2020-06-10 08:00:00,365.14,0,6459,2103,0,351,50,383,620,578.0917
12637,06/10/2020 13:00:00,2020-06-10 09:00:00,367.45,2,6606,2062,0,373,101,332,606,582.1706
12638,06/10/2020 14:00:00,2020-06-10 10:00:00,353.21,0,6303,2107,0,561,150,368,616,582.04224
12639,06/10/2020 15:00:00,2020-06-10 11:00:00,352.43,1,6610,2118,0,610,179,431,615,582.6245
12640,06/10/2020 16:00:00,2020-06-10 12:00:00,355.96,3,6934,2089,0,549,200,536,631,581.91766
12641,06/10/2020 17:00:00,2020-06-10 13:00:00,355.67,0,7360,2113,0,622,209,626,652,581.6794
12642,06/10/2020 18:00:00,2020-06-10 14:00:00,366.09,0,7759,2084,0,385,196,686,643,584.8445
12643,06/10/2020 19:00:00,2020-06-10 15:00:00,365.4,3,8206,2094,0,520,164,754,638,584.9846
12644,06/10/2020 20:00:00,2020-06-10 16:00:00,358.66,0,8323,2101,0,780,147,810,656,582.56775
12645,06/10/2020 21:00:00,2020-06-10 17:00:00,350.65,0,8627,2098,0,1218,109,850,653,581.46387
12646,06/10/2020 22:00:00,2020-06-10 18:00:00,351.2,0,8760,2085,0,1319,71,827,648,584.8965
12647,06/10/2020 23:00:00,2020-06-10 19:00:00,358.87,0,8475,2063,0,1003,35,769,641,583.30176
12648,06/11/2020 00:00:00,2020-06-10 20:00:00,372.73,1,8499,2086,0,549,8,728,650,637.9069
12649,06/11/2020 01:00:00,2020-06-10 21:00:00,371.64,0,8338,2081,0,542,0,725,644,632.7639
12650,06/11/2020 02:00:00,2020-06-10 22:00:00,368.03,0,7784,2071,0,466,0,741,641,631.90265
12651,06/11/2020 03:00:00,2020-06-10 23:00:00,354.77,0,6810,2049,0,617,0,687,642,625.36584
12652,06/11/2020 04:00:00,2020-06-11 00:00:00,344.15,0,5758,2067,0,488,0,664,630,627.2068
12653,06/11/2020 05:00:00,2020-06-11 01:00:00,343.61,0,5428,2082,0,326,0,673,628,622.3707
12654,06/11/2020 06:00:00,2020-06-11 02:00:00,342.89,0,5213,2073,0,324,0,605,625,620.40906
12655,06/11/2020 07:00:00,2020-06-11 03:00:00,340.35,0,5040,2076,0,318,0,604,631,620.5826
12656,06/11/2020 08:00:00,2020-06-11 04:00:00,336.68,0,4801,2073,0,315,0,595,631,616.2466
12657,06/11/2020 09:00:00,2020-06-11 05:00:00,334,0,4798,2097,0,319,0,638,633,616.414
12658,06/11/2020 10:00:00,2020-06-11 06:00:00,333.86,1,4889,2129,0,322,0,658,638,616.4552
12659,06/11/2020 11:00:00,2020-06-11 07:00:00,333.16,2,5259,2260,0,330,6,709,633,617.4792
12660,06/11/2020 12:00:00,2020-06-11 08:00:00,338.93,1,6005,2354,0,423,14,719,651,616.6106
12661,06/11/2020 13:00:00,2020-06-11 09:00:00,337.1,0,6688,2434,0,755,19,692,651,620.3303
12662,06/11/2020 14:00:00,2020-06-11 10:00:00,331.9,0,7108,2530,0,1066,25,678,648,619.83704
12663,06/11/2020 15:00:00,2020-06-11 11:00:00,335.96,0,7400,2578,0,1021,31,650,643,620.0381
12664,06/11/2020 16:00:00,2020-06-11 12:00:00,340.5,0,7581,2569,0,911,36,678,648,620.00903
12665,06/11/2020 17:00:00,2020-06-11 13:00:00,343.89,0,7844,2675,0,800,43,668,654,618.60815
12666,06/11/2020 18:00:00,2020-06-11 14:00:00,340.71,0,7702,2753,0,722,60,694,641,622.7216
12667,06/11/2020 19:00:00,2020-06-11 15:00:00,346.21,0,7758,2894,0,375,47,727,651,622.5504
12668,06/11/2020 20:00:00,2020-06-11 16:00:00,339.18,0,7695,3006,0,517,39,725,652,620.41626
12669,06/11/2020 21:00:00,2020-06-11 17:00:00,332.76,0,7547,3111,0,673,31,654,649,619.7144
12670,06/11/2020 22:00:00,2020-06-11 18:00:00,330.39,0,7583,3194,0,741,23,632,655,624.018
12671,06/11/2020 23:00:00,2020-06-11 19:00:00,332.33,0,7604,3210,0,683,17,602,648,622.7843
12672,06/12/2020 00:00:00,2020-06-11 20:00:00,340.82,0,7739,3236,24,447,9,567,650,645.80237
12673,06/12/2020 01:00:00,2020-06-11 21:00:00,340.72,0,7602,3268,55,412,1,550,653,640.91956
12674,06/12/2020 02:00:00,2020-06-11 22:00:00,333.1,0,7067,3258,0,378,1,568,647,639.6379
12675,06/12/2020 03:00:00,2020-06-11 23:00:00,321.34,0,6153,3290,0,362,1,511,651,633.05597
12676,06/12/2020 04:00:00,2020-06-12 00:00:00,308.89,0,5269,3280,0,356,1,432,639,635.69977
12677,06/12/2020 05:00:00,2020-06-12 01:00:00,296.24,0,4764,3332,0,340,1,502,644,630.7364
12678,06/12/2020 06:00:00,2020-06-12 02:00:00,293.39,0,4565,3303,0,320,1,501,639,629.1185
12679,06/12/2020 07:00:00,2020-06-12 03:00:00,286.66,0,4239,3318,0,322,1,464,634,629.9855
12680,06/12/2020 08:00:00,2020-06-12 04:00:00,281.99,0,4005,3313,0,323,1,440,632,626.3526
