UTC time,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-11-08 00:00:00,881.0,3918.0,0.0,38.0,0.0,2552.0,341.0,536.0
2023-11-08 01:00:00,844.0,3925.0,0.0,38.0,0.0,2438.0,340.0,553.0
2023-11-08 02:00:00,866.0,3929.0,0.0,38.0,0.0,2222.0,323.0,558.0
2023-11-08 03:00:00,818.0,3931.0,0.0,38.0,0.0,2448.0,315.0,559.0
2023-11-08 04:00:00,830.0,3930.0,0.0,38.0,0.0,2555.0,302.0,614.0
2023-11-08 05:00:00,842.0,3929.0,0.0,38.0,0.0,2806.0,315.0,702.0
2023-11-08 06:00:00,1064.0,3925.0,0.0,38.0,0.0,3083.0,317.0,846.0
2023-11-08 07:00:00,1069.0,3927.0,0.0,39.0,289.0,3319.0,310.0,875.0
2023-11-08 08:00:00,958.0,3928.0,0.0,39.0,1078.0,3426.0,309.0,847.0
2023-11-08 09:00:00,817.0,3927.0,0.0,39.0,1813.0,3250.0,306.0,779.0
2023-11-08 10:00:00,806.0,3930.0,0.0,40.0,1826.0,3462.0,306.0,745.0
2023-11-08 11:00:00,820.0,3934.0,0.0,40.0,1169.0,3975.0,308.0,753.0
2023-11-08 12:00:00,846.0,3938.0,0.0,40.0,812.0,3908.0,315.0,757.0
2023-11-08 13:00:00,868.0,3937.0,0.0,39.0,524.0,4054.0,313.0,808.0
2023-11-08 14:00:00,894.0,3936.0,0.0,42.0,227.0,4139.0,313.0,793.0
2023-11-08 15:00:00,1079.0,3935.0,0.0,42.0,29.0,4185.0,318.0,854.0
2023-11-08 16:00:00,1222.0,3936.0,0.0,43.0,0.0,4251.0,314.0,880.0
2023-11-08 17:00:00,1231.0,3944.0,0.0,44.0,0.0,4285.0,314.0,941.0
2023-11-08 18:00:00,1424.0,3944.0,0.0,44.0,0.0,4259.0,313.0,891.0
2023-11-08 19:00:00,1337.0,3943.0,0.0,44.0,0.0,4011.0,318.0,814.0
2023-11-08 20:00:00,1101.0,3938.0,0.0,43.0,0.0,3390.0,317.0,838.0
2023-11-08 21:00:00,992.0,3942.0,0.0,43.0,0.0,2693.0,318.0,759.0
2023-11-08 22:00:00,859.0,3944.0,0.0,43.0,0.0,2247.0,319.0,712.0
2023-11-08 23:00:00,861.0,3944.0,0.0,43.0,0.0,2098.0,322.0,632.0
