Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
40968,2023-09-04 00:00:00,2024-07-17 00:00:00,3.1,121.92,925.0,2837.0,0.0,8.0,0.0,635.0,327.0,518.0
40969,2023-09-04 01:00:00,2024-07-17 00:00:00,3.1,125.4,997.0,2839.0,0.0,8.0,0.0,571.0,323.0,501.0
40970,2023-09-04 02:00:00,2024-07-17 00:00:00,3.1,129.23,1092.0,2838.0,0.0,7.0,0.0,503.0,325.0,475.0
40971,2023-09-04 03:00:00,2024-07-17 00:00:00,3.1,143.74,1296.0,2838.0,0.0,7.0,0.0,448.0,325.0,526.0
40972,2023-09-04 04:00:00,2024-07-17 00:00:00,3.1,155.03,1460.0,2843.0,0.0,8.0,0.0,460.0,328.0,596.0
40973,2023-09-04 05:00:00,2024-07-17 00:00:00,3.1,155.3,1582.0,2846.0,0.0,9.0,168.0,574.0,317.0,639.0
40974,2023-09-04 06:00:00,2024-07-17 00:00:00,3.1,135.91,1482.0,2846.0,0.0,10.0,977.0,494.0,316.0,647.0
40975,2023-09-04 07:00:00,2024-07-17 00:00:00,3.1,118.63,1463.0,2845.0,0.0,11.0,2100.0,242.0,318.0,628.0
40976,2023-09-04 08:00:00,2024-07-17 00:00:00,3.1,99.23,1409.0,2843.0,0.0,12.0,3296.0,127.0,324.0,575.0
40977,2023-09-04 09:00:00,2024-07-17 00:00:00,3.1,84.64,1264.0,2838.0,0.0,12.0,4224.0,88.0,315.0,555.0
40978,2023-09-04 10:00:00,2024-07-17 00:00:00,3.1,76.65,1209.0,2835.0,0.0,12.0,4910.0,80.0,321.0,543.0
40979,2023-09-04 11:00:00,2024-07-17 00:00:00,3.1,72.28,1174.0,2832.0,0.0,11.0,5176.0,129.0,318.0,522.0
40980,2023-09-04 12:00:00,2024-07-17 00:00:00,3.1,72.94,1190.0,2829.0,0.0,7.0,4968.0,186.0,319.0,503.0
40981,2023-09-04 13:00:00,2024-07-17 00:00:00,3.1,77.76,1198.0,2825.0,0.0,6.0,4381.0,274.0,316.0,516.0
40982,2023-09-04 14:00:00,2024-07-17 00:00:00,3.1,90.12,1434.0,2823.0,0.0,4.0,3472.0,452.0,312.0,485.0
40983,2023-09-04 15:00:00,2024-07-17 00:00:00,3.1,119.24,1812.0,2823.0,0.0,3.0,2215.0,614.0,315.0,565.0
40984,2023-09-04 16:00:00,2024-07-17 00:00:00,3.1,146.78,2069.0,2815.0,0.0,4.0,1199.0,698.0,318.0,647.0
40985,2023-09-04 17:00:00,2024-07-17 00:00:00,3.1,170.65,2554.0,2812.0,0.0,4.0,318.0,1063.0,315.0,645.0
40986,2023-09-04 18:00:00,2024-07-17 00:00:00,3.1,164.05,2436.0,2821.0,0.0,3.0,12.0,1515.0,323.0,645.0
40987,2023-09-04 19:00:00,2024-07-17 00:00:00,3.1,161.98,2347.0,2824.0,0.0,2.0,0.0,1501.0,324.0,642.0
40988,2023-09-04 20:00:00,2024-07-17 00:00:00,3.1,167.47,2342.0,2826.0,0.0,5.0,0.0,1183.0,322.0,618.0
40989,2023-09-04 21:00:00,2024-07-17 00:00:00,3.1,171.53,2251.0,2827.0,0.0,10.0,0.0,895.0,324.0,617.0
40990,2023-09-04 22:00:00,2024-07-17 00:00:00,3.1,144.01,1694.0,2827.0,0.0,11.0,0.0,835.0,329.0,449.0
40991,2023-09-04 23:00:00,2024-07-17 00:00:00,3.1,140.19,1625.0,2826.0,0.0,9.0,0.0,792.0,330.0,417.0
