Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
35232,2023-01-08 00:00:00,2024-07-17 00:00:00,3.1,110.68,930.0,4898.0,0.0,49.0,0.0,2918.0,308.0,660.0
35233,2023-01-08 01:00:00,2024-07-17 00:00:00,3.1,99.97,825.0,4936.0,0.0,49.0,0.0,3121.0,306.0,590.0
35234,2023-01-08 02:00:00,2024-07-17 00:00:00,3.1,92.41,805.0,4940.0,0.0,50.0,0.0,3114.0,304.0,481.0
35235,2023-01-08 03:00:00,2024-07-17 00:00:00,3.1,90.65,775.0,4940.0,0.0,51.0,0.0,3209.0,314.0,483.0
35236,2023-01-08 04:00:00,2024-07-17 00:00:00,3.1,92.11,801.0,4941.0,0.0,51.0,0.0,3292.0,312.0,501.0
35237,2023-01-08 05:00:00,2024-07-17 00:00:00,3.1,94.53,807.0,4945.0,0.0,51.0,0.0,3229.0,310.0,529.0
35238,2023-01-08 06:00:00,2024-07-17 00:00:00,3.1,101.32,818.0,4945.0,0.0,51.0,0.0,3228.0,308.0,634.0
35239,2023-01-08 07:00:00,2024-07-17 00:00:00,3.1,99.48,829.0,4944.0,0.0,51.0,0.0,3345.0,310.0,613.0
35240,2023-01-08 08:00:00,2024-07-17 00:00:00,3.1,101.97,849.0,4945.0,0.0,50.0,149.0,3333.0,307.0,655.0
35241,2023-01-08 09:00:00,2024-07-17 00:00:00,3.1,100.15,839.0,4942.0,0.0,50.0,584.0,3405.0,310.0,680.0
35242,2023-01-08 10:00:00,2024-07-17 00:00:00,3.1,92.08,843.0,4942.0,0.0,50.0,1361.0,3381.0,305.0,592.0
35243,2023-01-08 11:00:00,2024-07-17 00:00:00,3.1,88.3,838.0,4939.0,0.0,50.0,1707.0,3547.0,307.0,569.0
35244,2023-01-08 12:00:00,2024-07-17 00:00:00,3.1,88.12,831.0,4936.0,0.0,49.0,1332.0,3742.0,297.0,570.0
35245,2023-01-08 13:00:00,2024-07-17 00:00:00,3.1,92.67,896.0,4937.0,0.0,49.0,953.0,3687.0,308.0,576.0
35246,2023-01-08 14:00:00,2024-07-17 00:00:00,3.1,97.24,861.0,4938.0,0.0,49.0,399.0,3551.0,304.0,619.0
35247,2023-01-08 15:00:00,2024-07-17 00:00:00,3.1,97.41,855.0,4939.0,0.0,49.0,62.0,3740.0,294.0,626.0
35248,2023-01-08 16:00:00,2024-07-17 00:00:00,3.1,100.0,919.0,4939.0,0.0,50.0,0.0,3842.0,297.0,639.0
35249,2023-01-08 17:00:00,2024-07-17 00:00:00,3.1,104.73,940.0,4939.0,0.0,50.0,0.0,3876.0,295.0,716.0
35250,2023-01-08 18:00:00,2024-07-17 00:00:00,3.1,100.44,927.0,4939.0,0.0,49.0,0.0,3838.0,296.0,641.0
35251,2023-01-08 19:00:00,2024-07-17 00:00:00,3.1,102.19,923.0,4936.0,0.0,49.0,0.0,3751.0,297.0,661.0
35252,2023-01-08 20:00:00,2024-07-17 00:00:00,3.1,101.72,887.0,4938.0,0.0,49.0,0.0,3451.0,287.0,633.0
35253,2023-01-08 21:00:00,2024-07-17 00:00:00,3.1,107.7,933.0,4938.0,0.0,49.0,0.0,3179.0,284.0,663.0
35254,2023-01-08 22:00:00,2024-07-17 00:00:00,3.1,116.16,932.0,4939.0,0.0,49.0,0.0,2907.0,286.0,760.0
35255,2023-01-08 23:00:00,2024-07-17 00:00:00,3.1,105.04,844.0,4941.0,0.0,48.0,0.0,2600.0,286.0,584.0
