datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-25 00:00:00,2023-08-25 21:23:44,3.0,2.800933733159426,298.58467436766216,292.90775322759,0.0010881210886099,0.3962716591281899,2714.52599,420.20968,0.95092,95.47762,8489.13985,34787.78973
2023-08-25 01:00:00,2023-08-25 21:23:44,3.0,2.800933733159426,298.58467436766216,292.90775322759,0.0010881210886099,0.3962716591281899,2689.29314,380.38294,0.15366,78.95557,3319.50006,13610.95204
2023-08-25 02:00:00,2023-08-25 21:23:44,3.0,2.800933733159426,298.58467436766216,292.90775322759,0.0010881210886099,0.3962716591281899,2559.43541,346.48096,0.0,61.34508,242.15001,1004.93979
2023-08-25 03:00:00,2023-08-25 21:23:44,3.0,2.800933733159426,298.58467436766216,292.90775322759,0.0010881210886099,0.3962716591281899,2394.55061,357.50391,0.06076,33.35406,0.0,13.0
2023-08-25 04:00:00,2023-08-25 21:23:44,3.0,2.610574564292704,297.45104335247674,293.0600529042809,0.0010881210886099,0.3962716591281899,2224.31333,344.16415,0.00575,7.56829,0.0,13.0
2023-08-25 05:00:00,2023-08-25 21:23:44,3.0,2.610574564292704,297.45104335247674,293.0600529042809,0.0010881210886099,0.3962716591281899,2036.86178,303.29926,0.02177,0.0,0.0,13.0
2023-08-25 06:00:00,2023-08-25 21:23:44,3.0,2.610574564292704,297.45104335247674,293.0600529042809,0.0010881210886099,0.3962716591281899,1825.28465,331.73633,0.01927,0.0,0.0,13.0
2023-08-25 07:00:00,2023-08-25 21:23:44,3.0,2.2278813544126743,296.95568764453634,293.1053476657902,0.0005430972355982,0.7499831205238059,1699.84314,314.51815,0.01313,0.0,0.0,13.0
2023-08-25 08:00:00,2023-08-25 21:23:44,3.0,2.2278813544126743,296.95568764453634,293.1053476657902,0.0005430972355982,0.7499831205238059,1647.84627,291.4753,0.00519,0.0,0.0,13.0
2023-08-25 09:00:00,2023-08-25 21:23:44,3.0,2.2278813544126743,296.95568764453634,293.1053476657902,0.0005430972355982,0.7499831205238059,1556.58882,285.01413,0.04229,1.35528,0.0,13.0
2023-08-25 10:00:00,2023-08-25 21:23:44,3.0,1.999841319613424,297.7315387383788,293.55606855593936,0.0,0.9118589651931442,1455.26219,270.08387,0.10879,5.00679,0.0,13.0
2023-08-25 11:00:00,2023-08-25 21:23:44,3.0,1.999841319613424,297.7315387383788,293.55606855593936,0.0,0.9118589651931442,1410.40168,309.61917,0.07219,7.98823,0.0,13.0
2023-08-25 12:00:00,2023-08-25 21:23:44,3.0,1.999841319613424,297.7315387383788,293.55606855593936,0.0,0.9118589651931442,1498.83347,288.76923,0.0,9.08142,0.0,13.0
2023-08-25 13:00:00,2023-08-25 21:23:44,3.0,2.147849529518856,302.811777254047,293.47808171070795,11.41641017431117,1.0779188701489668,1611.75147,322.43178,0.56649,7.55357,780.46997,3210.10588
2023-08-25 14:00:00,2023-08-25 21:23:44,3.0,2.147849529518856,302.811777254047,293.47808171070795,11.41641017431117,1.0779188701489668,1677.1754,361.28497,0.3057,6.8286,5130.37006,21028.97374
2023-08-25 15:00:00,2023-08-25 21:23:44,3.0,2.147849529518856,302.811777254047,293.47808171070795,11.41641017431117,1.0779188701489668,1812.48972,358.03663,0.74911,9.505,10385.74988,42557.03564
2023-08-25 16:00:00,2023-08-25 21:23:44,3.0,2.4380848663790577,306.2878866525869,293.1981413316208,453.6470514453399,1.153519792995635,1904.97091,392.25981,0.40403,11.50602,12662.89014,51885.08008
2023-08-25 17:00:00,2023-08-25 21:23:44,3.0,2.4380848663790577,306.2878866525869,293.1981413316208,453.6470514453399,1.153519792995635,2028.317,409.1336,0.0,24.40075,13361.33965,54746.19855
2023-08-25 18:00:00,2023-08-25 21:23:44,3.0,2.4380848663790577,306.2878866525869,293.1981413316208,453.6470514453399,1.153519792995635,2218.3167,422.64392,0.11105,38.18219,13639.27997,55884.74927
2023-08-25 19:00:00,2023-08-25 21:23:44,3.0,3.346600482582209,306.4679894833886,292.7196966686525,653.0563783732857,1.1673403651327463,2390.5204,439.24984,0.31242,50.71185,13715.16995,56195.6239
2023-08-25 20:00:00,2023-08-25 21:23:44,3.0,3.346600482582209,306.4679894833886,292.7196966686525,653.0563783732857,1.1673403651327463,2508.30232,445.82472,0.40022,68.31533,13639.7701,55886.75702
2023-08-25 21:00:00,2023-08-25 21:23:44,3.0,3.346600482582209,306.4679894833886,292.7196966686525,653.0563783732857,1.1673403651327463,2580.09817,473.85591,0.09433,83.64195,13475.62042,55214.33667
2023-08-25 22:00:00,2023-08-25 21:23:44,3.0,4.316397632488447,301.73559253231633,293.7451074347565,725.5254212845849,1.172486926405783,2628.31376,447.49856,0.0,88.48683,13078.30048,53586.76099
2023-08-25 23:00:00,2023-08-25 21:23:44,3.0,4.316397632488447,301.73559253231633,293.7451074347565,725.5254212845849,1.172486926405783,2626.38391,463.75057,0.0,86.45931,12193.84946,49963.70862
2023-08-26 00:00:00,2023-08-25 21:23:44,3.0,4.316397632488447,301.73559253231633,293.7451074347565,725.5254212845849,1.172486926405783,2608.24837,432.93915,0.95092,82.78079,1558.61626,57213.04028
2023-08-26 01:00:00,2023-08-25 21:23:44,3.0,3.469327289289309,299.1254392402563,294.25915875023253,471.58575981255024,1.2387868896079222,2608.90719,391.93801,0.15366,70.44809,932.62244,56198.49286
2023-08-26 02:00:00,2023-08-25 21:23:44,3.0,3.469327289289309,299.1254392402563,294.25915875023253,471.58575981255024,1.2387868896079222,2500.54964,359.89732,0.0,56.10519,449.83464,56273.56305
2023-08-26 03:00:00,2023-08-25 21:23:44,3.0,3.469327289289309,299.1254392402563,294.25915875023253,471.58575981255024,1.2387868896079222,2365.44372,365.2915,0.06076,31.5105,27.49406,55280.3642
2023-08-26 04:00:00,2023-08-25 21:23:44,3.0,2.587107254779464,298.0542493485543,294.40023911711546,0.0004915139356411,1.4225408430172015,2220.89911,357.0331,0.00575,7.9121,0.0,55142.53491
2023-08-26 05:00:00,2023-08-25 21:23:44,3.0,2.587107254779464,298.0542493485543,294.40023911711546,0.0004915139356411,1.4225408430172015,2050.38242,327.67219,0.02177,0.0,0.0,53866.65814
2023-08-26 06:00:00,2023-08-25 21:23:44,3.0,2.587107254779464,298.0542493485543,294.40023911711546,0.0004915139356411,1.4225408430172015,1858.65733,350.48933,0.01927,0.0,0.0,53858.60638
2023-08-26 07:00:00,2023-08-25 21:23:44,3.0,2.075499865363384,297.5560583888063,294.3795000417199,0.0001964879805405,1.5796944885859587,1742.93739,338.53151,0.01313,0.0,0.0,52757.28467
2023-08-26 08:00:00,2023-08-25 21:23:44,3.0,2.075499865363384,297.5560583888063,294.3795000417199,0.0001964879805405,1.5796944885859587,1673.85409,322.65852,0.00519,0.0,50.13501,53194.23779
