UTC time,coal,nat_gas,oil,hydro,solar,other
2023-08-27 00:00:00,2665.0,395.0,0.0,95.0,8.0,65.0
2023-08-27 01:00:00,2615.0,464.0,0.0,66.0,0.0,69.0
2023-08-27 02:00:00,2563.0,442.0,0.0,13.0,0.0,66.0
2023-08-27 03:00:00,2419.0,338.0,0.0,0.0,0.0,69.0
2023-08-27 04:00:00,2233.0,272.0,0.0,0.0,0.0,68.0
2023-08-27 05:00:00,2003.0,278.0,0.0,0.0,0.0,68.0
2023-08-27 06:00:00,1831.0,260.0,0.0,0.0,0.0,64.0
2023-08-27 07:00:00,1671.0,264.0,0.0,0.0,0.0,68.0
2023-08-27 08:00:00,1618.0,258.0,0.0,0.0,0.0,67.0
2023-08-27 09:00:00,1579.0,249.0,0.0,0.0,0.0,68.0
2023-08-27 10:00:00,1537.0,252.0,0.0,0.0,0.0,68.0
2023-08-27 11:00:00,1569.0,252.0,0.0,0.0,0.0,64.0
2023-08-27 12:00:00,1625.0,264.0,0.0,0.0,11.0,68.0
2023-08-27 13:00:00,1831.0,284.0,0.0,0.0,81.0,60.0
2023-08-27 14:00:00,2039.0,284.0,0.0,0.0,152.0,67.0
2023-08-27 15:00:00,2311.0,284.0,0.0,0.0,194.0,70.0
2023-08-27 16:00:00,2739.0,285.0,0.0,0.0,203.0,70.0
2023-08-27 17:00:00,2965.0,298.0,0.0,27.0,204.0,73.0
2023-08-27 18:00:00,2966.0,329.0,0.0,71.0,192.0,65.0
2023-08-27 19:00:00,2901.0,436.0,0.0,72.0,169.0,71.0
2023-08-27 20:00:00,2932.0,444.0,0.0,110.0,170.0,71.0
2023-08-27 21:00:00,2824.0,459.0,0.0,120.0,144.0,66.0
2023-08-27 22:00:00,2605.0,449.0,0.0,150.0,54.0,66.0
2023-08-27 23:00:00,2215.0,443.0,0.0,98.0,5.0,64.0
