UTC time,coal,nat_gas,oil,hydro,solar,other
2023-07-05 00:00:00,2397.0,694.0,0.0,69.0,30.0,67.0
2023-07-05 01:00:00,2343.0,690.0,0.0,2.0,3.0,67.0
2023-07-05 02:00:00,2238.0,684.0,0.0,2.0,0.0,68.0
2023-07-05 03:00:00,1994.0,673.0,0.0,2.0,0.0,69.0
2023-07-05 04:00:00,1772.0,667.0,0.0,2.0,0.0,68.0
2023-07-05 05:00:00,1423.0,693.0,0.0,1.0,0.0,72.0
2023-07-05 06:00:00,1248.0,699.0,0.0,2.0,0.0,67.0
2023-07-05 07:00:00,1166.0,654.0,0.0,2.0,0.0,68.0
2023-07-05 08:00:00,1158.0,617.0,0.0,2.0,0.0,71.0
2023-07-05 09:00:00,1152.0,593.0,0.0,2.0,0.0,67.0
2023-07-05 10:00:00,1157.0,627.0,0.0,2.0,0.0,70.0
2023-07-05 11:00:00,1223.0,646.0,0.0,2.0,3.0,65.0
2023-07-05 12:00:00,1339.0,709.0,0.0,2.0,21.0,67.0
2023-07-05 13:00:00,1540.0,738.0,0.0,2.0,80.0,68.0
2023-07-05 14:00:00,1826.0,716.0,0.0,1.0,109.0,66.0
2023-07-05 15:00:00,2180.0,719.0,0.0,2.0,76.0,70.0
2023-07-05 16:00:00,2426.0,721.0,0.0,11.0,71.0,66.0
2023-07-05 17:00:00,2524.0,722.0,0.0,73.0,100.0,67.0
2023-07-05 18:00:00,2566.0,679.0,0.0,118.0,127.0,65.0
2023-07-05 19:00:00,2282.0,693.0,0.0,205.0,126.0,64.0
2023-07-05 20:00:00,2178.0,649.0,0.0,210.0,104.0,66.0
2023-07-05 21:00:00,1710.0,804.0,0.0,207.0,74.0,63.0
2023-07-05 22:00:00,1857.0,815.0,0.0,134.0,33.0,61.0
2023-07-05 23:00:00,1944.0,702.0,0.0,103.0,14.0,66.0
