UTC time,coal,nat_gas,oil,hydro,solar,other
2023-07-08 00:00:00,2654.0,800.0,0.0,86.0,7.0,78.0
2023-07-08 01:00:00,2372.0,853.0,0.0,72.0,1.0,73.0
2023-07-08 02:00:00,2301.0,842.0,0.0,72.0,0.0,78.0
2023-07-08 03:00:00,2264.0,728.0,0.0,73.0,0.0,76.0
2023-07-08 04:00:00,2114.0,725.0,0.0,21.0,0.0,75.0
2023-07-08 05:00:00,1935.0,643.0,0.0,1.0,0.0,76.0
2023-07-08 06:00:00,1673.0,650.0,0.0,2.0,0.0,76.0
2023-07-08 07:00:00,1485.0,661.0,0.0,2.0,0.0,74.0
2023-07-08 08:00:00,1400.0,685.0,0.0,2.0,0.0,75.0
2023-07-08 09:00:00,1353.0,689.0,0.0,2.0,0.0,74.0
2023-07-08 10:00:00,1277.0,702.0,0.0,2.0,0.0,74.0
2023-07-08 11:00:00,1255.0,724.0,0.0,2.0,1.0,73.0
2023-07-08 12:00:00,1253.0,735.0,0.0,1.0,37.0,75.0
2023-07-08 13:00:00,1441.0,722.0,0.0,2.0,90.0,74.0
2023-07-08 14:00:00,1620.0,718.0,0.0,2.0,132.0,74.0
2023-07-08 15:00:00,2028.0,704.0,0.0,2.0,142.0,73.0
2023-07-08 16:00:00,2492.0,723.0,0.0,2.0,130.0,74.0
2023-07-08 17:00:00,2748.0,692.0,0.0,2.0,148.0,73.0
2023-07-08 18:00:00,2793.0,683.0,0.0,42.0,149.0,73.0
2023-07-08 19:00:00,2767.0,700.0,0.0,106.0,113.0,73.0
2023-07-08 20:00:00,2746.0,687.0,0.0,206.0,72.0,72.0
2023-07-08 21:00:00,2737.0,653.0,0.0,207.0,37.0,76.0
2023-07-08 22:00:00,2647.0,673.0,0.0,209.0,91.0,74.0
2023-07-08 23:00:00,2653.0,679.0,0.0,129.0,92.0,76.0
