UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2023-09-02 00:00:00,2023-09-04 18:10:14,3.0,1551.0,338.0,0.0,144.0,6.0,70.0
2023-09-02 01:00:00,2023-09-04 18:10:14,3.0,1444.0,335.0,0.0,126.0,0.0,72.0
2023-09-02 02:00:00,2023-09-04 18:10:14,3.0,1411.0,349.0,0.0,125.0,0.0,68.0
2023-09-02 03:00:00,2023-09-04 18:10:14,3.0,1277.0,347.0,0.0,73.0,0.0,61.0
2023-09-02 04:00:00,2023-09-04 18:10:14,3.0,1117.0,346.0,0.0,40.0,0.0,50.0
2023-09-02 05:00:00,2023-09-04 18:10:14,3.0,982.0,314.0,0.0,2.0,0.0,53.0
2023-09-02 06:00:00,2023-09-04 18:10:14,3.0,875.0,298.0,0.0,2.0,0.0,50.0
2023-09-02 07:00:00,2023-09-04 18:10:14,3.0,830.0,297.0,0.0,2.0,0.0,54.0
2023-09-02 08:00:00,2023-09-04 18:10:14,3.0,790.0,301.0,0.0,1.0,0.0,50.0
2023-09-02 09:00:00,2023-09-04 18:10:14,3.0,775.0,296.0,0.0,2.0,0.0,52.0
2023-09-02 10:00:00,2023-09-04 18:10:14,3.0,771.0,296.0,0.0,2.0,0.0,50.0
2023-09-02 11:00:00,2023-09-04 18:10:14,3.0,774.0,296.0,0.0,2.0,0.0,53.0
2023-09-02 12:00:00,2023-09-04 18:10:14,3.0,753.0,298.0,0.0,2.0,22.0,53.0
2023-09-02 13:00:00,2023-09-04 18:10:14,3.0,815.0,296.0,0.0,0.0,117.0,61.0
2023-09-02 14:00:00,2023-09-04 18:10:14,3.0,942.0,296.0,0.0,2.0,182.0,62.0
2023-09-02 15:00:00,2023-09-04 18:10:14,3.0,1096.0,297.0,0.0,2.0,178.0,69.0
2023-09-02 16:00:00,2023-09-04 18:10:14,3.0,1255.0,299.0,0.0,2.0,189.0,69.0
2023-09-02 17:00:00,2023-09-04 18:10:14,3.0,1280.0,375.0,0.0,2.0,198.0,70.0
2023-09-02 18:00:00,2023-09-04 18:10:14,3.0,1290.0,479.0,0.0,1.0,178.0,68.0
2023-09-02 19:00:00,2023-09-04 18:10:14,3.0,1365.0,497.0,0.0,108.0,201.0,69.0
2023-09-02 20:00:00,2023-09-04 18:10:14,3.0,1395.0,495.0,0.0,165.0,214.0,68.0
2023-09-02 21:00:00,2023-09-04 18:10:14,3.0,1461.0,492.0,0.0,172.0,211.0,69.0
2023-09-02 22:00:00,2023-09-04 18:10:14,3.0,1520.0,492.0,0.0,173.0,186.0,66.0
2023-09-02 23:00:00,2023-09-04 18:10:14,3.0,1558.0,495.0,0.0,172.0,86.0,68.0
