UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2023-08-22 00:00:00,2023-08-23 19:34:33,3.0,2745.0,405.0,0.0,79.0,13.0,63.0
2023-08-22 01:00:00,2023-08-23 19:34:33,3.0,2678.0,440.0,0.0,27.0,0.0,65.0
2023-08-22 02:00:00,2023-08-23 19:34:33,3.0,2611.0,405.0,0.0,0.0,0.0,66.0
2023-08-22 03:00:00,2023-08-23 19:34:33,3.0,2487.0,403.0,0.0,0.0,0.0,70.0
2023-08-22 04:00:00,2023-08-23 19:34:33,3.0,2302.0,277.0,0.0,0.0,0.0,67.0
2023-08-22 05:00:00,2023-08-23 19:34:33,3.0,1916.0,261.0,0.0,1.0,0.0,67.0
2023-08-22 06:00:00,2023-08-23 19:34:33,3.0,1720.0,279.0,0.0,0.0,0.0,67.0
2023-08-22 07:00:00,2023-08-23 19:34:33,3.0,1622.0,262.0,0.0,0.0,0.0,68.0
2023-08-22 08:00:00,2023-08-23 19:34:33,3.0,1537.0,267.0,0.0,0.0,0.0,66.0
2023-08-22 09:00:00,2023-08-23 19:34:33,3.0,1493.0,278.0,0.0,0.0,0.0,70.0
2023-08-22 10:00:00,2023-08-23 19:34:33,3.0,1512.0,264.0,0.0,0.0,0.0,68.0
2023-08-22 11:00:00,2023-08-23 19:34:33,3.0,1542.0,287.0,0.0,0.0,0.0,73.0
2023-08-22 12:00:00,2023-08-23 19:34:33,3.0,1561.0,272.0,0.0,0.0,22.0,65.0
2023-08-22 13:00:00,2023-08-23 19:34:33,3.0,1622.0,279.0,0.0,0.0,99.0,69.0
2023-08-22 14:00:00,2023-08-23 19:34:33,3.0,1845.0,294.0,0.0,0.0,166.0,64.0
2023-08-22 15:00:00,2023-08-23 19:34:33,3.0,2185.0,281.0,0.0,4.0,191.0,60.0
2023-08-22 16:00:00,2023-08-23 19:34:33,3.0,2520.0,272.0,0.0,0.0,198.0,59.0
2023-08-22 17:00:00,2023-08-23 19:34:33,3.0,2830.0,316.0,0.0,0.0,190.0,59.0
2023-08-22 18:00:00,2023-08-23 19:34:33,3.0,2699.0,394.0,0.0,0.0,202.0,57.0
2023-08-22 19:00:00,2023-08-23 19:34:33,3.0,2636.0,399.0,0.0,60.0,191.0,64.0
2023-08-22 20:00:00,2023-08-23 19:34:33,3.0,2636.0,401.0,0.0,90.0,165.0,64.0
2023-08-22 21:00:00,2023-08-23 19:34:33,3.0,2645.0,432.0,0.0,114.0,163.0,63.0
2023-08-22 22:00:00,2023-08-23 19:34:33,3.0,2644.0,465.0,0.0,98.0,134.0,63.0
2023-08-22 23:00:00,2023-08-23 19:34:33,3.0,2651.0,463.0,0.0,97.0,68.0,63.0
