,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2023-08-19 00:00:00,2023-08-20 22:01:18,3.0,714.22,2157.0,759.0,0.0,70.0,13.0,69.0
1,2023-08-19 01:00:00,2023-08-20 22:01:18,3.0,723.82,2015.0,768.0,0.0,18.0,0.0,69.0
2,2023-08-19 02:00:00,2023-08-20 22:01:18,3.0,729.13,1954.0,734.0,0.0,0.0,0.0,70.0
3,2023-08-19 03:00:00,2023-08-20 22:01:18,3.0,727.11,1835.0,711.0,0.0,0.0,0.0,69.0
4,2023-08-19 04:00:00,2023-08-20 22:01:18,3.0,735.43,1778.0,603.0,0.0,0.0,0.0,67.0
5,2023-08-19 05:00:00,2023-08-20 22:01:18,3.0,732.01,1566.0,560.0,0.0,0.0,0.0,71.0
6,2023-08-19 06:00:00,2023-08-20 22:01:18,3.0,717.99,1230.0,545.0,0.0,0.0,0.0,68.0
7,2023-08-19 07:00:00,2023-08-20 22:01:18,3.0,704.11,1109.0,599.0,0.0,0.0,0.0,65.0
8,2023-08-19 08:00:00,2023-08-20 22:01:18,3.0,703.18,1064.0,582.0,0.0,0.0,0.0,69.0
9,2023-08-19 09:00:00,2023-08-20 22:01:18,3.0,708.76,1032.0,522.0,0.0,0.0,0.0,70.0
10,2023-08-19 10:00:00,2023-08-20 22:01:18,3.0,712.18,1073.0,517.0,0.0,0.0,0.0,68.0
11,2023-08-19 11:00:00,2023-08-20 22:01:18,3.0,739.35,1127.0,353.0,0.0,0.0,0.0,73.0
12,2023-08-19 12:00:00,2023-08-20 22:01:18,3.0,745.27,1257.0,287.0,0.0,0.0,25.0,70.0
13,2023-08-19 13:00:00,2023-08-20 22:01:18,3.0,720.14,1421.0,276.0,0.0,0.0,114.0,70.0
14,2023-08-19 14:00:00,2023-08-20 22:01:18,3.0,701.7,1586.0,287.0,0.0,0.0,193.0,69.0
15,2023-08-19 15:00:00,2023-08-20 22:01:18,3.0,713.83,1857.0,288.0,0.0,0.0,197.0,67.0
16,2023-08-19 16:00:00,2023-08-20 22:01:18,3.0,723.75,2216.0,287.0,0.0,0.0,213.0,69.0
17,2023-08-19 17:00:00,2023-08-20 22:01:18,3.0,718.74,2309.0,389.0,0.0,1.0,212.0,69.0
18,2023-08-19 18:00:00,2023-08-20 22:01:18,3.0,708.39,2313.0,426.0,0.0,33.0,214.0,68.0
19,2023-08-19 19:00:00,2023-08-20 22:01:18,3.0,702.79,2324.0,416.0,0.0,70.0,207.0,68.0
20,2023-08-19 20:00:00,2023-08-20 22:01:18,3.0,708.0,2342.0,391.0,0.0,70.0,194.0,69.0
21,2023-08-19 21:00:00,2023-08-20 22:01:18,3.0,711.03,2339.0,387.0,0.0,69.0,182.0,66.0
22,2023-08-19 22:00:00,2023-08-20 22:01:18,3.0,715.89,2353.0,381.0,0.0,69.0,164.0,72.0
23,2023-08-19 23:00:00,2023-08-20 22:01:18,3.0,729.79,2348.0,372.0,0.0,69.0,105.0,67.0
