UTC time,creation_time (UTC),version,coal,nat_gas,oil,hydro,solar,other
2023-09-03 00:00:00,2023-09-06 01:46:43,3.0,1560.0,355.0,0.0,76.0,9.0,69.0
2023-09-03 01:00:00,2023-09-06 01:46:43,3.0,1546.0,257.0,0.0,57.0,0.0,70.0
2023-09-03 02:00:00,2023-09-06 01:46:43,3.0,1317.0,319.0,0.0,57.0,0.0,69.0
2023-09-03 03:00:00,2023-09-06 01:46:43,3.0,1260.0,342.0,0.0,55.0,0.0,65.0
2023-09-03 04:00:00,2023-09-06 01:46:43,3.0,1147.0,331.0,0.0,14.0,0.0,68.0
2023-09-03 05:00:00,2023-09-06 01:46:43,3.0,1070.0,262.0,0.0,1.0,0.0,69.0
2023-09-03 06:00:00,2023-09-06 01:46:43,3.0,962.0,264.0,0.0,2.0,0.0,65.0
2023-09-03 07:00:00,2023-09-06 01:46:43,3.0,884.0,256.0,0.0,2.0,0.0,69.0
2023-09-03 08:00:00,2023-09-06 01:46:43,3.0,793.0,259.0,0.0,2.0,0.0,66.0
2023-09-03 09:00:00,2023-09-06 01:46:43,3.0,789.0,253.0,0.0,2.0,0.0,68.0
2023-09-03 10:00:00,2023-09-06 01:46:43,3.0,791.0,258.0,0.0,1.0,0.0,66.0
2023-09-03 11:00:00,2023-09-06 01:46:43,3.0,797.0,260.0,0.0,2.0,0.0,68.0
2023-09-03 12:00:00,2023-09-06 01:46:43,3.0,891.0,232.0,0.0,0.0,22.0,67.0
2023-09-03 13:00:00,2023-09-06 01:46:43,3.0,905.0,281.0,0.0,2.0,122.0,68.0
2023-09-03 14:00:00,2023-09-06 01:46:43,3.0,1095.0,270.0,0.0,2.0,196.0,67.0
2023-09-03 15:00:00,2023-09-06 01:46:43,3.0,1304.0,238.0,0.0,1.0,207.0,66.0
2023-09-03 16:00:00,2023-09-06 01:46:43,3.0,1429.0,288.0,0.0,2.0,214.0,69.0
2023-09-03 17:00:00,2023-09-06 01:46:43,3.0,1540.0,296.0,0.0,59.0,213.0,69.0
2023-09-03 18:00:00,2023-09-06 01:46:43,3.0,1718.0,351.0,0.0,72.0,215.0,65.0
2023-09-03 19:00:00,2023-09-06 01:46:43,3.0,1721.0,438.0,0.0,73.0,212.0,67.0
2023-09-03 20:00:00,2023-09-06 01:46:43,3.0,1876.0,475.0,0.0,70.0,210.0,66.0
2023-09-03 21:00:00,2023-09-06 01:46:43,3.0,1907.0,475.0,0.0,71.0,206.0,66.0
2023-09-03 22:00:00,2023-09-06 01:46:43,3.0,1911.0,470.0,0.0,72.0,171.0,67.0
2023-09-03 23:00:00,2023-09-06 01:46:43,3.0,1967.0,467.0,0.0,72.0,78.0,67.0
