Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
38880,2023-06-09 00:00:00,2024-07-17 00:00:00,3.1,625.43,1826.0,730.0,0.0,72.0,18.0,59.0
38881,2023-06-09 01:00:00,2024-07-17 00:00:00,3.1,631.34,1831.0,711.0,0.0,72.0,2.0,54.0
38882,2023-06-09 02:00:00,2024-07-17 00:00:00,3.1,623.53,1698.0,726.0,0.0,72.0,0.0,57.0
38883,2023-06-09 03:00:00,2024-07-17 00:00:00,3.1,635.11,1573.0,707.0,0.0,9.0,0.0,55.0
38884,2023-06-09 04:00:00,2024-07-17 00:00:00,3.1,618.62,1349.0,752.0,0.0,2.0,0.0,58.0
38885,2023-06-09 05:00:00,2024-07-17 00:00:00,3.1,600.88,1142.0,776.0,0.0,2.0,0.0,52.0
38886,2023-06-09 06:00:00,2024-07-17 00:00:00,3.1,590.5,925.0,702.0,0.0,2.0,0.0,53.0
38887,2023-06-09 07:00:00,2024-07-17 00:00:00,3.1,571.41,758.0,705.0,0.0,2.0,0.0,50.0
38888,2023-06-09 08:00:00,2024-07-17 00:00:00,3.1,565.26,698.0,693.0,0.0,2.0,0.0,53.0
38889,2023-06-09 09:00:00,2024-07-17 00:00:00,3.1,562.88,673.0,688.0,0.0,1.0,0.0,50.0
38890,2023-06-09 10:00:00,2024-07-17 00:00:00,3.1,556.9,680.0,738.0,0.0,2.0,0.0,52.0
38891,2023-06-09 11:00:00,2024-07-17 00:00:00,3.1,567.1,795.0,760.0,0.0,2.0,5.0,52.0
38892,2023-06-09 12:00:00,2024-07-17 00:00:00,3.1,563.0,799.0,746.0,0.0,2.0,23.0,54.0
38893,2023-06-09 13:00:00,2024-07-17 00:00:00,3.1,549.59,788.0,756.0,0.0,2.0,55.0,51.0
38894,2023-06-09 14:00:00,2024-07-17 00:00:00,3.1,562.27,898.0,725.0,0.0,2.0,67.0,50.0
38895,2023-06-09 15:00:00,2024-07-17 00:00:00,3.1,562.91,1060.0,733.0,0.0,2.0,119.0,49.0
38896,2023-06-09 16:00:00,2024-07-17 00:00:00,3.1,564.26,1192.0,722.0,0.0,1.0,165.0,55.0
38897,2023-06-09 17:00:00,2024-07-17 00:00:00,3.1,562.12,1257.0,719.0,0.0,17.0,181.0,54.0
38898,2023-06-09 18:00:00,2024-07-17 00:00:00,3.1,544.56,1200.0,692.0,0.0,74.0,182.0,55.0
38899,2023-06-09 19:00:00,2024-07-17 00:00:00,3.1,533.55,1193.0,817.0,0.0,74.0,186.0,53.0
38900,2023-06-09 20:00:00,2024-07-17 00:00:00,3.1,544.52,1323.0,832.0,0.0,73.0,187.0,56.0
38901,2023-06-09 21:00:00,2024-07-17 00:00:00,3.1,535.24,1298.0,829.0,0.0,111.0,182.0,52.0
38902,2023-06-09 22:00:00,2024-07-17 00:00:00,3.1,540.0,1362.0,839.0,0.0,124.0,170.0,50.0
38903,2023-06-09 23:00:00,2024-07-17 00:00:00,3.1,551.66,1399.0,855.0,0.0,124.0,125.0,52.0
