UTC time,coal,nat_gas,oil,hydro,solar,other
2023-04-23 00:00:00,1387.0,765.0,0.0,157.0,23.0,56.0
2023-04-23 01:00:00,1341.0,782.0,0.0,147.0,0.0,58.0
2023-04-23 02:00:00,1025.0,754.0,0.0,74.0,0.0,58.0
2023-04-23 03:00:00,966.0,787.0,0.0,10.0,0.0,57.0
2023-04-23 04:00:00,939.0,795.0,0.0,1.0,0.0,59.0
2023-04-23 05:00:00,873.0,790.0,0.0,2.0,0.0,58.0
2023-04-23 06:00:00,762.0,796.0,0.0,2.0,0.0,56.0
2023-04-23 07:00:00,687.0,796.0,0.0,2.0,0.0,56.0
2023-04-23 08:00:00,681.0,788.0,0.0,1.0,0.0,60.0
2023-04-23 09:00:00,700.0,798.0,0.0,2.0,0.0,58.0
2023-04-23 10:00:00,715.0,812.0,0.0,2.0,0.0,58.0
2023-04-23 11:00:00,763.0,849.0,0.0,1.0,1.0,59.0
2023-04-23 12:00:00,882.0,820.0,0.0,2.0,43.0,58.0
2023-04-23 13:00:00,975.0,739.0,0.0,2.0,155.0,56.0
2023-04-23 14:00:00,901.0,749.0,0.0,2.0,215.0,61.0
2023-04-23 15:00:00,975.0,713.0,0.0,1.0,222.0,55.0
2023-04-23 16:00:00,858.0,732.0,0.0,2.0,226.0,59.0
2023-04-23 17:00:00,859.0,769.0,0.0,2.0,229.0,53.0
2023-04-23 18:00:00,906.0,782.0,0.0,57.0,225.0,55.0
2023-04-23 19:00:00,873.0,761.0,0.0,95.0,227.0,53.0
2023-04-23 20:00:00,1067.0,778.0,0.0,94.0,226.0,58.0
2023-04-23 21:00:00,1103.0,774.0,0.0,108.0,219.0,53.0
2023-04-23 22:00:00,1117.0,774.0,0.0,157.0,204.0,58.0
2023-04-23 23:00:00,1223.0,821.0,0.0,156.0,120.0,56.0
