datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-06 00:00:00,2.0810559104772346,298.8796437994049,293.9150179961724,0.7279745058795591,0.0632369192521168,2201.85845,603.48838,0.95092,74.9146,10526.18979,43132.33167
2023-08-06 01:00:00,2.0810559104772346,298.8796437994049,293.9150179961724,0.7279745058795591,0.0632369192521168,2206.81849,552.95975,0.15366,72.44346,5663.27012,23211.93784
2023-08-06 02:00:00,2.0810559104772346,298.8796437994049,293.9150179961724,0.7279745058795591,0.0632369192521168,2121.03625,506.02557,0.0,64.03504,1082.94002,4449.13983
2023-08-06 03:00:00,2.0810559104772346,298.8796437994049,293.9150179961724,0.7279745058795591,0.0632369192521168,2005.08715,492.42115,0.06076,44.5098,0.01,13.04096
2023-08-06 04:00:00,1.7736839181205246,297.87971938078874,294.1220371360964,0.7279745058795591,0.0632369192521168,1873.3714,472.41512,0.00575,21.55075,0.0,13.0
2023-08-06 05:00:00,1.7736839181205246,297.87971938078874,294.1220371360964,0.7279745058795591,0.0632369192521168,1722.60956,429.63624,0.02177,5.80733,0.0,13.0
2023-08-06 06:00:00,1.7736839181205246,297.87971938078874,294.1220371360964,0.7279745058795591,0.0632369192521168,1547.06717,438.432,0.01927,0.0,0.0,13.0
2023-08-06 07:00:00,1.2740981697193503,297.2213619488598,294.14201553871425,0.3643413918734831,0.1675084917769688,1435.24218,418.4238,0.01313,0.0,0.0,13.0
2023-08-06 08:00:00,1.2740981697193503,297.2213619488598,294.14201553871425,0.3643413918734831,0.1675084917769688,1370.36645,390.9018,0.00519,0.0,0.0,13.0
2023-08-06 09:00:00,1.2740981697193503,297.2213619488598,294.14201553871425,0.3643413918734831,0.1675084917769688,1262.40998,390.75267,0.04229,0.0,0.0,13.0
2023-08-06 10:00:00,1.3469358869905246,298.48362577414355,294.6528433210295,0.0,0.4515221800810825,1148.18437,389.58926,0.10879,2.99672,0.0,13.0
2023-08-06 11:00:00,1.3469358869905246,298.48362577414355,294.6528433210295,0.0,0.4515221800810825,1084.68362,422.09507,0.07219,6.37778,0.0,13.0
2023-08-06 12:00:00,1.3469358869905246,298.48362577414355,294.6528433210295,0.0,0.4515221800810825,1134.78466,433.78626,0.0,10.06188,0.21,13.86024
2023-08-06 13:00:00,2.2869751710026893,303.0469772414157,294.33965799169266,17.732870292651604,0.7748711385678422,1208.50204,481.73045,0.56649,9.99733,1387.67002,5697.43142
2023-08-06 14:00:00,2.2869751710026893,303.0469772414157,294.33965799169266,17.732870292651604,0.7748711385678422,1253.92475,526.56319,0.3057,8.47023,6374.75993,26126.47443
2023-08-06 15:00:00,2.2869751710026893,303.0469772414157,294.33965799169266,17.732870292651604,0.7748711385678422,1360.24562,540.97527,0.74911,6.10411,11021.64037,45161.88824
2023-08-06 16:00:00,2.679795928880071,305.7097526411675,293.27052408276364,483.4209178397021,1.1695830204536648,1436.87376,582.55953,0.40403,1.92638,12681.98991,51963.32013
2023-08-06 17:00:00,2.679795928880071,305.7097526411675,293.27052408276364,483.4209178397021,1.1695830204536648,1543.09223,607.34955,0.0,4.22171,13302.73964,54506.15033
2023-08-06 18:00:00,2.679795928880071,305.7097526411675,293.27052408276364,483.4209178397021,1.1695830204536648,1706.93567,627.74054,0.11105,8.35719,13611.16032,55769.56036
2023-08-06 19:00:00,3.000854100333004,304.45294516263857,293.6974444544186,686.6759171107108,1.3287746058776562,1857.93113,646.36139,0.31242,14.4769,13705.42946,56155.72308
2023-08-06 20:00:00,3.000854100333004,304.45294516263857,293.6974444544186,686.6759171107108,1.3287746058776562,1968.35115,653.33084,0.40022,26.36743,13682.02998,56059.86981
2023-08-06 21:00:00,3.000854100333004,304.45294516263857,293.6974444544186,686.6759171107108,1.3287746058776562,2044.86537,678.51893,0.09433,41.68025,13547.39941,55508.37109
2023-08-06 22:00:00,3.042452197548056,300.4297011789831,295.1712673664745,686.8815494818527,2.0349642487090787,2106.00966,654.63808,0.0,52.52399,13167.4201,53951.82935
2023-08-06 23:00:00,3.042452197548056,300.4297011789831,295.1712673664745,686.8815494818527,2.0349642487090787,2133.42459,650.02529,0.0,60.91064,12442.2998,50981.45703
2023-08-07 00:00:00,3.042452197548056,300.4297011789831,295.1712673664745,686.8815494818527,2.0349642487090787,2083.21935,639.76698,0.95092,79.41595,1642.85788,57952.66064
2023-08-07 01:00:00,2.8184522821431965,298.3667059577799,295.57785858608827,453.49825476605736,3.171984171613963,2108.70426,594.069,0.15366,77.71338,1013.77251,56924.99799
2023-08-07 02:00:00,2.8184522821431965,298.3667059577799,295.57785858608827,453.49825476605736,3.171984171613963,2041.49069,546.34168,0.0,69.71502,531.5384,57001.03833
2023-08-07 03:00:00,2.8184522821431965,298.3667059577799,295.57785858608827,453.49825476605736,3.171984171613963,1947.507,532.77334,0.06076,50.01283,88.89268,55994.99921
2023-08-07 04:00:00,2.8014160015088017,297.9161794435415,295.5472897510462,0.4546038055904259,4.396404800420983,1833.14342,506.55655,0.00575,26.83595,0.0,55855.37488
2023-08-07 05:00:00,2.8014160015088017,297.9161794435415,295.5472897510462,0.4546038055904259,4.396404800420983,1694.02278,453.59116,0.02177,9.94328,0.0,54562.99512
2023-08-07 06:00:00,2.8014160015088017,297.9161794435415,295.5472897510462,0.4546038055904259,4.396404800420983,1530.4104,463.09398,0.01927,0.0,0.0,54554.84998
2023-08-07 07:00:00,2.877840779564396,297.56949112611926,295.3796985189571,0.2272290622271842,4.597187797620528,1421.98275,440.53432,0.01313,0.0,0.0,53439.27167
2023-08-07 08:00:00,2.877840779564396,297.56949112611926,295.3796985189571,0.2272290622271842,4.597187797620528,1342.0562,406.45643,0.00519,0.0,12.97735,53881.89008
2023-08-07 09:00:00,2.877840779564396,297.56949112611926,295.3796985189571,0.2272290622271842,4.597187797620528,1207.43168,399.41502,0.04229,0.0,0.0,54205.22107
2023-08-07 10:00:00,3.0751928689305084,298.5208937363616,295.61881913809015,0.0,4.597187797620528,1060.35202,389.61526,0.10879,3.81907,144.32288,51542.10217
2023-08-07 11:00:00,3.0751928689305084,298.5208937363616,295.61881913809015,0.0,4.597187797620528,965.95119,422.78568,0.07219,7.50113,342.36028,53801.65784
2023-08-07 12:00:00,3.0751928689305084,298.5208937363616,295.61881913809015,0.0,4.597187797620528,977.26447,418.42757,0.0,12.00498,835.23563,51818.30548
2023-08-07 13:00:00,4.284811163897055,303.4456634335929,295.2033882802049,17.801432669428895,4.675912370152082,1015.26152,458.14717,0.56649,13.14425,2137.88181,52013.03143
2023-08-07 14:00:00,4.284811163897055,303.4456634335929,295.2033882802049,17.801432669428895,4.675912370152082,1035.97042,500.56156,0.3057,12.84196,3087.36608,51016.89099
