datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-07 15:00:00,4.284811163897055,303.4456634335929,295.2033882802049,17.801432669428895,4.675912370152082,1115.88617,513.14739,0.74911,11.23757,3710.10038,50981.2132
2023-08-07 16:00:00,5.155972571167398,306.82910651214854,294.7458324200364,497.85461086815616,4.744597165439117,1178.13361,557.80098,0.40403,6.89864,4043.05531,50146.16498
2023-08-07 17:00:00,5.155972571167398,306.82910651214854,294.7458324200364,497.85461086815616,4.744597165439117,1276.46407,582.41173,0.0,8.70506,4208.87737,49108.49988
2023-08-07 18:00:00,5.155972571167398,306.82910651214854,294.7458324200364,497.85461086815616,4.744597165439117,1440.56591,605.2754,0.11105,12.14831,4294.51418,46377.48578
2023-08-07 19:00:00,5.823797308252736,307.6837415472272,294.8597042170652,696.4849064248644,4.8111837055210565,1601.4149,627.46883,0.31242,17.53322,4500.83635,47567.84894
2023-08-07 20:00:00,5.823797308252736,307.6837415472272,294.8597042170652,696.4849064248644,4.8111837055210565,1732.38072,639.26069,0.40022,28.81942,4636.28222,47298.08392
2023-08-07 21:00:00,5.823797308252736,307.6837415472272,294.8597042170652,696.4849064248644,4.8111837055210565,1833.48857,670.3076,0.09433,44.27415,4197.79662,44949.58539
2023-08-07 22:00:00,5.946765526040782,302.214801680012,296.1945961037787,794.3356157075186,4.82794567706306,1922.09474,648.26016,0.0,55.29492,3378.24508,43366.07388
2023-08-07 23:00:00,5.946765526040782,302.214801680012,296.1945961037787,794.3356157075186,4.82794567706306,1986.36758,656.95749,0.0,64.15327,2600.39363,42798.66879
2023-08-08 00:00:00,5.946765526040782,302.214801680012,296.1945961037787,794.3356157075186,4.82794567706306,1941.46374,658.42255,0.95092,74.75311,45.72134,53267.87091
2023-08-08 01:00:00,5.744807218084468,298.37130276892896,295.7714781182432,530.1333130269402,6.235160415367747,1980.88397,618.79848,0.15366,80.7558,0.0,52323.28351
2023-08-08 02:00:00,5.744807218084468,298.37130276892896,295.7714781182432,530.1333130269402,6.235160415367747,1929.32204,574.3275,0.0,78.38221,0.0,52393.16052
2023-08-08 03:00:00,5.744807218084468,298.37130276892896,295.7714781182432,530.1333130269402,6.235160415367747,1853.46549,559.51982,0.06076,63.41316,0.0,51468.47943
2023-08-08 04:00:00,3.86714462306318,297.3686560746912,294.86237394198923,0.2713650781897134,10.852781461459871,1753.50164,533.54492,0.00575,42.72033,0.0,51340.20642
2023-08-08 05:00:00,3.86714462306318,297.3686560746912,294.86237394198923,0.2713650781897134,10.852781461459871,1626.05796,481.40902,0.02177,24.71998,0.0,50152.34387
2023-08-08 06:00:00,3.86714462306318,297.3686560746912,294.86237394198923,0.2713650781897134,10.852781461459871,1474.24099,484.299,0.01927,11.46841,0.0,50144.82648
2023-08-08 07:00:00,4.53585562484975,297.5999225830513,295.2075519129976,0.1351840942242004,11.750167630931616,1369.99874,459.29462,0.01313,1.22357,0.0,49119.52954
2023-08-08 08:00:00,4.53585562484975,297.5999225830513,295.2075519129976,0.1351840942242004,11.750167630931616,1281.68038,421.33047,0.00519,0.93178,38.78532,49526.27301
2023-08-08 09:00:00,4.53585562484975,297.5999225830513,295.2075519129976,0.1351840942242004,11.750167630931616,1132.95481,410.35182,0.04229,0.12936,23.35611,49823.51361
2023-08-08 10:00:00,4.754716179603918,298.40870476084734,295.76720864114725,0.0,11.798628833973126,969.68222,397.09707,0.10879,4.69152,86.19371,47375.80518
2023-08-08 11:00:00,4.754716179603918,298.40870476084734,295.76720864114725,0.0,11.798628833973126,858.86083,422.02101,0.07219,8.60383,139.0187,49452.52057
2023-08-08 12:00:00,4.754716179603918,298.40870476084734,295.76720864114725,0.0,11.798628833973126,846.7251,416.13202,0.0,15.64482,351.72704,47629.72089
2023-08-08 13:00:00,5.708362282330989,303.2486163090398,295.2607664921407,17.06120741159313,11.825241046264924,862.36735,448.86301,0.56649,20.2804,924.08177,47808.71686
2023-08-08 14:00:00,5.708362282330989,303.2486163090398,295.2607664921407,17.06120741159313,11.825241046264924,868.79612,487.11369,0.3057,22.95933,1315.43953,46893.14069
2023-08-08 15:00:00,5.708362282330989,303.2486163090398,295.2607664921407,17.06120741159313,11.825241046264924,931.97759,501.29972,0.74911,21.67903,1530.74089,46860.33704
2023-08-08 16:00:00,5.996135287629513,306.28627388171947,293.70836354563244,493.2665306708983,11.888505529785052,985.05017,544.63877,0.40403,15.35879,1540.29758,46092.90387
2023-08-08 17:00:00,5.996135287629513,306.28627388171947,293.70836354563244,493.2665306708983,11.888505529785052,1076.77271,569.54635,0.0,12.12923,1497.7958,45139.15967
2023-08-08 18:00:00,5.996135287629513,306.28627388171947,293.70836354563244,493.2665306708983,11.888505529785052,1236.19762,595.4701,0.11105,9.90301,1437.57786,42629.07864
2023-08-08 19:00:00,5.672171410930945,306.3793962946144,293.1702607476768,691.2980833345712,11.919697703551805,1397.42091,621.55949,0.31242,10.67301,1365.25951,43723.2124
2023-08-08 20:00:00,5.672171410930945,306.3793962946144,293.1702607476768,691.2980833345712,11.919697703551805,1535.83413,637.13995,0.40022,17.14051,1228.86766,43475.1228
2023-08-08 21:00:00,5.672171410930945,306.3793962946144,293.1702607476768,691.2980833345712,11.919697703551805,1648.26835,670.06781,0.09433,31.17514,954.10019,41316.79776
2023-08-08 22:00:00,5.241639246059845,300.8498710402024,293.6150816587243,751.4809070753389,11.966707178471534,1750.81264,655.02507,0.0,43.51426,584.59233,39861.34396
2023-08-08 23:00:00,5.241639246059845,300.8498710402024,293.6150816587243,751.4809070753389,11.966707178471534,1835.93358,667.49318,0.0,56.13129,255.21986,39339.83701
2023-08-09 00:00:00,5.241639246059845,300.8498710402024,293.6150816587243,751.4809070753389,11.966707178471534,1793.76718,670.64939,0.95092,69.1706,0.0,48959.9574
2023-08-09 01:00:00,4.910638164595143,298.26344099364474,292.5233560774217,497.7059447777821,14.742868378854446,1842.32956,634.70952,0.15366,82.52236,0.0,48091.76312
2023-08-09 02:00:00,4.910638164595143,298.26344099364474,292.5233560774217,497.7059447777821,14.742868378854446,1803.75795,592.57792,0.0,86.15443,0.0,48155.97485
2023-08-09 03:00:00,4.910638164595143,298.26344099364474,292.5233560774217,497.7059447777821,14.742868378854446,1742.67594,576.34964,0.06076,76.35472,0.0,47306.10974
2023-08-09 04:00:00,3.591215702963986,297.569651695692,292.1300089876015,0.1547030024127334,18.80333042027423,1654.51343,551.37964,0.00575,59.40056,0.0,47188.26978
2023-08-09 05:00:00,3.591215702963986,297.569651695692,292.1300089876015,0.1547030024127334,18.80333042027423,1538.11407,501.36545,0.02177,40.40831,0.0,46096.5199
2023-08-09 06:00:00,3.591215702963986,297.569651695692,292.1300089876015,0.1547030024127334,18.80333042027423,1397.35543,498.61812,0.01927,24.46424,0.0,46089.57837
2023-08-09 07:00:00,3.4029541808555885,296.83315243345083,291.83428903411846,0.0770506556546073,19.433079818217124,1297.55386,471.94932,0.01313,8.87119,0.0,45147.30481
2023-08-09 08:00:00,3.4029541808555885,296.83315243345083,291.83428903411846,0.0770506556546073,19.433079818217124,1205.36995,431.81185,0.00519,5.34462,0.0,45521.05786
2023-08-09 09:00:00,3.4029541808555885,296.83315243345083,291.83428903411846,0.0770506556546073,19.433079818217124,1050.96843,418.92808,0.04229,1.47327,0.0,45794.3092
2023-08-09 10:00:00,3.186269294145709,297.26836414641843,292.1507446349779,0.0,19.4391533190806,882.5199,404.53256,0.10879,8.12913,21.86898,43544.68335
2023-08-09 11:00:00,3.186269294145709,297.26836414641843,292.1507446349779,0.0,19.4391533190806,764.98456,422.86015,0.07219,14.15037,86.62522,45453.25604
2023-08-09 12:00:00,3.186269294145709,297.26836414641843,292.1507446349779,0.0,19.4391533190806,740.0179,418.88522,0.0,25.91101,187.64954,43778.10132
2023-08-09 13:00:00,2.7352813458171314,302.1195680327013,291.64759641289794,16.36396330293058,19.449990917550984,742.66337,447.81906,0.56649,37.63148,376.30482,43942.63318
2023-08-09 14:00:00,2.7352813458171314,302.1195680327013,291.64759641289794,16.36396330293058,19.449990917550984,741.93329,483.40786,0.3057,47.4015,483.11321,43101.14407
2023-08-09 15:00:00,2.7352813458171314,302.1195680327013,291.64759641289794,16.36396330293058,19.449990917550984,795.17256,499.44187,0.74911,49.25095,546.28227,43070.98111
2023-08-09 16:00:00,3.197526276162875,304.9170840947615,291.43798923940824,483.1205594213518,19.45512435567455,842.73352,541.49517,0.40403,42.03208,563.16365,42365.72339
2023-08-09 17:00:00,3.197526276162875,304.9170840947615,291.43798923940824,483.1205594213518,19.45512435567455,928.98883,566.89128,0.0,33.47917,562.73068,41489.14792
2023-08-09 18:00:00,3.197526276162875,304.9170840947615,291.43798923940824,483.1205594213518,19.45512435567455,1081.00687,594.99873,0.11105,23.81385,548.52394,39182.21814
2023-08-09 19:00:00,3.5807691645155058,305.5915436675253,291.66212426856555,681.8065297678593,19.45512435567455,1236.83931,623.69238,0.31242,17.78856,487.11219,40187.86298
2023-08-09 20:00:00,3.5807691645155058,305.5915436675253,291.66212426856555,681.8065297678593,19.45512435567455,1374.34329,641.54539,0.40022,16.23259,376.88293,39959.70563
2023-08-09 21:00:00,3.5807691645155058,305.5915436675253,291.66212426856555,681.8065297678593,19.45512435567455,1489.42508,675.0507,0.09433,24.89665,238.10618,37976.2547
2023-08-09 22:00:00,3.065357565807033,301.7901172492425,293.706466774418,797.1569863254517,19.45512435567455,1596.92059,665.20281,0.0,35.90709,124.76896,36638.56046
2023-08-09 23:00:00,3.065357565807033,301.7901172492425,293.706466774418,797.1569863254517,19.45512435567455,1692.00347,678.16098,0.0,48.86205,38.24675,36159.25778
