UTC time,coal,nat_gas,oil,hydro,solar,other
2023-05-01 00:00:00,1130.0,764.0,0.0,153.0,24.0,56.0
2023-05-01 01:00:00,1180.0,771.0,0.0,121.0,0.0,56.0
2023-05-01 02:00:00,1344.0,766.0,0.0,84.0,0.0,55.0
2023-05-01 03:00:00,1201.0,766.0,0.0,83.0,0.0,53.0
2023-05-01 04:00:00,989.0,768.0,0.0,82.0,0.0,52.0
2023-05-01 05:00:00,755.0,764.0,0.0,83.0,0.0,54.0
2023-05-01 06:00:00,685.0,777.0,0.0,83.0,0.0,48.0
2023-05-01 07:00:00,624.0,780.0,0.0,82.0,0.0,43.0
2023-05-01 08:00:00,621.0,785.0,0.0,83.0,0.0,48.0
2023-05-01 09:00:00,674.0,782.0,0.0,83.0,0.0,45.0
2023-05-01 10:00:00,789.0,803.0,0.0,85.0,0.0,48.0
2023-05-01 11:00:00,971.0,814.0,0.0,83.0,2.0,48.0
2023-05-01 12:00:00,919.0,762.0,0.0,83.0,58.0,48.0
2023-05-01 13:00:00,892.0,765.0,0.0,82.0,168.0,50.0
2023-05-01 14:00:00,802.0,743.0,0.0,83.0,210.0,51.0
2023-05-01 15:00:00,795.0,728.0,0.0,83.0,221.0,56.0
2023-05-01 16:00:00,808.0,759.0,0.0,83.0,226.0,53.0
2023-05-01 17:00:00,836.0,752.0,0.0,83.0,227.0,54.0
2023-05-01 18:00:00,856.0,763.0,0.0,84.0,229.0,57.0
2023-05-01 19:00:00,856.0,738.0,0.0,82.0,223.0,60.0
2023-05-01 20:00:00,835.0,739.0,0.0,147.0,219.0,57.0
2023-05-01 21:00:00,822.0,732.0,0.0,155.0,215.0,58.0
2023-05-01 22:00:00,835.0,749.0,0.0,155.0,193.0,58.0
2023-05-01 23:00:00,989.0,779.0,0.0,152.0,133.0,55.0
